;0;1;2;3;4;5;6;7;8;9;10;11;12
periodical;3.1427387e-06;3.9592697e-07;1.8463409e-06;4.1891744e-06;6.0540115e-06;1.9508343e-06;1.5211887e-06;2.0675284e-06;4.634537e-06;1.54297e-05;9.457805e-05;2.2064798e-06;6.848873e-06
typing;9.609905e-06;4.0436674e-07;3.267628e-05;4.1351723e-06;0.0001458219;1.2864198e-06;1.2993238e-06;2.0944467e-06;1.4163733e-06;3.1240122e-06;2.93496e-06;2.1896283e-06;1.2849729e-06
rlogin;2.5749353e-06;1.9195653e-07;2.529347e-06;1.6042735e-06;7.137881e-05;1.0181436e-06;1.0402395e-06;1.4831978e-06;1.1130874e-06;1.7202914e-06;1.9983067e-06;1.482474e-06;7.9628273e-07
withit;3.4175946e-06;2.6833652e-06;4.290972e-06;4.3954708e-05;8.590886e-06;2.0087193e-05;1.7452943e-06;2.117788e-06;2.919315e-06;3.7010889e-06;1.0859312e-05;2.1030737e-06;1.7770141e-06
rattle;2.1991511e-06;1.4246082e-06;2.2924567e-06;0.00013858643;1.2607491e-06;1.5305691e-06;6.991704e-06;6.381765e-06;1.4011983e-06;1.6858584e-06;2.4875874e-06;1.3021609e-06;1.3995644e-06
christianityin;1.8985188e-06;5.236564e-07;1.094599e-06;1.3362114e-06;1.0068521e-06;2.0419452e-06;0.000116588104;1.279177e-06;1.3366006e-06;1.817586e-06;1.7510243e-06;1.1713508e-06;9.497005e-07
related;6.962673e-05;9.084238e-06;1.0132133e-05;1.2699808e-05;0.00022185156;0.00037508327;4.713614e-05;1.979199e-05;8.956853e-06;0.0001125412;0.00044405417;0.00013094408;7.629122e-06
fungus;1.9562285e-06;1.1138788e-07;8.829236e-07;1.2994901e-06;1.216531e-06;1.3761655e-06;1.240261e-06;1.4699344e-06;1.479331e-06;0.000178585;2.3335806e-06;1.2606288e-06;1.7912092e-06
decide;2.8549312e-05;0.0015965106;0.00030333662;0.00032746067;9.696067e-05;0.00054729235;0.00035209538;0.00020280144;0.0006141442;0.00011781424;0.000105676954;0.00018923532;0.00095834705
removed;2.6058544e-06;1.9337824e-06;5.0422195e-06;6.767242e-06;3.67472e-06;2.3012099e-05;4.051825e-06;1.5979881e-06;2.7592416e-06;2.0320988e-06;2.3793068e-06;1.676264e-06;1.1425299e-06
quran;1.8782785e-06;4.8071104e-07;1.0474573e-06;1.4188224e-06;1.0896712e-06;2.3519237e-06;0.00013431718;1.5270068e-06;1.8508188e-06;2.147143e-06;1.8022816e-06;1.2355152e-06;1.1571226e-06
equate;2.1452229e-06;6.4449578e-06;1.6273386e-06;1.9822843e-05;1.5701906e-06;6.851003e-05;0.00014846522;3.545917e-06;3.4608594e-05;4.8476472e-06;3.1194672e-06;2.5922432e-06;2.7593312e-06
unnatural;1.946581e-06;5.828315e-07;1.0959131e-06;1.2767252e-06;1.2439285e-06;3.5150367e-06;6.91673e-05;1.383355e-06;1.6173021e-06;2.0400835e-06;1.8320677e-06;3.5373891e-06;1.1156545e-06
doubtless;2.6318912e-06;1.1630628e-06;1.4261498e-06;2.754118e-06;1.27127e-06;2.7365554e-06;2.490841e-05;2.1176143e-06;2.5850259e-06;8.8743745e-06;1.1609536e-05;1.9841877e-06;2.9068568e-05
stake;1.8040881e-06;1.2494204e-06;1.1742135e-06;1.9129595e-06;1.5680628e-06;5.947936e-06;2.084753e-05;2.1404928e-06;2.7821401e-05;6.422178e-06;2.58527e-05;4.2785497e-05;2.6106456e-05
ultrix;4.9697974e-06;2.2923916e-07;3.7405184e-06;1.7305157e-06;0.00021112217;1.1275746e-06;1.1399741e-06;1.6963838e-06;1.1662386e-06;1.9585677e-06;2.3803714e-06;2.8686375e-06;9.304625e-07
endof;2.3679622e-06;1.6703299e-06;1.7235839e-06;3.5515784e-06;1.4349858e-06;2.2416289e-06;8.506287e-06;1.087398e-05;8.1087865e-06;2.7842543e-06;2.548802e-06;3.0562052e-05;1.0711468e-05
khouzam;4.5630222e-06;6.7924816e-07;9.645544e-05;2.1152593e-06;1.97988e-06;8.9043897e-07;1.0050436e-06;1.6838857e-06;1.0994964e-06;1.4108716e-06;1.5608399e-06;1.1656854e-06;8.861126e-07
faith;3.3255662e-06;3.3873362e-06;1.910098e-06;4.5320426e-06;2.2858499e-06;3.047063e-05;0.003972109;2.7167054e-05;1.3465687e-05;4.058874e-05;6.018903e-06;5.7813104e-06;2.9221397e-05
prefer;0.00088834594;0.00040358742;0.0003887275;0.0005625156;0.0002035436;0.00010868416;0.00023122529;0.00013746241;8.783281e-05;3.957112e-05;1.2952349e-05;1.9124276e-05;2.8774934e-05
method;1.6117761e-05;2.0818114e-05;1.8815263e-05;0.00024063105;0.0006611283;0.00093908934;1.5177812e-05;2.2950126e-05;0.0001658501;0.000605583;9.970088e-05;0.0011365435;8.608433e-06
finn;7.649663e-05;1.6308122e-06;3.3508886e-06;2.1613466e-06;1.4396998e-05;1.962091e-06;4.4747994e-06;2.4726283e-05;1.2693588e-05;2.8352844e-05;4.788749e-06;3.7364914e-06;1.9669817e-05
number;0.004289207;0.0002677047;0.0016361973;0.001020669;0.002515266;0.0004429009;0.00070043287;0.0026702492;0.0010966586;0.0025800278;0.0006909281;0.0039473516;0.0014894991
torolab;2.4108626e-06;1.0422855e-06;1.9421216e-06;4.559117e-05;1.1903282e-06;9.389916e-07;9.616367e-07;7.3606854e-05;1.3295968e-06;1.5240836e-06;2.0846348e-06;1.2740553e-06;1.2105743e-06
orchid;5.607525e-06;1.4182503e-06;0.0002595865;2.5604088e-06;3.0047586e-06;3.142516e-06;7.180429e-05;1.6094097e-06;1.3903776e-06;2.0472771e-06;1.9881256e-06;1.3745324e-06;1.1660645e-06
cartridge;8.739801e-06;1.6401065e-06;0.00085533544;1.4148081e-05;5.662574e-05;1.0303613e-06;1.5858687e-06;2.2014412e-06;4.388946e-05;2.4564047e-06;2.7999495e-06;2.9230716e-06;1.9251042e-06
allocation;3.7299565e-06;5.540638e-07;2.8172594e-06;2.1727917e-06;2.9415833e-05;1.8223166e-06;1.4708054e-06;2.1308915e-06;5.350154e-05;3.8410835e-06;2.3376702e-05;3.780478e-06;5.727585e-06
ellison;2.8071404e-06;2.807283e-07;1.3163932e-06;1.7599378e-06;2.260665e-06;1.6303874e-06;1.2808374e-06;1.523019e-06;2.2178585e-06;2.2760162e-06;4.8476513e-06;0.0003987461;1.6787902e-06
mickey;6.249785e-05;1.4549826e-06;1.1628629e-05;2.5794986e-06;6.8007066e-05;1.8890959e-06;2.5052861e-06;8.294319e-05;1.4447827e-06;2.8480365e-06;3.1227444e-06;2.116379e-06;1.3831957e-06
vicinity;7.5626363e-06;6.151015e-07;8.741715e-06;2.5227623e-06;1.8605709e-06;1.8073509e-06;1.5420172e-06;3.2060838e-05;7.128132e-06;3.150803e-05;9.652533e-05;1.901417e-06;3.04083e-06
crime;2.7773772e-06;3.8130236e-06;2.0130933e-06;3.7116629e-06;6.8173395e-06;5.3310578e-05;5.5618497e-05;3.077337e-06;0.0032365178;0.00067037815;6.63636e-06;0.00088228437;0.00016077465
provide;6.0203412e-05;0.00010675965;0.00031082277;0.00021246742;0.0018727003;0.00092116505;0.0002981811;0.00017447516;0.00059148984;0.0010134038;0.0009747513;0.0025057488;0.00044687424
steveth;2.871143e-06;3.5544372e-06;1.3259702e-06;1.5206189e-06;1.1060312e-06;6.104445e-05;1.6692816e-06;1.4878887e-06;1.5960017e-06;1.9587376e-06;1.9003963e-06;1.493604e-06;1.3225143e-06
weaver;2.9384175e-06;2.4292335e-06;1.3981095e-06;2.399501e-06;1.492569e-06;1.382535e-06;3.0361934e-06;5.3342297e-05;0.00026676967;4.952297e-06;6.8700247e-06;2.7826254e-06;3.8034457e-05
syria;1.6698029e-06;6.912812e-07;8.4934635e-07;1.3504495e-06;1.1541337e-06;2.0620664e-06;1.5212591e-05;1.8790694e-06;0.00044174073;1.0128331e-05;2.0090245e-06;1.986545e-06;2.4936494e-06
sophisticated;5.040022e-06;1.234266e-06;1.4672409e-05;1.0750008e-05;3.669614e-05;1.5519752e-05;2.7375561e-05;2.0001614e-06;2.6311106e-06;5.3942063e-06;6.39728e-05;0.00022918785;2.616921e-06
umontreal;4.9261704e-05;1.3543679e-06;4.4766544e-05;2.3690638e-06;1.8524293e-05;1.4801433e-06;1.2428623e-06;2.363095e-06;1.3339748e-05;1.982666e-06;2.2195477e-06;1.9412023e-06;1.216589e-06
visitor;2.8072848e-06;2.9779121e-06;1.400935e-06;2.3754167e-06;1.6582542e-06;3.1862917e-05;1.0992286e-05;2.4966732e-06;1.4350166e-05;9.3394165e-06;2.6669879e-05;1.0600682e-05;8.772424e-06
triumph;1.0566446e-05;4.7432354e-06;2.6997784e-06;0.00011038679;2.1388528e-06;1.1724088e-05;1.0821603e-05;2.3424524e-05;7.422487e-05;2.5920828e-05;1.3823945e-05;3.176237e-06;4.183431e-06
erickson;8.999003e-06;1.3209315e-06;8.365502e-05;2.62969e-06;2.4299443e-06;9.441179e-07;1.0647364e-06;8.640628e-05;1.2234984e-06;1.5520565e-06;1.9716024e-06;1.2633668e-06;1.1811157e-06
century;4.6647715e-06;2.5950833e-06;1.3650648e-06;5.074004e-06;5.252525e-06;9.696109e-05;0.0007908678;8.231443e-05;0.0002748957;0.0006322346;0.00032426047;2.1952674e-05;1.22690235e-05
resign;1.9473423e-06;2.2571473e-06;1.2584012e-06;2.0768068e-06;1.3952892e-06;3.6319566e-06;2.4138824e-06;5.3691774e-06;7.789623e-05;9.519139e-06;6.7691835e-06;1.621735e-05;0.00012222501
bike;3.712043e-06;1.7945077e-06;5.9888484e-06;0.0015471887;1.8460496e-06;8.3044904e-07;1.2184779e-06;4.008765e-06;1.2260845e-06;2.5609495e-06;3.1695256e-06;1.7478162e-06;1.7205089e-06
bible;3.742263e-06;1.4549771e-06;1.2850664e-06;2.0605644e-06;2.9149267e-06;1.1008034e-05;0.0036108857;2.555629e-06;9.092572e-06;5.318679e-06;3.4815607e-06;2.680625e-06;3.703576e-06
updatein;2.0438279e-06;7.7940234e-07;1.1855648e-06;1.5456025e-06;1.0208845e-06;1.1580366e-06;1.3120558e-06;1.6884695e-05;6.1711144e-05;2.1041683e-06;1.6330653e-06;1.4827484e-06;1.6099059e-06
financing;1.7046654e-06;9.230087e-07;1.3348605e-06;5.418016e-06;1.1744291e-06;1.2760667e-06;1.3049852e-06;2.097629e-06;1.8119698e-06;2.6500834e-06;2.0032963e-05;1.6127594e-06;4.1934152e-05
autonomy;1.6948227e-06;1.9275867e-06;1.043509e-06;1.4832577e-06;1.2247401e-06;2.5520898e-05;1.5313428e-05;1.827405e-06;7.616404e-05;1.7103137e-05;2.2008203e-06;1.9271192e-06;2.3831903e-06
peril;2.0774237e-06;1.044859e-06;1.2355088e-06;4.287146e-06;1.2097167e-06;4.7434064e-06;5.8881105e-06;6.3682382e-06;1.1853246e-05;1.9390775e-06;2.0824987e-06;4.801116e-06;1.2541678e-06
fran;5.9897766e-06;8.9477965e-07;3.8902563e-06;2.7062322e-06;7.033064e-06;1.3715523e-06;1.2870895e-06;0.00010862107;7.1916543e-06;2.6528169e-06;1.0482682e-05;1.879177e-06;1.8458524e-06
garbo;6.654238e-06;3.6890168e-07;1.9222403e-05;2.7151107e-06;3.4965815e-05;1.5353465e-06;1.3587544e-06;1.8308187e-06;1.466642e-06;1.8985742e-05;3.1037812e-06;4.1360177e-06;1.4772003e-06
childish;1.9537097e-06;2.6686603e-06;1.1848821e-06;1.4686206e-06;1.2799462e-06;2.8172932e-05;1.565674e-05;1.877509e-06;2.6301737e-05;2.8882498e-06;2.0114726e-06;1.8499495e-06;1.5958411e-06
retailer;4.1154412e-06;1.1126806e-06;3.754344e-05;4.039695e-05;2.487673e-06;1.5404404e-06;1.3362685e-06;2.378313e-06;3.134989e-06;5.7766265e-06;5.188564e-06;2.442977e-06;1.8724902e-06
hormone;2.1705246e-06;4.1088228e-07;1.1805283e-06;1.3928988e-06;1.3156546e-06;5.751453e-06;1.7276166e-06;2.542628e-06;2.0588839e-06;0.00019913641;2.3449848e-06;1.52061e-06;2.0892624e-06
disappoint;8.431591e-06;5.64405e-06;4.792642e-05;3.148726e-06;3.62328e-06;2.6388268e-06;7.4268332e-06;7.861145e-05;5.1038285e-05;2.150434e-06;3.264192e-06;1.940745e-06;2.8045276e-06
microcontroller;7.900438e-06;1.0918236e-06;0.000111425994;1.05203e-05;3.200761e-06;1.147612e-06;1.0944963e-06;2.0158607e-06;1.2044655e-06;1.5705913e-06;2.238187e-06;1.7344792e-06;1.0720665e-06
havea;4.695213e-05;3.5238198e-05;9.356292e-05;7.4365125e-05;4.2455677e-06;0.00012977408;5.322852e-06;1.866518e-05;2.877205e-06;2.4302676e-06;1.0637875e-05;2.9693216e-05;3.127582e-06
substantiate;4.118162e-06;3.268922e-06;1.6928876e-06;2.5563365e-06;2.0454572e-06;3.175367e-05;7.4598665e-06;6.047559e-05;3.8726037e-05;5.463226e-06;1.792706e-05;5.9957606e-06;2.257543e-06
transparent;4.437132e-06;6.4025005e-07;2.9222033e-06;1.9697487e-05;4.567516e-05;2.134378e-06;1.4460762e-06;5.465458e-06;9.823908e-06;2.5997408e-06;4.974831e-05;3.2709854e-06;2.1048515e-06
consent;1.3547182e-05;1.2641174e-05;4.429545e-06;6.4149035e-06;2.6490236e-06;6.410436e-05;0.00053214846;5.1811367e-06;1.0156081e-05;1.3200579e-05;3.7830714e-06;8.731896e-05;2.2105882e-05
kipling;2.131716e-06;2.0302184e-07;1.3535301e-06;2.1796614e-06;1.3842078e-06;1.3564178e-06;1.2082281e-06;1.6600702e-06;1.1037587e-06;2.3471096e-06;0.00030154717;1.5168255e-06;1.0499051e-06
bloodshe;1.4940863e-06;4.8798876e-07;1.0628287e-06;1.3862648e-06;1.0284803e-06;1.2229684e-06;1.3453625e-06;1.7266282e-06;4.4436915e-06;3.7007252e-05;1.932773e-06;1.3514567e-06;2.0096284e-05
mate;3.2674343e-05;2.4970994e-05;5.5884852e-06;5.1789102e-05;2.0429522e-06;0.00010885583;2.0952171e-05;2.5602715e-06;2.5301529e-06;5.0632557e-06;4.0437953e-06;2.3089067e-06;2.6942782e-06
meal;4.703282e-06;7.760199e-06;5.8363253e-06;4.676536e-06;1.9260278e-06;6.565091e-05;4.5554287e-05;2.431272e-06;3.03156e-06;0.00012864718;3.962629e-06;3.3248227e-06;3.0351819e-05
minimal;7.478394e-06;2.865964e-06;9.4357594e-05;0.00010916433;9.5350806e-05;2.2887923e-05;3.7074508e-06;3.4661023e-06;5.0208448e-05;0.000104350656;0.00012634048;8.741403e-06;6.4730357e-06
somethingabout;3.2522958e-06;4.422573e-06;2.776469e-06;3.5881425e-05;2.0650477e-06;4.8916568e-06;7.4314453e-06;2.7794663e-06;4.4302483e-06;1.8971832e-06;2.3539858e-06;1.7852965e-06;2.2338606e-06
thefinal;4.4435087e-06;1.324471e-06;3.3963033e-06;2.2405645e-06;2.774234e-05;5.4990037e-06;3.8476865e-05;2.7327145e-05;2.7181973e-06;3.4112027e-06;3.0790225e-06;2.0752307e-06;1.7000735e-06
specify;1.05174295e-05;3.2359444e-06;5.6362765e-05;0.000113550515;0.0009795324;5.736444e-05;8.483813e-06;4.049653e-06;1.8791126e-05;1.5109805e-05;4.9028018e-05;6.694412e-05;3.3112324e-06
psychological;1.7211019e-06;1.0753461e-05;1.2618515e-06;1.8774076e-06;2.2184222e-06;0.00029403312;2.4449453e-05;5.5504383e-06;6.703439e-05;9.0395726e-05;3.3068104e-06;2.845901e-06;3.1441738e-05
susie;2.9052835e-06;9.123458e-07;1.427267e-06;1.7105341e-06;3.4844577e-06;5.7833267e-06;6.790135e-06;2.0073849e-06;4.5412144e-05;3.5043145e-06;1.6112781e-05;2.4128628e-06;1.6902977e-06
efficiently;3.3773597e-06;1.1920301e-06;2.4025564e-06;5.2028972e-06;2.7238377e-05;5.7290986e-06;1.6559404e-06;2.2771285e-06;4.2212087e-06;5.5881255e-06;3.8031896e-05;1.88118e-05;3.226731e-05
nimitz;1.9504203e-06;6.3214793e-07;1.1797248e-06;3.896056e-06;1.0082549e-06;1.2312257e-06;1.4926712e-06;1.7261702e-06;3.938162e-05;1.9938857e-06;2.0697776e-06;1.3640348e-06;1.4137802e-06
petty;3.183468e-06;3.7892576e-05;1.9523968e-06;1.0823922e-05;1.1724037e-06;6.560678e-05;3.3741337e-05;2.6037637e-06;2.639646e-06;2.1607104e-06;4.9276364e-06;1.7534458e-06;3.6704819e-06
andtechnology;2.5229388e-06;4.781761e-07;1.5003517e-06;1.1482482e-05;1.5029345e-06;2.1936164e-06;1.2244853e-06;1.7540526e-06;1.457359e-06;5.603265e-06;2.7686621e-05;1.2752752e-05;1.6041831e-06
orthodoxy;1.6714216e-06;4.927823e-07;1.0418116e-06;1.1840119e-06;9.662803e-07;2.1627422e-06;3.5654564e-05;1.2077096e-06;1.2884079e-06;1.8269409e-06;1.6107043e-06;1.1109139e-06;9.081078e-07
jbrown;2.3566013e-06;3.9355104e-06;1.1188952e-06;1.4411519e-06;1.2065989e-06;0.00010182622;4.2326832e-05;2.2543016e-05;2.554946e-05;3.3152246e-06;2.4632766e-06;1.8255013e-06;1.483037e-06
advertisement;0.0001407501;8.895818e-07;4.8571175e-05;2.9758703e-06;1.6616776e-05;1.8989834e-06;1.3558613e-06;3.5536693e-06;1.43662e-06;5.1393304e-06;9.91846e-05;3.2479797e-06;1.458319e-06
goose;2.9132073e-06;1.8267435e-06;1.8717446e-06;1.2470631e-05;1.2932725e-06;3.7208936e-06;6.396451e-05;2.3480248e-05;1.9818983e-06;2.285611e-06;2.4566257e-06;1.6500494e-06;2.203935e-06
huckabay;2.3787227e-06;6.466176e-07;1.2535155e-06;1.5072508e-06;9.856016e-07;8.8054855e-07;9.3704483e-07;0.00022196831;1.4050574e-06;1.5861268e-06;1.855027e-06;1.0573517e-06;9.933393e-07
decryption;2.4880892e-06;2.1545688e-07;1.5229139e-06;1.7295703e-06;3.363383e-06;1.2957724e-06;1.1292425e-06;1.2620444e-06;1.6484852e-06;2.1534304e-06;2.6542732e-06;0.00045225112;1.4353348e-06
weiss;3.966188e-06;1.0282893e-06;1.747277e-06;1.777314e-06;1.4700483e-06;2.7403894e-06;0.0002937553;6.290781e-05;3.1816471e-06;4.787012e-06;2.2997604e-06;1.4969552e-06;1.9821243e-06
honeywell;6.242565e-05;1.7692408e-06;8.325735e-06;2.1237104e-06;2.0725251e-06;1.3744855e-06;1.2645648e-06;4.232126e-06;7.219013e-05;2.347076e-06;1.8826677e-06;1.8278217e-06;1.5657839e-06
screen;2.186543e-05;1.4152523e-06;0.0027325237;7.295265e-06;0.0020195027;1.9656625e-06;3.560256e-06;2.8291201e-06;1.6916046e-06;4.140116e-06;7.2840116e-06;8.673281e-06;9.147158e-06
aregular;2.5741314e-05;1.4087966e-06;2.581631e-06;3.7112295e-05;1.3947742e-06;1.0180106e-06;1.0165804e-06;2.9823628e-05;1.3561905e-06;1.649163e-06;2.2825861e-06;1.4083087e-06;1.3153472e-06
jody;7.231209e-05;2.0002674e-06;4.492776e-06;7.996309e-05;2.5722702e-05;1.1575332e-06;1.0936907e-06;0.00011804674;1.3916512e-06;1.886398e-06;2.9844473e-06;1.839675e-06;1.2957416e-06
begin;1.9564832e-05;3.7358368e-05;2.4333403e-05;0.00012635103;0.0002944811;0.0001466336;0.0008782326;0.0004561427;0.0010793868;0.0016109627;0.0006789479;0.00059775484;0.0010674029
stage;5.611334e-06;2.3238874e-06;3.7513785e-06;2.0874291e-05;3.0986073e-05;1.7198954e-05;2.029569e-05;8.0947775e-06;0.00010134283;0.00021746088;0.0009368377;3.7503305e-05;0.00017576794
cage;5.1560823e-05;5.25644e-06;0.00015118712;0.00025964633;5.664337e-06;3.908896e-06;2.598884e-06;1.9449702e-05;6.7637084e-06;2.5997633e-06;3.966495e-05;2.4730143e-06;2.9296834e-06
tartar;2.412689e-06;4.034998e-08;1.0598175e-06;1.0920317e-06;1.6658371e-06;1.6398684e-06;1.357502e-06;1.0553156e-06;1.9742865e-06;0.000798949;3.956734e-06;1.8819443e-06;2.8877114e-06
macuser;7.6212023e-06;6.818007e-07;0.00011717102;1.9243607e-06;1.7019667e-06;8.0380573e-07;9.183846e-07;1.5181407e-06;9.09841e-07;1.3197393e-06;1.4446372e-06;1.0794633e-06;7.52265e-07
distinguish;3.4782734e-06;1.1034759e-05;4.228955e-06;5.9754002e-05;2.3821396e-05;0.00012042292;0.0001355133;2.3108078e-06;6.0104026e-06;1.2599594e-05;1.1688964e-05;4.680837e-05;1.00841025e-05
breath;7.630191e-06;9.419741e-05;1.21185e-05;5.9036447e-05;4.4636135e-06;2.491105e-05;2.8420049e-05;1.50088545e-05;5.6385878e-05;2.1444634e-05;4.9850183e-05;2.7885894e-06;3.4666835e-05
irrelevant;3.9204256e-06;2.6360243e-05;1.8125281e-06;6.139542e-06;3.254395e-06;0.0003788717;0.00017898233;9.238361e-05;0.00018390927;5.039566e-06;4.6239547e-06;0.00011430393;4.479482e-06
ararat;1.7568714e-06;1.6225212e-07;9.903393e-07;1.0888194e-06;1.0625679e-06;1.2088542e-06;1.2286273e-06;1.2897656e-06;1.4548843e-06;0.0001069611;1.790273e-06;1.1893217e-06;1.3836324e-06
hose;4.7194703e-06;2.6400633e-06;1.3990619e-05;0.00020818946;4.053742e-06;3.8942953e-06;1.481318e-06;2.5064235e-06;2.41084e-06;2.5429254e-06;3.6670528e-05;1.1976784e-05;2.3151206e-06
margaret;1.3959133e-05;1.0069081e-06;1.7384046e-06;2.147863e-06;1.6197558e-06;2.1541916e-06;7.643483e-06;5.5727123e-06;2.1009898e-06;1.7162873e-05;1.8932005e-05;8.825654e-06;2.165786e-05
have;0.00020141919;0.006305729;0.0052394453;0.0053849965;0.00033043904;0.0019191159;0.0038388956;0.0045957193;0.0042852447;0.0048448285;0.002031874;0.00046685615;0.017151276
clip;0.00024227121;2.3768082e-06;5.3867137e-05;5.694308e-05;0.00034037317;2.9301334e-06;3.8572625e-06;4.9505443e-06;4.231995e-06;3.407139e-06;1.3301662e-05;6.744707e-05;2.1320832e-06
cbnewsh;3.043592e-05;2.0785687e-06;3.3482003e-05;2.291798e-06;1.9968704e-06;1.9096549e-06;2.2334918e-06;4.937413e-05;6.6309262e-06;1.999667e-06;2.2024683e-06;1.602874e-06;1.4885347e-06
casserole;1.8348732e-06;6.255666e-07;1.1050532e-06;1.3307837e-06;1.0706453e-06;1.8494012e-06;3.1085696e-05;1.7142602e-06;1.4905142e-05;2.8202542e-06;1.7565874e-06;1.4629463e-06;1.3960491e-06
bombing;1.8836834e-06;6.262955e-07;9.517617e-07;1.5781037e-06;1.4658373e-06;1.9153053e-06;2.19569e-06;2.2584427e-06;0.00029230045;4.117279e-05;2.3420662e-06;4.5075976e-06;7.937308e-06
bleed;1.7625754e-06;4.2557517e-06;1.9721433e-06;3.5633577e-05;1.4815724e-06;4.7234043e-06;2.1783083e-06;7.165901e-06;0.00011525999;3.1945066e-05;2.797937e-06;2.380437e-06;9.398365e-05
quigley;6.7264285e-05;1.1212834e-06;1.685143e-06;1.4389943e-06;1.2916479e-06;1.7079584e-06;1.3574579e-06;2.1493768e-06;3.1343927e-05;3.4301431e-06;1.8794997e-06;1.748573e-06;1.4146515e-06
sherman;4.6464525e-06;3.9302347e-07;7.737547e-06;2.1831042e-06;5.278117e-05;1.9461165e-06;8.917684e-06;1.7010625e-06;1.6054066e-06;2.3546136e-06;2.7388394e-06;1.3110184e-05;1.2613287e-06
october;6.883344e-06;9.475746e-07;4.5523993e-06;4.8982597e-06;1.3185405e-05;3.47037e-06;3.9721804e-06;9.698423e-05;8.102248e-05;0.00022147705;0.00015584796;3.3851084e-05;2.5535383e-05
what;4.1535655e-05;5.4608727e-06;6.2863386e-05;2.8947718e-05;5.3628537e-06;4.142559e-06;1.5127515e-06;4.2823376e-05;1.947662e-06;3.2694686e-06;3.5472772e-06;0.000103983584;3.879675e-06
vastly;4.8282477e-06;1.5220976e-06;3.3752829e-06;8.039427e-06;2.366423e-05;1.0868322e-05;2.2555598e-05;9.917035e-06;1.0903099e-05;2.6650827e-05;9.07316e-06;9.546667e-06;6.741527e-06
coward;3.5777814e-06;2.4301255e-06;1.4899912e-06;1.8203817e-06;1.4210812e-06;4.9127907e-06;7.259934e-05;2.66772e-06;4.6307796e-05;2.7318787e-05;2.5485565e-06;3.3670572e-06;2.0549647e-05
penny;3.3803017e-06;3.039358e-06;2.5936242e-06;0.00011198214;1.514884e-06;8.124993e-06;1.3357615e-06;5.4077987e-05;1.6429558e-06;2.0416987e-06;2.866753e-06;1.5843767e-06;1.3925162e-06
usmail;4.5998742e-05;9.483268e-07;2.205472e-05;2.30677e-06;8.184464e-06;1.2295196e-06;1.0975075e-06;2.5014768e-05;1.2670789e-06;1.8768891e-06;6.041057e-06;5.716458e-06;1.1752908e-06
strategy;7.0261917e-06;8.1613125e-06;1.059576e-05;6.021984e-06;5.5364806e-05;2.5936664e-05;3.891221e-06;0.00017065278;0.00011107476;0.000103245555;0.00020453265;0.000119506105;0.00021450382
adopt;7.1606587e-06;2.9276423e-06;3.9786505e-06;1.3023398e-05;6.956605e-05;6.280359e-05;0.00013856831;2.787039e-06;3.4766803e-05;0.0002659986;2.8720386e-05;0.00015470786;3.9367504e-05
povray;1.4621374e-05;3.4308377e-07;6.968014e-06;2.2645793e-06;0.00019117232;1.4092936e-06;1.2489791e-06;1.9670497e-06;1.2035309e-06;1.9287693e-06;2.8733932e-06;1.749005e-06;9.1420253e-07
particle;6.707074e-06;8.1655355e-07;3.179803e-06;6.2543913e-06;1.6697053e-05;7.290536e-05;8.0977625e-06;2.4089607e-06;2.699325e-06;4.1305742e-05;0.0007162664;5.8669148e-06;2.5245938e-06
regulator;2.6054743e-06;2.8308973e-06;2.4543601e-06;0.00015587808;1.5973699e-06;2.0329451e-05;1.3549773e-06;1.6283203e-06;3.37923e-06;2.1245437e-06;3.0413287e-06;6.8404906e-06;1.3251631e-06
dfrf;1.995689e-06;2.0218944e-07;1.0977195e-06;1.645993e-06;1.229577e-06;1.3218549e-06;9.91592e-07;1.4453508e-06;1.0834201e-06;1.975573e-06;0.00017128869;1.3379492e-06;1.054875e-06
colormap;4.078577e-06;8.5012935e-08;4.24096e-06;1.616708e-06;0.00058693724;9.070406e-07;1.6600261e-06;1.1075666e-06;1.1177028e-06;2.0127154e-06;2.2160157e-06;1.5687477e-06;5.975759e-07
handheld;1.7778555e-06;8.5858795e-07;1.0824772e-06;2.0840905e-06;1.2729708e-06;1.2664805e-06;1.5418702e-06;2.061938e-06;0.00053843256;2.7909084e-06;1.6514679e-06;2.415812e-06;2.4366134e-06
forwarding;3.2337313e-05;7.0295584e-07;3.950739e-06;1.7564167e-06;1.6197697e-06;1.4090114e-06;1.1225563e-06;1.8468292e-06;1.634961e-06;1.9326949e-06;2.203399e-06;3.5147365e-05;1.2357723e-06
counting;3.8292624e-06;5.471786e-07;2.802307e-06;1.1149478e-05;2.0339077e-05;2.565752e-06;5.4187512e-06;5.083503e-06;5.5567075e-06;1.8387105e-05;9.619533e-06;2.5357134e-05;2.210254e-06
casual;5.775334e-06;1.691944e-05;1.965458e-05;1.0618825e-05;4.728042e-06;9.701871e-06;6.311219e-06;2.1594185e-05;5.986602e-06;2.8763395e-06;3.2953515e-06;0.00016463659;2.8928993e-05
adjacent;4.137526e-06;1.0330652e-06;1.3170769e-05;2.5289373e-05;1.636596e-05;2.2788322e-06;1.1383011e-05;2.208473e-06;1.9940995e-05;9.227722e-06;3.5112002e-06;5.2106107e-06;2.6423727e-06
