;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
parcplace;5.5447146e-07;5.541454e-07;6.6641195e-07;8.9964044e-07;7.6621245e-07;8.115299e-07;1.0572007e-06;1.4561366e-06;6.284799e-07;4.3257558e-07;9.291265e-07;6.722446e-07;9.64631e-05;9.63863e-07;3.3403018e-07
emulate;1.21479425e-05;8.059639e-07;2.7060896e-06;1.255082e-06;1.188381e-06;1.0684668e-06;5.499697e-05;1.9844938e-06;6.060445e-06;1.6959034e-06;7.924486e-06;8.4204254e-07;5.5973946e-05;1.7134901e-06;8.692645e-07
stripe;1.1132922e-06;2.4847275e-05;1.6216397e-06;1.3445663e-06;1.7040607e-06;1.4727204e-06;4.406438e-05;2.7515414e-06;5.230018e-06;4.180814e-06;1.4749737e-06;2.4368295e-05;8.860719e-06;9.808323e-06;7.9713817e-07
history;0.0009946798;0.0005687555;0.0004908475;0.0030602743;0.0002022777;0.00029757517;3.4790228e-06;2.5825893e-06;0.0006560758;0.000119022014;0.0001661621;0.00056108396;6.9252133e-06;6.0613197e-06;5.4030566e-05
moonbase;6.0861356e-07;6.391016e-07;7.535308e-07;8.7049483e-07;8.8204393e-07;0.00020835723;8.0299753e-07;1.0390563e-06;7.254471e-07;6.081636e-07;6.69519e-07;6.888877e-07;6.453128e-07;1.3525032e-06;4.006348e-07
abraham;3.379557e-06;7.725073e-07;1.6856397e-05;1.7011633e-06;1.3015516e-06;9.291211e-07;8.099372e-07;1.0522674e-06;0.00029856933;9.78409e-07;1.0937971e-05;1.8193654e-05;7.7304134e-07;1.2376588e-06;9.283493e-07
sweetie;0.0001075994;6.802585e-07;9.0954904e-07;5.6874205e-06;9.920302e-07;7.3605867e-07;7.0701606e-07;8.849283e-07;2.3403943e-06;6.341995e-07;9.817575e-07;7.1024175e-07;6.944423e-07;8.6849036e-07;6.160189e-07
distinguished;9.4327135e-07;7.3955385e-07;2.275159e-05;4.201794e-05;1.2580567e-06;1.7334959e-06;8.1150984e-07;1.1017512e-06;5.7108796e-06;1.8164083e-06;1.1839783e-06;1.7901682e-05;8.411058e-07;9.634706e-07;7.8276753e-07
jona;1.2464703e-06;7.2189664e-07;9.952898e-07;0.00013651515;9.516209e-07;1.1043218e-06;1.4081895e-06;1.1716141e-06;9.639178e-07;8.291344e-07;1.290678e-06;9.5067406e-07;4.33652e-05;7.4914476e-07;7.911778e-07
skull;1.0465975e-06;5.7871894e-06;7.228272e-06;4.84676e-06;7.9350655e-05;1.3310619e-06;1.8063054e-06;3.6901286e-06;1.4608861e-06;1.5780446e-05;1.4610576e-06;1.1870979e-05;3.831896e-06;1.8718199e-06;1.3073857e-06
totally;0.0003165259;0.00021645967;0.00013543792;0.00018992326;7.0773895e-05;0.00021364946;9.848173e-05;3.1941368e-06;0.00013761829;0.00031033313;0.0001343071;4.2331253e-06;3.8954176e-06;0.00010656809;0.00024358026
israeli;1.1098882e-06;6.9294873e-07;1.3481703e-06;0.0070129447;7.9978236e-07;2.4908668e-06;5.2431653e-07;5.196875e-07;1.4751789e-06;2.9398507e-06;1.4609434e-06;2.287726e-06;1.3466095e-06;9.287041e-07;5.0786406e-07
esteem;1.72596e-05;8.433101e-07;1.0978896e-06;1.0617007e-06;2.5758463e-06;7.482826e-07;9.4443146e-07;1.5412259e-06;4.4818902e-05;9.5886e-07;1.4093934e-05;7.0211115e-07;6.9610184e-07;1.2235348e-06;6.460593e-06
historyof;1.2405254e-06;1.7544022e-05;3.9770057e-06;2.063958e-05;1.2920955e-06;6.796328e-06;9.551213e-07;1.1339225e-06;1.3812642e-05;8.850931e-07;7.051885e-06;1.1264636e-06;8.689316e-07;1.2750735e-06;9.240513e-07
cory;6.211651e-07;8.995792e-05;3.1455231e-06;8.819411e-07;1.5547643e-06;8.3037e-07;1.3067566e-06;6.286864e-05;7.2211395e-07;8.0623306e-07;9.902448e-07;6.486293e-06;8.6714516e-07;1.2483572e-06;6.4984994e-07
nosc;7.398577e-07;1.2305396e-06;2.749074e-06;9.1611565e-07;1.4246598e-06;1.3833201e-06;6.5985354e-05;0.00010115678;8.4336034e-07;4.9484413e-05;2.3693356e-06;1.2073856e-06;2.0679858e-05;1.6437876e-05;1.3012832e-06
disbeliever;8.2785344e-05;6.257542e-07;6.1153867e-07;5.9175835e-07;8.1430454e-07;5.920611e-07;7.0243914e-07;1.3961618e-06;1.0504281e-06;5.4609666e-07;6.3991985e-07;4.945253e-07;5.362095e-07;9.858164e-07;4.3260616e-07
bruce;6.790592e-05;0.00036931422;3.5492026e-06;4.222145e-06;0.000113664624;0.00046583652;0.00010165683;0.00048731558;0.00028432987;2.9534265e-06;0.00020019937;0.000305172;2.6950689e-05;8.079976e-05;6.261379e-06
smuggler;6.038883e-07;6.144234e-07;7.5572543e-06;8.7297485e-07;1.0230552e-06;5.773739e-07;1.0324576e-06;8.3393036e-07;7.5168e-07;5.7946404e-06;5.989134e-05;5.897586e-07;6.277797e-07;9.270105e-07;5.273457e-07
green;2.3140541e-05;0.00012204497;3.3153049e-06;8.226109e-05;6.154565e-05;0.000398929;0.00033078608;0.00030688362;2.408199e-06;0.0005007443;2.8659888e-06;0.00016189736;0.000363621;0.00058797124;4.3406517e-06
jazz;3.9800925e-05;5.0608833e-06;5.803321e-07;5.287593e-07;1.1733761e-06;6.671148e-07;8.0466106e-07;0.00012132002;1.398224e-06;6.6214835e-07;7.064654e-07;1.7857366e-06;6.2131494e-07;9.290709e-07;6.2973606e-07
lmsc;1.037939e-06;1.5864864e-05;5.504922e-05;3.0674955e-06;2.0950361e-05;2.6672686e-05;1.7198678e-06;7.48284e-05;1.1243856e-06;1.553041e-05;1.2722467e-06;1.6935852e-06;9.655178e-07;4.465411e-06;1.6244104e-06
scriptural;2.603538e-05;5.4628777e-07;7.7411005e-07;8.518225e-07;8.656092e-07;7.03442e-07;6.841064e-07;1.1107048e-06;0.00015363972;5.863558e-07;7.854652e-07;6.0180133e-07;6.076849e-07;9.331716e-07;6.0178036e-07
georgetown;9.417101e-07;9.294733e-05;2.130585e-06;1.3782591e-06;1.4684808e-06;8.296299e-07;2.858392e-06;1.6657825e-06;8.946994e-07;3.854541e-05;0.00024743177;6.235874e-06;9.1610275e-07;2.1059814e-06;9.3199793e-07
happily;3.315308e-05;1.6826847e-06;1.912691e-06;2.1000335e-05;2.2970125e-06;1.4445055e-06;4.2543943e-05;2.2042204e-06;3.357287e-05;3.318523e-05;6.2789136e-06;9.2823115e-07;3.2832688e-06;2.5762572e-05;0.000120474186
under;0.00048666273;0.00015966383;0.0016123974;0.001572063;0.00051230827;0.0003992095;0.0009022419;2.7627177e-05;0.0007268596;0.0013715855;0.0012212683;0.0012831066;0.0019795191;0.0012664117;0.0004315396
quietly;1.1316191e-06;3.310164e-06;3.2697786e-05;4.4831464e-05;1.7254551e-06;1.8902623e-05;1.6386117e-06;1.6205139e-06;4.4645835e-06;8.175506e-05;7.151732e-06;3.349604e-06;8.959589e-06;4.9979217e-06;4.1195585e-06
morgoth;1.1639652e-06;6.14523e-07;7.3750795e-07;8.352814e-07;8.9319815e-07;6.7440715e-07;7.2876725e-07;1.8274221e-06;8.165707e-05;6.605936e-07;7.79256e-07;7.278353e-07;6.0222203e-07;9.1188684e-07;5.118488e-07
sense;0.0025117889;0.00013073736;0.00029119715;0.0002438234;0.0004957925;0.00014907826;0.00012665255;4.3240825e-06;0.00096765225;0.00028384494;0.0004623884;5.2096243e-06;7.2419396e-05;0.00024478367;0.00066243875
sadly;2.9190018e-05;1.3103775e-06;1.0708647e-05;4.163451e-05;2.3655246e-06;2.560242e-05;9.636013e-06;2.6371704e-06;4.322273e-05;8.5870925e-05;4.0342176e-05;1.5176408e-06;1.2381348e-05;2.4800493e-06;7.3866875e-05
reminiscent;7.391585e-06;2.402683e-06;3.1188276e-06;2.1546928e-05;1.2897736e-06;1.1257944e-06;9.3480753e-07;1.3172598e-06;4.132151e-06;1.5364698e-06;1.133828e-06;8.059226e-06;3.8402222e-06;1.3512289e-05;2.3318544e-06
albnyvms;6.244771e-07;2.8092554e-05;6.9785443e-07;5.6023515e-07;2.1597605e-05;7.7241566e-07;9.760972e-07;0.00020609106;7.003355e-07;6.223097e-07;8.0730223e-07;9.863024e-07;6.908916e-07;1.3800012e-06;8.7891834e-07
keeping;6.807603e-06;8.594489e-06;5.281694e-06;2.5750327e-05;2.066445e-06;2.5108482e-05;2.5011988e-05;2.0064965e-06;4.658438e-05;6.54598e-06;6.242333e-06;4.361543e-06;4.434821e-06;0.00011540981;4.911633e-06
beinga;9.042473e-06;6.9387517e-07;3.4123514e-05;9.483194e-07;1.3815178e-06;7.955429e-07;9.2172263e-07;1.0394865e-06;1.6141053e-05;1.0632396e-06;1.5439573e-06;6.88191e-07;6.7345405e-07;1.4622415e-06;7.916019e-07
lookup;3.6650194e-06;5.99875e-07;7.0761143e-07;1.0067522e-06;9.8634e-07;9.150174e-07;1.2956023e-06;1.7558099e-06;8.0548875e-07;4.8617324e-07;2.55363e-06;8.0677967e-07;0.00012967848;1.1082004e-06;4.259569e-07
carlos;1.132377e-06;0.0004065588;4.507314e-06;1.0269588e-05;1.9906438e-06;3.7322297e-05;7.5107244e-05;1.7160011e-05;1.4814414e-06;2.3615382e-06;2.2108523e-05;7.435561e-06;1.5883712e-06;2.5572815e-06;1.2848171e-06
enclose;2.2852642e-05;7.3781734e-07;5.018042e-05;3.3534734e-06;1.4866526e-06;7.732692e-06;1.4987697e-06;1.8610244e-06;2.524634e-05;0.00013169329;1.3710936e-06;9.178589e-05;2.333272e-05;1.7783e-06;9.231598e-07
extend;4.847326e-05;4.5612614e-05;5.0697177e-05;9.178883e-05;3.8061044e-05;0.00016667109;8.999779e-05;8.524467e-06;7.25055e-05;4.5903203e-06;9.275135e-05;0.00024885384;0.00026127635;0.00030658706;9.244739e-06
heading;7.5651354e-07;3.8804865e-05;4.6393657e-06;1.0899142e-06;1.5970992e-06;1.8897405e-05;1.1413577e-05;3.415152e-06;8.3791684e-07;1.093652e-06;1.6090714e-06;7.988464e-06;1.4865526e-05;8.303232e-06;6.6665734e-07
room;8.656622e-05;1.3135693e-05;1.2664514e-05;5.554623e-06;1.7343384e-05;4.2380627e-05;0.00017113927;3.432603e-05;4.989638e-06;0.0017348721;3.0389394e-05;0.0007167232;3.4737615e-05;0.00034828237;0.000116720716
standoff;7.374908e-07;7.4318865e-07;3.7074737e-05;1.14612185e-05;1.2364587e-06;8.936353e-07;1.2242627e-06;9.459218e-07;8.968214e-07;0.00033298697;9.805345e-07;4.191148e-06;6.1096404e-07;1.1617618e-06;2.1257952e-06
utter;0.00014521315;4.6987527e-05;5.9769096e-05;1.4324282e-05;2.4613496e-06;1.4199841e-06;2.5537224e-06;2.4413112e-06;6.347062e-05;3.185261e-05;3.640339e-06;1.6546468e-06;1.0487265e-06;9.726459e-06;1.980027e-05
neighborhood;2.6637329e-06;2.2537906e-06;0.0003231464;6.1025006e-05;3.936937e-06;1.6624293e-05;1.7046929e-06;1.8632089e-06;1.7409144e-06;3.8481263e-05;2.7314848e-06;4.8292797e-05;1.0510815e-06;4.6827263e-05;4.801256e-05
reincarnation;1.0967452e-06;1.129826e-06;8.4547884e-07;1.2923725e-06;9.310006e-07;8.0982824e-07;7.907028e-07;2.6953821e-06;0.000301918;9.2773234e-07;9.418169e-07;6.678221e-07;6.7786783e-07;1.1262673e-06;7.2178324e-07
instrumentation;6.8372685e-07;8.0986564e-07;9.840471e-07;8.9415255e-07;1.096878e-06;2.0965172e-05;2.0668482e-05;1.8462408e-06;7.906772e-07;9.802741e-07;1.3236036e-06;8.7421233e-07;9.895599e-06;3.6980284e-05;4.972177e-07
itti;6.0587206e-07;6.0354466e-07;6.9835045e-07;8.4680477e-07;7.7843225e-07;7.733635e-07;9.916197e-07;1.2205991e-06;6.995978e-07;4.6639127e-07;8.724682e-07;6.320781e-07;4.764782e-05;1.0249853e-06;3.6006568e-07
sort;0.0007103512;0.0002533128;0.0009480589;1.3618266e-05;0.0005072593;0.00081992976;0.0003051257;4.1700918e-05;0.0006667243;0.0005095849;0.00043031774;5.3048066e-06;0.00023672057;0.0002380019;0.0023267975
hmmm;3.2653052e-06;0.00017881943;0.00018974143;2.095796e-06;8.830549e-05;4.30163e-05;6.32721e-05;2.211705e-05;9.173813e-05;2.8712564e-06;9.65639e-05;1.5081687e-06;2.504814e-06;7.9824e-05;0.00010166804
competent;1.7824985e-06;2.2365116e-06;3.6516398e-05;1.6170147e-06;7.9778656e-05;1.7113828e-06;2.0130258e-06;2.0418297e-06;1.3147587e-05;1.9519562e-06;8.309948e-06;9.026684e-06;8.2417364e-07;2.9871373e-06;6.596183e-05
ifas;6.791142e-07;6.101712e-07;0.00035587608;8.7722685e-07;1.3201935e-06;7.559336e-07;6.7103645e-07;1.4673459e-06;7.279587e-07;7.597008e-07;8.9271026e-07;7.727032e-07;6.0894615e-07;1.1172672e-06;6.5673373e-07
latonia;5.009834e-07;6.688586e-07;6.350087e-07;6.075585e-07;8.2237494e-07;6.872498e-07;7.9813006e-05;1.6617681e-06;6.3257124e-07;1.4993639e-06;8.8424645e-07;5.331034e-07;7.234781e-07;1.1552467e-06;3.7896953e-07
tired;2.4877345e-05;0.00017098582;9.546785e-05;0.00014444067;3.754859e-05;2.0572013e-06;3.2793057e-05;3.077407e-06;3.2125816e-05;7.527655e-05;3.1093641e-06;1.5658741e-06;1.3174454e-06;8.098761e-06;0.00035384487
grissom;5.304126e-07;2.3306631e-05;6.633323e-07;6.02265e-07;1.4086771e-06;9.549083e-07;0.00011818794;3.3402262e-05;6.834907e-07;1.3347261e-06;9.519196e-07;7.284589e-07;8.951851e-07;1.6193907e-06;6.168236e-07
urartu;8.5053534e-07;8.245041e-07;1.3269195e-06;0.000644229;9.610677e-07;1.1680025e-06;1.1069674e-06;5.243777e-07;1.1988511e-06;0.00022930262;1.0806813e-06;1.2207641e-06;8.287071e-07;8.153111e-07;7.5818093e-07
sharply;1.0601754e-06;1.1740816e-06;6.8374547e-06;1.3599369e-05;3.3411634e-05;4.8596557e-06;1.5622253e-06;1.888354e-05;1.2444152e-06;1.2411968e-05;1.1333113e-06;1.4300451e-05;8.89413e-07;7.1666727e-06;1.4294321e-06
grabber;1.0786817e-06;7.626013e-07;1.1562549e-05;1.2623432e-06;1.2730465e-06;1.1710307e-06;4.2882853e-06;1.9569261e-05;5.6321237e-06;9.170744e-07;1.3514612e-06;1.6113519e-06;9.8451215e-05;1.3212758e-06;7.230123e-07
slight;7.8594785e-05;2.5606629e-05;3.2634607e-06;3.8277587e-05;8.625734e-05;6.873851e-05;8.66669e-05;9.333225e-06;7.969237e-06;2.5274262e-06;0.000123007;3.2342405e-06;7.6642704e-05;0.0001860166;6.8739966e-05
beget;7.223338e-06;7.333474e-07;7.818268e-07;7.747896e-07;1.11467e-06;8.562869e-07;2.3059458e-05;1.4064614e-06;0.00013494391;1.0993941e-06;1.0504913e-06;7.0893026e-07;8.4031524e-07;3.816634e-06;9.76744e-07
declaration;6.5623135e-05;7.603378e-07;3.4592063e-05;7.3800096e-05;1.4066997e-06;3.7620075e-06;1.0724328e-06;1.4315394e-06;4.029532e-05;1.102156e-06;2.2214758e-06;2.5122536e-05;2.4584664e-05;1.1997643e-06;1.0819161e-06
steinly;6.448232e-07;6.635998e-07;7.0099884e-07;9.712702e-07;8.7971864e-07;0.00030651863;8.3162064e-07;1.0801127e-06;7.3292335e-07;6.249039e-07;7.258091e-07;7.1427786e-07;7.4387196e-07;1.3552753e-06;3.194127e-07
candidate;6.600821e-05;0.00017365278;1.6973518e-05;3.704977e-05;3.0822303e-06;5.2253596e-05;1.5995989e-06;2.2983872e-06;3.91413e-06;1.8926262e-06;1.9609177e-05;0.00054725603;5.4213842e-06;2.3419248e-06;1.3223175e-06
instrument;2.887743e-06;1.3740275e-06;3.119723e-06;4.6503188e-05;6.6292305e-06;0.0008581509;0.00017398508;3.3162682e-06;9.511382e-06;7.5463427e-06;0.00051760656;5.1352563e-06;0.00010989643;0.00015079635;2.051787e-06
ccdarg;5.4500384e-07;5.965945e-07;1.3907747e-06;7.5006216e-07;7.335282e-07;6.4101556e-07;1.0677232e-06;9.846166e-07;6.7274215e-07;9.2638766e-05;6.9281765e-07;5.334034e-07;5.3553185e-07;9.597501e-07;4.3835016e-07
factoid;9.2901047e-07;2.313855e-06;6.0563325e-05;9.2299706e-07;1.5492524e-06;9.797792e-07;2.0879343e-06;1.2351662e-06;1.0371829e-06;2.2361357e-05;1.1404237e-06;8.0520704e-07;7.1057093e-07;1.0118948e-05;8.5645325e-07
treatment;3.8025675e-05;5.72017e-06;6.3307048e-06;0.00020535766;0.0040128967;1.6982137e-06;1.177663e-06;1.3494549e-06;3.31851e-05;1.4374989e-05;2.0770115e-06;8.095679e-05;1.1200459e-06;2.2185886e-06;1.0686912e-05
graphite;6.112293e-07;8.029106e-07;8.079088e-07;5.099705e-07;1.0504392e-06;1.1442966e-06;2.2739516e-05;1.0898702e-06;6.7140513e-07;1.0216849e-06;9.273321e-07;5.700969e-07;8.6917856e-07;0.00017349998;5.6665357e-07
fragment;5.945429e-05;8.479318e-07;3.6931885e-06;1.4611046e-06;1.395525e-06;3.4107434e-05;1.7374199e-06;1.7369981e-06;4.450682e-05;5.0293743e-06;7.375442e-06;3.1437253e-06;3.161777e-05;6.2383733e-06;9.250996e-07
irgun;7.2821086e-07;7.585575e-07;9.466314e-07;0.000525201;7.9316266e-07;1.1516667e-06;7.151625e-07;6.4822314e-07;1.0159101e-06;9.0378074e-07;1.2344345e-06;1.0369012e-06;9.1940495e-07;7.47812e-07;5.782184e-07
flame;0.00027597384;0.0005919447;0.00012405249;0.00012268269;0.000248415;7.735159e-06;4.6074536e-05;0.0010012784;0.0001451079;0.0008625282;2.1921844e-05;2.636383e-06;2.4642525e-06;0.0003090254;0.00095548684
dueto;5.058694e-06;1.277542e-06;1.820642e-06;4.052575e-06;1.1032376e-05;4.2778614e-05;2.986732e-06;2.3545992e-05;1.5054525e-05;2.6105492e-05;1.2662815e-06;7.908154e-06;2.07536e-06;4.4553362e-05;9.231639e-06
fashion;0.00012765212;1.07182295e-05;2.636202e-05;2.6705768e-06;2.5097972e-06;3.1869717e-05;3.9021164e-05;2.317059e-05;6.418267e-05;4.6136138e-05;2.9506211e-05;2.2143965e-06;5.0818697e-05;1.3658633e-05;5.078842e-05
whilst;1.6414681e-06;1.2170144e-06;1.8245736e-06;6.820396e-06;1.7141727e-05;1.5851518e-05;1.1144802e-05;2.788453e-06;1.0678485e-05;1.5915579e-06;1.4577063e-06;6.0887687e-06;5.470641e-06;2.0172026e-06;1.4961338e-05
castro;1.6942071e-06;1.2784208e-06;2.5451707e-06;1.5347932e-06;1.6458482e-05;1.2285329e-06;1.4716281e-06;5.7045625e-05;3.1080963e-05;1.6598043e-06;1.0354702e-05;5.5765566e-05;1.1859581e-06;1.078791e-05;1.7943037e-06
deployment;6.5411064e-07;7.329586e-07;1.0124405e-06;3.0042113e-06;9.633343e-07;0.00014570517;9.0970025e-07;1.3947339e-06;7.6792935e-07;7.1169296e-07;2.4712683e-06;5.8074816e-05;1.01545e-06;1.3430522e-06;3.8011333e-07
camaro;6.1271345e-07;8.018133e-07;1.0478553e-06;5.7777146e-07;1.0035843e-06;2.335848e-06;1.0026658e-06;1.3095679e-06;6.5292204e-07;6.55511e-07;5.637926e-07;6.045579e-07;6.871639e-07;0.00083044526;6.4465263e-07
landscape;1.9393972e-05;8.1261055e-07;9.871846e-07;1.3202574e-06;1.3410986e-06;0.000100962934;3.4080742e-05;2.2834738e-06;3.2068892e-06;1.1208638e-06;1.4930235e-06;5.623404e-06;6.029286e-05;1.813552e-06;6.3027136e-07
obedience;1.10286055e-05;4.9838613e-06;1.6494138e-06;1.1763168e-06;1.0801172e-05;8.539904e-07;7.855018e-07;1.3786649e-06;0.00027446778;1.3930326e-06;9.934116e-07;7.4564275e-07;6.4449483e-07;1.4232438e-06;1.3740829e-06
status;0.00011806455;4.302188e-06;9.029991e-05;0.00014976559;0.00041825866;0.000330409;1.1606258e-05;2.2202428e-05;7.661596e-05;2.3006573e-06;0.00021375515;0.00047688017;0.00020722492;3.6199765e-06;8.18406e-06
bombay;1.3809635e-06;6.6235356e-07;8.836374e-07;8.378708e-05;9.1777997e-07;8.9938925e-07;1.2634431e-06;7.902169e-07;9.760078e-07;8.4397874e-07;1.0324154e-06;7.8364934e-07;8.049067e-07;7.8667455e-07;5.49297e-07
surrogate;8.3160404e-07;1.0079181e-06;4.6256726e-05;1.8647756e-06;6.775338e-05;9.289731e-07;8.7347547e-07;1.3768503e-06;1.344587e-06;8.8030066e-07;1.1793444e-06;8.893488e-06;3.3125561e-06;1.3825027e-06;8.160629e-07
hoffmeister;5.8753386e-07;7.265317e-07;7.5616987e-07;5.0016973e-07;9.775084e-07;1.0190472e-06;9.494571e-07;9.267109e-07;6.315453e-07;6.463491e-07;6.93861e-07;5.451042e-07;6.4221916e-07;0.00017018152;4.9337797e-07
acquisition;7.854367e-07;2.2122187e-05;1.616744e-05;3.955469e-05;7.942667e-06;1.8592127e-05;5.97944e-05;4.607277e-05;9.684613e-07;1.6767115e-06;1.7369313e-06;1.0392971e-05;2.5000709e-05;3.3426097e-06;1.3259228e-06
whale;1.1995559e-06;1.0388028e-06;3.7780148e-05;3.251493e-05;1.94337e-06;7.2933635e-06;1.8178656e-05;2.389858e-06;1.047488e-06;1.1061469e-05;1.5299886e-06;3.0094905e-05;1.344014e-06;1.7250527e-06;1.0868771e-06
mailbox;9.369542e-07;3.2572087e-05;9.80565e-07;1.2516754e-06;2.080556e-06;1.0095228e-05;1.1803976e-05;0.00015649138;1.0069483e-06;1.1351615e-06;1.5345135e-05;3.042688e-06;2.108752e-05;1.8229555e-06;3.4571563e-06
rubble;6.7018595e-07;6.499354e-07;1.0349476e-06;1.469513e-06;8.644806e-07;7.105885e-07;1.0745746e-06;1.0412854e-06;8.409076e-07;0.00020687592;7.7916314e-07;6.0925123e-07;5.359135e-07;1.1068041e-06;5.7145854e-07
harold;1.2081654e-06;0.00021384789;9.826264e-07;1.3780541e-06;1.752767e-05;1.330265e-06;4.2011793e-06;1.2298628e-05;3.5001165e-05;1.0365762e-06;1.228881e-06;3.6040445e-05;7.2262546e-06;1.7554916e-06;9.3532805e-07
brutal;1.2272415e-06;4.639254e-06;6.5706513e-06;8.319005e-05;1.3498161e-06;1.0368624e-06;1.2448176e-06;9.4406715e-07;8.568877e-06;8.658622e-06;8.325666e-05;1.1977087e-06;8.5295017e-07;1.1036905e-06;2.065865e-06
backup;1.7281826e-06;2.5708581e-05;3.5162284e-05;1.2368002e-06;2.9514315e-06;3.57136e-05;0.0011584413;3.6885624e-06;1.4079355e-06;3.745228e-06;0.00020136003;2.4010333e-06;4.255208e-06;0.00021883866;2.2175548e-06
atmospheric;8.306735e-07;1.871521e-05;1.0638432e-06;1.5705052e-06;1.705937e-06;0.0006569467;2.3896043e-06;3.9397964e-06;9.552552e-07;9.831288e-07;1.3051774e-06;5.3657077e-05;2.137484e-05;2.580344e-05;6.898965e-07
outrageous;9.423497e-06;9.367838e-06;2.3806653e-05;4.9002152e-05;5.1551306e-06;9.241203e-06;7.5039684e-06;1.848942e-06;3.4667783e-06;6.8426693e-06;2.9627052e-05;1.6241587e-06;1.2172762e-06;2.648501e-05;6.0536727e-06
similar;0.00045851828;9.297606e-05;0.0005909305;0.00024471094;0.0006988847;0.00086256233;0.0007383679;1.35022165e-05;0.0004111604;7.831834e-05;0.00061786984;0.00032010511;0.0007595114;0.00075114035;6.9267175e-05
spark;3.513354e-05;3.0610114e-05;2.44879e-06;1.512795e-06;1.5092476e-05;1.722536e-05;9.678271e-06;2.4464175e-06;4.3363625e-06;0.00010847035;0.00013624532;3.1650026e-05;1.3231429e-06;7.802278e-05;2.0944472e-06
cryptographic;6.441754e-07;6.2669005e-07;1.0410265e-06;1.111747e-06;9.711584e-07;6.089613e-07;1.212459e-06;9.1353456e-07;7.008526e-07;5.761295e-07;0.000714865;1.3055013e-06;1.270629e-06;9.865416e-07;5.375667e-07
fare;1.019024e-06;2.7156973e-05;7.167587e-06;1.3233382e-06;5.85109e-05;2.3422567e-06;9.932562e-07;1.6626509e-06;4.123215e-06;8.610771e-07;5.371116e-06;0.00010816125;9.792981e-07;1.8606465e-06;9.5122044e-07
lord;4.161172e-06;4.75034e-06;0.00016208197;8.014306e-05;8.190833e-06;2.9432888e-06;1.9762867e-06;1.7295827e-06;0.0033374787;3.2916228e-06;4.974733e-06;6.19273e-06;2.0075045e-06;3.334933e-06;6.1290343e-06
till;4.742546e-06;6.846131e-05;6.440203e-05;0.000110676134;3.0393248e-05;3.4434757e-05;5.2211006e-05;2.6693588e-06;0.00018230171;0.00017286943;8.527852e-06;3.776772e-06;6.111098e-05;7.684304e-05;5.69137e-06
inflame;5.0693575e-06;2.4355604e-06;1.4124715e-06;1.1830141e-06;4.519891e-05;1.0290045e-06;1.0697463e-06;4.8040165e-06;6.4723645e-05;1.2012935e-05;9.992762e-07;3.7899342e-06;6.883379e-07;1.5024611e-06;1.3514039e-06
independent;0.00021481379;6.7123897e-06;8.708361e-05;0.00065486075;6.7537817e-06;7.493331e-05;4.765916e-06;2.2945787e-06;5.684724e-06;0.00021362085;0.00070404215;0.00031317037;0.00027227812;0.00013259889;1.6957436e-05
loosen;1.0394754e-06;3.5147705e-06;9.044922e-07;6.3260615e-07;5.786848e-05;1.0927747e-06;9.668169e-07;1.490678e-06;1.310117e-06;7.4521074e-07;8.5990075e-07;7.692599e-07;6.4399717e-07;5.5488683e-05;9.930835e-07
leather;8.1404926e-07;9.4719377e-07;1.6940221e-06;6.320218e-07;1.5484119e-06;1.2504468e-06;6.106772e-06;1.2781965e-06;3.8066612e-06;1.9347333e-06;8.967907e-07;6.820903e-07;7.599954e-07;0.00020929385;6.861284e-07
inclination;1.4393161e-06;8.416975e-07;7.4742297e-06;1.5968169e-06;1.3544286e-06;0.0001593688;1.1282212e-06;1.4234149e-06;2.937736e-05;1.4043708e-06;1.1677643e-06;1.009591e-05;6.2892213e-06;5.633042e-06;1.1492383e-06
torch;1.0864102e-06;8.928314e-07;2.9781782e-05;6.180081e-05;1.2124461e-06;2.1126612e-06;1.0608993e-06;1.0354962e-06;2.7573035e-06;6.738457e-05;1.2282401e-06;2.1799875e-05;8.045045e-07;1.1492172e-06;9.572467e-07
creed;1.1828386e-05;6.570562e-07;9.445032e-07;1.0442e-05;9.1652043e-07;9.201821e-07;6.8102867e-07;1.2097659e-06;0.00035888443;8.9991306e-07;1.3489823e-06;8.6118274e-07;7.504759e-07;1.0571478e-06;8.8955017e-07
csiro;3.508991e-05;8.314163e-07;1.0681302e-06;1.1138726e-06;1.3163602e-06;1.631755e-06;1.3883408e-06;2.4537861e-05;1.4080781e-06;6.600924e-07;1.2837654e-06;4.1111678e-05;0.000110821544;1.8885656e-05;6.633133e-07
withmy;1.5350808e-05;1.1980653e-06;1.1106839e-06;8.883105e-06;1.963723e-05;1.287726e-06;6.694535e-05;1.6422388e-06;1.140584e-05;1.6430598e-05;1.3258272e-06;1.0216163e-06;9.640613e-07;1.3554906e-05;2.3945859e-06
monster;1.3448706e-06;6.234276e-05;1.8478584e-05;6.606801e-06;2.607904e-06;8.917436e-06;1.2074463e-06;6.642032e-05;4.035173e-06;2.0306659e-06;1.467862e-06;1.5136204e-05;9.841648e-07;3.2660316e-06;9.4121584e-05
unauthorized;2.0679338e-06;6.935775e-07;9.381689e-07;1.3599135e-06;1.1290556e-06;5.686283e-06;1.2697848e-06;3.590696e-06;3.3797128e-06;6.695352e-07;0.00020641318;3.9692233e-05;3.924293e-06;1.158435e-06;5.3934343e-07
