;0;1;2;3;4;5;6;7;8;9;10;11
doubt;0.0011765476;0.00071143644;0.00060063857;0.00032331905;8.213408e-05;5.016959e-05;0.00033137275;0.00064458046;1.1054199e-05;8.729573e-05;0.00015286736;1.2498323e-05
circle;1.1838391e-05;0.0001122727;9.536674e-06;6.4467866e-05;6.8124705e-06;4.9577102e-05;0.00011177678;0.00022950562;0.00020461224;7.7903365e-05;8.431019e-06;0.00012508339
video;1.7680363e-06;0.0002851557;8.164493e-05;4.452762e-06;0.0022437898;1.7544813e-05;6.9266343e-06;2.6562445e-06;0.0006599285;1.158468e-05;6.4813385e-06;0.00024994108
howe;1.1942169e-06;1.4219178e-06;1.0852958e-06;1.5883991e-06;1.386427e-06;1.6603589e-06;0.00018800116;4.0091004e-06;1.0415189e-06;1.7561738e-06;2.566057e-06;5.8043747e-06
listserv;3.2098555e-06;1.6422506e-06;1.7635674e-06;2.018702e-06;2.7387896e-06;1.350801e-06;4.4318854e-06;3.0504834e-05;0.000120576944;3.789573e-05;2.2894683e-06;0.00049707334
convince;0.00082049984;0.00033751834;0.00010505635;7.87983e-05;6.2467598e-06;0.00017857554;0.00011135418;0.00032434947;2.6431283e-06;4.146106e-05;0.00022747925;3.2842418e-06
itand;1.584612e-05;3.188119e-06;5.73943e-06;1.91187e-06;7.6277825e-06;5.8033074e-06;2.6388918e-06;6.370186e-06;5.512568e-06;4.5828347e-06;9.093138e-06;1.4657554e-05
diagnose;1.9921572e-06;2.7092485e-06;1.3649396e-06;1.392976e-05;2.2024094e-06;1.0083839e-05;2.022884e-06;2.2021293e-06;1.7689314e-06;0.0006106331;1.892025e-06;2.5179065e-06
tinker;1.2450312e-06;1.3156587e-06;5.390791e-06;1.3661213e-06;3.5559155e-05;1.4696628e-06;1.9207394e-06;1.258688e-06;3.6766016e-06;2.0762047e-06;1.7287815e-06;6.016343e-06
stratus;1.5788504e-06;0.0018136267;0.00044012457;7.688611e-06;5.8801083e-06;1.1037309e-05;1.3668436e-05;4.0239624e-06;1.8308484e-06;4.2824463e-06;0.0004930193;1.0933996e-06
unsuccessful;2.594395e-06;3.2557848e-05;4.8575894e-06;7.115307e-06;1.482081e-06;1.1382508e-05;1.9372296e-06;8.572455e-06;1.4523952e-06;1.4635096e-05;1.2009074e-05;1.7857407e-06
satisfy;2.0047159e-05;1.52351495e-05;9.8376135e-05;4.5927412e-05;1.86785e-05;5.7483387e-05;2.8054794e-06;0.00010219039;2.8078926e-05;1.4511167e-05;1.5370428e-05;8.715596e-06
fractal;3.3110239e-06;1.9575048e-06;4.689319e-06;2.1733174e-06;3.0192812e-06;1.2886127e-06;2.0360062e-06;1.6859017e-06;0.00019441934;7.243671e-06;5.6858004e-05;0.00021943264
chiu;1.1071805e-06;0.00018816731;3.9464367e-06;2.1950239e-06;2.1605578e-05;4.296965e-06;2.1563349e-06;1.8449116e-06;2.3924765e-06;2.264022e-06;4.033067e-06;3.2542548e-06
sympathetic;2.1071253e-06;3.7758923e-06;1.3055597e-06;2.8994358e-05;1.118152e-06;2.634836e-06;1.2688274e-05;1.5197677e-05;1.1235641e-06;2.006991e-06;2.2408053e-06;1.7548358e-06
minimum;8.535547e-05;4.7001624e-05;4.573149e-05;2.8528853e-05;5.212931e-05;8.856206e-06;0.00013694662;2.0951175e-05;0.00010593643;4.7465488e-05;0.00023554107;1.2185377e-05
thrive;6.8729323e-06;1.9987474e-06;6.7357714e-06;8.781289e-06;1.3587945e-06;2.5556392e-06;1.7720839e-06;3.979922e-06;1.4858426e-06;4.2707306e-05;1.0669053e-05;2.0074042e-06
theissue;1.9358931e-06;1.7957763e-06;2.485727e-06;2.2240733e-05;9.478165e-07;1.5210047e-06;1.4481491e-06;2.7988819e-05;1.1066292e-06;1.7363826e-06;2.4786498e-06;1.4715827e-06
professional;1.1196111e-05;7.344529e-05;0.00021256229;2.8234626e-05;4.732116e-06;7.829017e-06;0.00038654736;5.26373e-06;8.3393425e-05;0.00053040835;0.00012626367;1.8353692e-05
meat;9.897792e-06;1.1148432e-05;1.6007405e-06;6.5796917e-06;1.9861166e-06;0.00010947939;4.5819406e-06;7.3006515e-05;1.5333285e-06;0.00021849372;7.1532895e-06;2.3484358e-06
nightmare;2.6966613e-06;4.104376e-05;4.4956498e-05;3.5076782e-06;1.8548331e-05;4.3281012e-05;3.312072e-05;1.932389e-06;1.7838632e-06;3.8294415e-06;3.9516144e-05;2.848529e-06
semite;6.7515424e-07;2.593908e-06;1.2603143e-06;0.00015939068;9.903359e-07;1.8308732e-06;1.563966e-06;1.468628e-06;1.1500474e-06;1.6911376e-06;1.9925212e-06;1.6754055e-06
misfortune;2.207021e-06;2.5235663e-06;1.0571505e-06;3.5572125e-06;4.452803e-06;1.5729793e-05;1.647799e-06;2.4599396e-05;1.2288723e-06;2.4106387e-06;1.7335642e-06;2.0400703e-06
fraud;7.2744365e-06;3.29277e-06;2.5690179e-05;5.0348735e-06;7.5651747e-06;2.3288787e-06;3.032851e-06;3.5147063e-05;2.544615e-06;7.322253e-05;0.0001231782;3.456848e-05
computer;2.7839706e-05;7.712596e-06;0.002234028;7.5744465e-06;0.0025442473;1.1622044e-05;1.7815655e-05;8.441423e-06;0.0020745134;0.00023253683;2.0532754e-05;0.008292532
thinkit;3.5906635e-06;2.7781875e-06;2.666755e-06;1.638822e-05;2.9345694e-05;4.762589e-06;2.8507277e-06;1.7039367e-05;3.5236685e-06;2.9669934e-06;3.999802e-05;3.4526405e-05
populated;1.5670582e-06;1.9825256e-06;1.4303313e-06;2.6538992e-05;1.1161906e-06;2.7886003e-06;1.6235074e-06;2.520123e-06;1.2493902e-06;2.0824622e-05;5.0927515e-06;1.5687565e-06
particular;0.0010448885;0.0002634433;0.00060640334;5.159099e-05;8.762439e-05;2.6571468e-05;0.000106110296;0.00083331467;0.00062163925;0.00019473482;0.0004870803;0.00011283737
capsule;1.173095e-06;1.2777255e-06;1.2176422e-06;1.6026352e-06;1.2243755e-06;1.2940535e-06;1.3787914e-06;1.8007055e-06;1.2013239e-06;5.8991754e-05;1.4291537e-06;2.2508248e-06
probably;0.0018875825;0.0013499083;0.0016713898;0.00015570768;0.0013135219;0.0012582436;0.0019704278;0.00041863965;0.00061430084;0.00061672874;0.0005504905;9.2040784e-05
obtainable;1.4732385e-06;1.1900912e-06;3.363581e-06;1.3779104e-06;6.0510865e-06;1.0565776e-06;1.7674561e-06;3.2496469e-06;1.5724181e-05;2.0012706e-06;1.5632066e-06;3.6669913e-05
delmarva;7.772682e-07;1.1638795e-06;9.163562e-07;1.5006211e-06;1.1884541e-06;1.3194984e-06;0.0001339675;1.0754658e-06;9.1347033e-07;1.4723493e-06;1.2987673e-06;1.9741667e-06
rookie;6.1618465e-07;1.521533e-06;8.082551e-07;1.6340744e-06;1.5601195e-06;1.4955256e-06;0.00036552214;1.10992e-06;9.687539e-07;1.6249109e-06;1.9018411e-06;2.272458e-06
decwrl;1.51014e-06;1.8822393e-06;1.7688784e-05;1.496441e-06;5.0847713e-05;1.104726e-06;1.6621996e-06;1.2543383e-06;8.093478e-05;2.1003629e-05;2.6409284e-06;8.219747e-06
narya;8.597178e-07;8.77079e-07;1.0735329e-06;1.1998617e-06;1.6152542e-06;1.0030578e-06;2.669171e-06;1.034571e-06;1.1214397e-05;1.7057885e-06;1.2946407e-06;5.954107e-05
undercover;1.1971133e-06;3.9136785e-06;1.988024e-06;6.5336084e-05;1.094352e-06;2.3675461e-06;1.8303981e-06;1.8833799e-06;1.1431672e-06;2.143169e-06;3.2602624e-05;1.5447283e-06
nagasiva;1.7975805e-06;1.4041008e-06;1.1291912e-06;1.7065299e-06;1.0836075e-06;1.12975e-06;1.470037e-06;5.499035e-05;1.1536747e-06;1.6110853e-06;1.5214814e-06;4.8596676e-06
economically;1.6535262e-06;2.5901113e-06;6.0836574e-06;2.8579148e-05;3.0790984e-06;2.1635096e-06;1.7742145e-06;1.906524e-06;1.4725879e-06;2.800433e-06;5.4588625e-05;4.733522e-06
orsome;3.3016622e-06;2.1203514e-06;1.7940938e-06;2.5498468e-06;2.2935192e-05;1.2375331e-05;2.0939876e-06;2.3892583e-06;2.6832029e-06;3.4356185e-06;3.0394494e-06;3.2053915e-06
stern;3.0844985e-06;3.2526194e-05;2.7835024e-06;7.903865e-05;3.0220726e-06;8.899249e-06;7.2431317e-06;2.6927044e-06;2.3131064e-05;2.8706258e-05;4.5290512e-06;7.572798e-05
volt;1.0467139e-06;1.2975386e-06;9.944667e-06;1.2255225e-06;0.0003416472;1.5322821e-06;1.6613453e-06;1.0161158e-06;2.661388e-06;2.3942252e-05;1.8681874e-06;3.6155886e-06
excess;1.0491235e-05;5.0358535e-06;2.4197238e-06;3.398083e-05;9.935936e-05;9.132919e-06;2.2902834e-06;9.52228e-06;7.357275e-06;4.0491774e-05;1.7662485e-05;6.1397395e-06
gibson;1.6709495e-06;1.4675259e-06;7.577963e-06;1.5188544e-06;4.9712737e-05;2.2426893e-06;0.00010449933;1.9067404e-06;1.15382e-05;4.0737664e-06;2.7674182e-06;0.000143217
automatic;3.0608098e-06;0.00033701377;5.4970184e-05;1.4143907e-05;0.0006533594;1.2648504e-05;5.4930774e-06;2.8266006e-06;0.00014204496;6.949983e-06;0.00047645252;6.284129e-06
quarterly;3.7389516e-06;2.4749213e-06;1.2402113e-05;4.1838888e-05;2.0301507e-06;2.0404716e-06;1.8767788e-06;2.2788897e-06;2.8796794e-05;4.880701e-05;1.8333292e-05;6.4720066e-06
sovereign;1.756132e-06;1.8241931e-06;1.3435501e-06;1.0825455e-05;9.607008e-07;1.5335468e-06;1.3313914e-06;3.6033212e-05;1.0100217e-06;1.6869592e-06;1.916444e-05;1.4043801e-06
derivative;1.9693591e-06;1.8090445e-06;2.5237325e-06;1.7946985e-06;1.0405881e-05;1.4757078e-06;1.9008006e-06;1.5431965e-06;1.8170573e-05;1.6785412e-05;2.3088083e-05;4.1430676e-06
savage;1.0756828e-06;2.0565265e-06;5.2084565e-06;9.6904805e-05;1.4673168e-06;1.9150239e-06;2.4841072e-06;1.6375029e-06;5.8546652e-06;2.262034e-06;3.960131e-06;2.9260182e-05
finder;1.4943565e-06;1.771924e-06;3.5348176e-06;1.1199021e-05;4.9002887e-05;1.6375413e-06;1.946166e-06;1.3563123e-06;9.897846e-05;2.7243295e-06;2.3440612e-06;1.1062635e-05
photographic;1.7763567e-06;1.3174478e-06;1.7683707e-06;1.4976159e-06;1.1670022e-05;1.3480624e-06;1.6632763e-06;1.2879915e-06;4.896996e-05;4.2554322e-05;1.923032e-06;6.1479545e-06
unconstitutional;1.5326461e-06;3.9252977e-06;3.3141747e-05;3.6754475e-06;1.2365206e-06;1.2958108e-06;1.8080676e-06;1.862054e-06;1.1645375e-06;2.0999273e-06;0.00015278823;2.1909984e-06
verses;2.364112e-06;1.9806546e-06;1.1882122e-06;2.0325797e-06;2.7716524e-06;1.747133e-06;1.4508018e-06;0.00017504345;1.1767374e-06;1.854546e-06;2.2228583e-06;1.7762088e-06
interface;1.2016886e-06;1.9652223e-06;3.2020614e-06;1.6053609e-06;0.0005676642;1.8122076e-06;1.4231044e-06;1.7117046e-06;0.0012099093;5.2679634e-06;1.716074e-06;1.2681427e-05
deliberation;1.922446e-06;1.7470493e-05;2.5875388e-06;2.3821e-05;1.2057163e-06;3.203965e-06;1.8098601e-06;2.0534014e-06;1.2994316e-06;2.5219997e-05;6.450559e-06;1.5318976e-06
ideally;6.9922164e-05;6.780043e-06;5.816111e-05;2.2471204e-06;1.8497862e-05;2.648675e-06;3.2389164e-06;2.930991e-06;3.9108305e-05;3.8866797e-06;3.7912203e-05;2.9822408e-05
engagement;2.7836638e-06;5.8207875e-06;1.6090605e-06;3.3546683e-05;3.2714374e-06;2.5732945e-06;1.9030242e-06;7.5296552e-06;1.2447804e-06;2.3305272e-06;4.880586e-06;1.6977596e-06
alittle;1.226631e-05;2.3516864e-06;2.2798179e-06;2.0038653e-06;4.2045467e-05;3.5821315e-05;3.7221635e-05;5.772903e-06;3.174552e-05;3.3425233e-05;7.700337e-06;6.798964e-06
salei;9.1564664e-07;1.0570425e-06;1.355288e-06;1.1156062e-06;5.5517194e-05;1.5235335e-06;7.327869e-06;1.0445605e-06;1.992037e-06;1.8474356e-06;1.5290979e-06;0.00010915764
speech;2.9638828e-05;0.00040269023;0.0009867729;0.00021176464;2.817744e-06;0.00010559763;3.894926e-06;8.50383e-05;2.25389e-06;1.080366e-05;0.0005170337;1.6410632e-06
trigger;5.034496e-06;6.4108775e-05;5.0477447e-06;9.968346e-06;7.215988e-05;2.7368935e-05;1.26753275e-05;2.9645764e-06;3.071157e-06;3.167747e-05;0.0003697874;4.280045e-06
glimpse;2.6261291e-06;2.733963e-06;1.0435198e-06;2.1285312e-06;5.239401e-06;4.735772e-05;4.2906954e-06;2.105231e-05;1.2292579e-06;1.8858323e-06;2.0422833e-06;9.188358e-06
flawless;3.1866261e-06;1.5257367e-06;5.1355837e-06;1.6964385e-06;1.014832e-05;1.6052652e-06;7.178189e-06;1.6435257e-05;1.5683587e-06;5.8152627e-06;1.8701107e-06;2.594454e-06
themost;1.0619829e-05;4.783171e-05;3.1305283e-06;2.0693182e-05;4.9086543e-06;6.349328e-06;2.4743058e-05;2.7538867e-05;2.0637794e-06;5.0275987e-05;9.118891e-06;1.4105794e-05
bitch;2.973442e-06;0.000109118555;3.206619e-06;4.343224e-06;1.4674295e-05;9.018326e-06;6.404795e-05;1.8878576e-06;1.7849201e-06;2.5534757e-06;5.7639677e-06;7.525982e-06
humor;4.8175138e-05;5.1062936e-05;3.3426488e-06;1.1406145e-05;2.043281e-05;5.5015895e-05;5.6383054e-05;4.8163256e-06;4.017568e-06;6.624043e-06;4.0558545e-05;0.00011453989
wrat;8.318402e-07;9.236013e-07;1.0227499e-06;9.24029e-07;0.000135858;1.3878177e-06;1.5197459e-06;8.921495e-07;1.56063e-06;1.4591983e-06;1.9764138e-06;2.7753874e-06
scar;2.2286891e-05;1.679295e-06;1.7653141e-06;1.7392209e-06;1.6601163e-06;4.510178e-06;2.8437412e-06;5.6556087e-06;1.6742861e-06;4.861724e-05;2.4458834e-06;8.323709e-06
sloppy;2.2503316e-06;1.5421869e-06;1.8475464e-05;1.4264915e-06;7.690438e-05;1.5699256e-06;2.5489114e-06;1.5583377e-06;4.5277347e-06;5.3322365e-06;2.4747148e-06;3.570039e-06
mieux;1.6895452e-06;1.8350338e-06;1.0493909e-06;1.78549e-06;9.680824e-07;1.3760737e-06;1.2928592e-06;7.502286e-05;1.0056256e-06;1.5404622e-06;1.4727801e-06;1.5271058e-06
bait;4.6658803e-05;3.0156221e-05;3.3375266e-06;3.8301892e-05;1.8747179e-06;1.3416056e-05;7.79788e-05;7.006707e-06;1.5105344e-06;3.138528e-06;4.5142842e-05;5.416173e-06
white;2.4505835e-05;0.0014938503;0.0012955334;0.00011962392;0.00035264235;0.00048266354;0.0008198915;8.269855e-05;0.00027750383;0.00034091884;0.0008283856;4.8550584e-05
wireframe;8.4937926e-07;9.926653e-07;1.3371766e-06;1.4837735e-06;2.0346029e-06;6.19395e-07;1.1365124e-06;1.1723159e-06;0.00013815529;1.984871e-06;1.2559773e-06;3.2154126e-06
decvax;8.743779e-07;2.4010121e-06;1.0772723e-06;1.5975613e-06;2.0308344e-06;1.7128389e-06;0.00019563871;1.2559399e-06;1.1182918e-06;1.7354438e-06;1.4795035e-06;2.740407e-06
railway;1.1363587e-06;1.8269386e-06;2.3584944e-06;5.191672e-05;1.3810745e-06;2.0325397e-06;1.7869775e-06;1.5713089e-06;1.3037388e-06;1.0330873e-05;9.839732e-06;2.6217765e-06
money;0.00066406635;0.00012972046;0.0003811786;3.0256844e-05;0.00028539824;0.00083438423;7.022759e-05;2.5975378e-05;1.1392096e-05;0.00043495325;0.0018536916;3.702721e-05
privatesector;1.0934887e-06;1.435739e-06;4.7027614e-05;1.548191e-06;1.1273947e-06;7.9914776e-07;1.2141281e-06;1.2456645e-06;1.071407e-06;1.6309252e-06;1.0599017e-05;1.5718684e-06
architect;1.3268527e-06;2.698959e-05;2.8945751e-05;6.279207e-05;1.9119816e-06;2.5112522e-06;2.3032503e-06;1.8715341e-06;2.0626157e-05;2.5040322e-06;3.4072175e-06;3.2646156e-05
aviv;8.440208e-07;1.9755896e-06;1.1773385e-06;0.000112651884;1.1336762e-06;5.2115306e-06;1.6132053e-06;1.4309728e-06;2.1307555e-06;1.7393459e-06;1.7683459e-06;1.4283772e-06
itwill;4.347157e-06;2.5586346e-06;2.3430222e-05;3.4522136e-06;2.7855244e-06;2.3220358e-05;2.0529674e-06;1.8994117e-05;5.6127064e-06;6.710072e-06;2.7393353e-06;4.3097116e-06
jkjec;1.1819756e-06;1.1278652e-06;1.2119492e-06;1.044217e-06;0.00012981768;1.6653192e-06;1.5872092e-06;1.0611393e-06;1.6755287e-06;1.6382207e-06;1.4628819e-06;3.8216936e-06
brewer;1.4778034e-06;5.5142074e-05;2.0275534e-06;2.4720682e-06;2.0945865e-06;4.6429914e-06;0.00029797407;3.5779692e-06;1.0243797e-06;3.4910083e-06;2.6767033e-05;3.2720616e-06
dozen;9.20083e-05;7.6342e-05;9.958105e-05;0.00026608811;4.5538316e-05;3.5519002e-05;0.00012013297;3.9031034e-05;1.6140964e-05;0.000120889614;7.475975e-05;1.0272019e-05
socially;1.8583562e-06;3.091229e-05;5.5057853e-06;2.5053691e-06;1.3432574e-06;2.1382693e-06;1.7952927e-06;1.2370191e-05;2.4266833e-06;2.058924e-06;1.7373817e-05;2.0839866e-06
speach;1.3836233e-06;4.930745e-06;1.0364754e-05;0.00012231628;1.402505e-06;2.321736e-06;2.781145e-06;1.7057356e-06;1.6824572e-06;2.0555535e-06;6.826576e-06;3.5821631e-06
messianic;2.5406896e-06;1.5291629e-06;1.1426358e-06;2.328616e-06;1.1616955e-06;1.3275285e-06;1.4604957e-06;0.00013745038;1.1406189e-06;1.7562139e-06;1.5704583e-06;2.4590843e-06
frustrated;8.967272e-06;2.3958175e-06;1.605604e-06;3.198929e-06;2.8239879e-06;4.7257403e-05;6.793193e-05;4.454301e-06;2.4944102e-05;3.5149142e-06;8.403962e-06;5.3921094e-06
parker;2.2479228e-06;2.2382733e-06;3.0989984e-06;1.7215538e-06;6.141837e-05;2.8605375e-06;1.9161977e-05;1.5167293e-06;2.3296914e-06;2.689672e-06;7.606631e-05;2.1056574e-05
anachronism;1.4695817e-06;6.4625788e-06;3.1837426e-06;1.9785448e-06;9.793089e-07;1.3836126e-06;1.2333572e-06;1.2634525e-05;8.4214804e-07;1.5362282e-06;4.068992e-05;1.4590116e-06
throw;0.00011454538;0.00032889217;2.3292348e-05;0.00018755377;6.6890214e-05;0.0026407782;0.002449959;7.952082e-05;7.427354e-06;1.9941519e-05;3.0875995e-05;1.055372e-05
eduif;1.8396735e-06;2.4418316e-06;1.7503539e-06;1.3813055e-05;2.3072623e-06;2.2482186e-06;2.014896e-06;2.1642309e-06;4.3978575e-06;4.3976984e-06;1.0654026e-05;2.1589018e-05
smartdrive;9.487301e-07;1.1911824e-06;1.3285244e-06;1.2031502e-06;5.4606255e-05;1.5235975e-06;1.4924905e-06;1.0611363e-06;3.3279757e-06;1.7090841e-06;1.44258e-06;2.5046934e-06
check;0.00030816672;0.00053116295;0.0003663611;0.00012015953;0.0014574069;0.00055930443;0.0003709267;0.00018279186;0.0019738113;0.00025254424;0.000580049;0.0010270736
regularly;0.00013767349;6.540813e-05;2.5775296e-05;2.4302666e-05;5.1515726e-05;4.7546426e-05;7.559803e-05;3.300741e-05;5.6786565e-05;3.6344565e-05;2.870918e-05;9.908201e-05
stssdxb;7.008272e-07;1.600394e-06;1.1731948e-06;0.00011878427;9.0879115e-07;1.5973075e-06;1.4083945e-06;1.3777498e-06;1.0141673e-06;1.5969097e-06;1.8151146e-06;1.2234441e-06
headache;5.890367e-05;3.1677525e-06;2.1054063e-06;2.465525e-06;1.3311483e-05;0.00019544583;3.2071162e-06;1.8492838e-06;1.7841967e-05;0.00015867066;3.7276068e-06;5.3734807e-06
shannon;2.3313721e-06;2.0052637e-06;2.2814718e-05;1.8102672e-06;3.91498e-06;1.5525176e-06;4.094439e-05;1.446408e-06;3.908027e-06;1.9826897e-05;2.6739426e-06;6.516913e-05
acute;2.357484e-06;1.8396879e-06;3.1253196e-06;2.7690128e-06;1.4286128e-06;1.67795e-06;1.6707355e-06;3.2296402e-06;1.5970269e-06;0.000114298426;1.2458723e-05;2.1736969e-06
nctu;1.1683878e-06;1.0627139e-06;1.4092375e-06;1.2269973e-06;1.3878464e-05;1.131228e-06;1.6147723e-06;1.1622027e-06;6.146592e-05;2.3443904e-06;1.4289956e-06;2.2736123e-05
vaxen;1.220247e-06;1.8741271e-06;1.6780992e-06;1.9871811e-06;1.0678042e-06;1.2405959e-06;1.6083726e-06;1.4749893e-06;9.769936e-07;2.368307e-06;9.074985e-05;1.9035996e-06
headphone;1.7905194e-06;3.53551e-05;7.0896845e-06;2.1654018e-06;3.128939e-05;5.4569205e-06;2.9141952e-06;3.5073517e-06;2.0044047e-06;2.8114835e-06;2.6851787e-06;8.107526e-06
designate;3.5649605e-06;3.466279e-06;9.42373e-06;2.7688386e-06;1.9911926e-05;2.2659294e-06;0.00015316406;5.0549377e-05;2.759681e-06;0.00010307545;1.1873268e-05;4.013769e-06
morgan;1.3612566e-05;2.195827e-06;1.0266828e-05;1.8840718e-06;4.3936612e-05;6.126189e-06;0.0002679792;5.876132e-06;3.54494e-06;0.00012387245;1.1642786e-05;0.00039914023
neutron;1.3697617e-06;1.6823583e-06;1.703414e-06;2.2352174e-06;1.2821766e-06;1.318379e-06;1.4050031e-06;1.5067901e-06;1.2673381e-06;0.0001337587;1.3965601e-05;1.6617779e-06
procedural;1.2401536e-06;1.5144814e-06;1.7363964e-06;1.7022095e-06;1.9875927e-06;9.203048e-07;1.3681241e-06;1.3369065e-06;7.262707e-05;4.4058447e-06;1.5159372e-05;3.3461122e-06
crystal;5.437176e-06;2.7186877e-06;2.4619485e-06;2.1526237e-06;0.0001271613;3.1130305e-06;1.9578886e-06;2.8979854e-05;2.6072973e-06;0.0001906897;4.2021013e-05;6.3511798e-06
hemul;1.051328e-06;1.157253e-06;1.6358716e-06;1.2069115e-06;5.0643823e-05;1.4003908e-06;2.0141006e-06;1.1196797e-06;6.494432e-06;1.8196889e-06;1.5039392e-06;1.634324e-05
thatthe;0.00016099514;0.00020285473;0.00013073401;6.926755e-05;3.789567e-05;3.4720797e-05;8.256666e-05;0.00029864907;2.5213054e-05;4.602981e-05;0.00012177472;7.3877263e-06
satanic;2.011761e-06;3.85016e-06;1.1579674e-06;2.0338323e-06;1.0542474e-06;1.4026831e-06;1.3110127e-06;0.00016461618;1.0880842e-06;1.7280879e-06;1.6863282e-06;1.6333594e-06
christ;1.2655087e-05;2.303562e-05;1.7572348e-06;2.1461772e-05;1.8163045e-06;6.5565996e-06;3.6641648e-06;0.0033048487;2.1872218e-06;5.070876e-06;4.7800763e-06;3.9776446e-06
happend;2.573101e-06;4.747813e-05;1.4472772e-06;1.5892174e-05;2.2645486e-06;7.094752e-05;2.3845676e-06;3.6729223e-06;1.4929432e-06;2.2355784e-06;3.1206448e-06;4.016028e-06
opposition;7.4107456e-06;7.472493e-05;7.262738e-05;0.00020171373;1.3876228e-06;5.056471e-06;2.1785982e-05;9.119842e-05;1.5578776e-06;3.3697654e-06;0.00012608065;1.8359818e-06
tear;4.312142e-06;0.001330527;4.3393893e-06;0.000120391924;1.0043168e-05;0.00057194143;6.3594325e-06;2.7980077e-05;2.303382e-06;2.8009501e-05;1.2083518e-05;1.7554752e-06
contribute;2.0275162e-05;7.6974706e-05;2.366785e-05;1.2736523e-05;1.0750775e-05;9.799458e-06;0.00036293402;4.015686e-05;0.00018238733;0.00020563845;0.00011060604;9.882764e-06
emission;1.1310102e-06;1.3885222e-06;2.288673e-06;1.2926236e-06;0.00027418102;2.4433339e-06;1.7585702e-06;1.3218731e-06;2.2760476e-06;0.00011525664;2.2628212e-06;3.3823828e-06
eduthe;8.752623e-07;9.958189e-07;1.2869526e-06;1.1676544e-06;2.2934208e-05;1.092192e-06;1.4781963e-06;1.0523485e-06;8.704055e-06;3.7243492e-06;1.2832738e-06;9.8118935e-06
eleven;2.6579364e-06;4.8435377e-06;1.1072187e-06;2.0577868e-06;4.6059513e-06;9.009988e-05;3.880759e-06;2.7130475e-06;1.6308676e-06;9.496026e-06;2.6551181e-06;2.4337194e-06
maybe;0.0017016627;0.0010724539;0.00067155354;0.00016140146;0.0006067116;0.003418275;0.0013856507;0.00034863706;3.0478051e-05;0.00031045586;0.0001698894;4.866562e-05
pick;0.00014486385;0.00010711516;0.00026417372;9.9029996e-05;0.0003182674;0.0008628822;0.0013944178;3.538127e-05;0.00012675073;7.841091e-06;6.153793e-05;7.512265e-05
reread;3.715201e-06;1.946538e-06;1.0122174e-05;3.912236e-06;1.4170533e-06;1.5855392e-06;1.5021765e-06;1.9694828e-05;6.9176795e-06;3.969528e-06;4.3034293e-06;2.0860944e-06
stuff;0.0010970521;0.00034223887;0.0006155617;6.9418857e-06;0.000972558;0.0009153053;0.00013920925;0.00014052085;0.0013616687;0.0003345742;0.00018597057;0.0010242234
joachim;1.258288e-06;1.2794839e-06;1.2633071e-06;8.702099e-05;1.4375195e-06;2.4025028e-06;1.9856889e-06;1.5158804e-06;1.6193663e-06;1.8421522e-06;2.1352835e-06;0.00014990981
xterminal;1.0340902e-06;1.0425986e-06;1.4536444e-06;1.4203653e-06;2.6990788e-06;9.3734263e-07;1.4386085e-06;1.228662e-06;0.00010685261;2.0729522e-06;1.4273598e-06;1.3720878e-05
prong;8.0035903e-07;1.2541574e-06;1.4292799e-06;1.1921591e-06;0.00025194534;1.9118652e-06;1.3946172e-06;9.2370277e-07;1.871649e-06;3.0226065e-06;1.5968226e-06;4.0861432e-06
parody;1.4362976e-06;1.3690526e-06;1.1170814e-06;1.6418834e-06;1.5864434e-06;2.187658e-06;4.5660996e-05;6.314669e-06;1.2225787e-06;2.0378227e-06;1.9372847e-06;1.7354263e-05
robbie;1.1038499e-06;3.64863e-05;1.3576113e-06;8.2610395e-06;1.528563e-06;5.912916e-06;0.00012994527;1.6440625e-06;1.3399526e-06;1.9607553e-06;4.9013374e-06;3.7042291e-06
company;3.3465458e-05;0.00039611134;0.0028112114;4.9166487e-05;0.00079016696;3.755103e-05;1.4193778e-05;2.0454514e-05;0.00033130532;0.00050652225;0.0011132108;0.0021132256
dominance;1.222944e-06;1.4282606e-06;1.1565448e-06;1.7180013e-06;2.5117595e-06;1.9895995e-06;0.00014782866;1.4816154e-06;1.0588278e-06;3.3292888e-06;3.5069727e-06;2.9522157e-06
brady;8.924377e-07;7.4583213e-06;1.817071e-06;2.125071e-06;1.1580762e-06;1.9516326e-06;1.6111006e-06;1.5291064e-06;9.172047e-07;2.077936e-06;0.00032279847;1.5578121e-06
graphic;4.2746246e-06;3.5134017e-06;7.889482e-06;4.505684e-06;0.000121222896;2.149037e-06;6.375646e-06;5.3139584e-06;0.006777514;1.2406657e-05;2.8744257e-06;0.0011819557
lens;1.8204582e-05;9.825447e-06;6.3189937e-06;1.5566148e-06;5.567018e-05;6.215673e-06;3.1803516e-05;1.5281995e-06;2.424888e-06;3.3096123e-06;3.1905934e-06;2.6218278e-05
migraine;0.00012648368;2.1473882e-06;1.8222945e-06;2.170138e-06;2.6214589e-06;5.6327142e-05;0.000120433295;1.7663281e-06;1.6877444e-06;0.00011805898;4.318602e-06;7.869595e-06
unseal;5.331856e-07;8.3371386e-05;1.0582852e-06;1.7726684e-06;1.0292288e-06;2.0629534e-06;1.2220017e-06;1.2545165e-06;8.780068e-07;1.4108964e-06;1.5932449e-06;1.1677548e-06
