leadersin;1.3920415e-05;2.3171237e-06
embarasse;4.5399584e-06;1.2586509e-05
thesource;3.2623407e-06;1.2314494e-05
organism;4.8170725e-05;5.4971997e-06
hotel;5.656712e-05;2.7122042e-05
study;0.0011969454;3.9453967e-05
andnot;2.2953816e-05;6.8888744e-06
second;0.0007567071;0.000919434
holly;2.024885e-05;5.8719056e-06
currency;2.329886e-05;1.9944648e-06
fundamentalism;9.824742e-06;1.6599867e-06
spdcc;7.5246586e-05;1.6276732e-06
attacker;4.4575794e-05;2.3561126e-06
slip;9.823731e-06;0.00019595519
reset;2.1202536e-06;0.00015591162
behold;2.7660524e-05;1.0932476e-05
galen;6.4825185e-06;8.907043e-06
cost;0.0004419663;0.00083537394
achievement;1.3901416e-05;6.693691e-06
afternoon;5.7818736e-05;1.1711493e-05
justly;1.3972579e-05;2.0164684e-06
tactic;8.9079986e-05;3.2066257e-06
hinder;9.602164e-06;8.513783e-06
umcc;3.7560897e-06;8.1168146e-05
ofall;6.00575e-06;1.1079942e-05
carbon;3.6169273e-05;4.2374937e-05
commitment;0.00011765912;3.2906128e-06
cornell;1.5409581e-05;0.0002529556
rightnow;9.438058e-06;4.113262e-06
guarantee;0.00015902125;8.8843204e-05
perpetrate;3.9388964e-05;1.5314566e-06
sunspot;3.9983634e-06;1.1741017e-05
disgusted;1.095481e-05;2.501196e-06
knot;6.306349e-06;8.237869e-06
iastate;7.963735e-05;7.5270604e-05
stat;3.8361013e-05;0.00035324745
novell;2.2566153e-06;8.0159836e-05
proton;5.1939092e-05;6.1121423e-06
gmtfrom;9.161746e-06;4.559727e-06
unit;0.0001621599;0.00036208052
scalable;1.1514511e-06;2.3132876e-05
basis;0.0003988533;0.00021231777
informal;7.549835e-06;6.1776004e-06
formally;1.5123269e-05;4.224519e-06
theporch;1.5640131e-05;2.0828465e-05
origin;0.00012934681;9.9022094e-05
john;0.0007633737;0.001055548
arra;3.385787e-05;1.4564984e-06
xdefault;1.5378172e-06;8.512918e-05
supreme;0.00013428945;5.8936957e-06
radiation;6.184978e-05;2.759151e-05
raytrace;1.8194478e-06;2.8496122e-05
roof;3.987104e-05;3.8981892e-05
skylab;5.029855e-06;8.526299e-06
newer;1.2984506e-06;2.0140913e-05
symposium;1.3522387e-05;8.176057e-06
lamont;5.7758884e-06;3.6896246e-05
mideast;3.207179e-05;1.6114665e-06
model;8.643003e-05;0.0009603241
escape;0.00039973497;8.049211e-05
towork;3.062827e-06;1.0939782e-05
jungle;1.296801e-05;3.0978288e-06
mayan;1.721812e-05;2.6681723e-06
shapira;1.9128829e-05;1.5893436e-06
uprising;1.804619e-05;1.4034124e-06
bargaining;8.303362e-06;2.7967753e-06
width;2.3630255e-06;0.00022599066
byuvm;1.4504347e-05;2.6844268e-06
previously;8.585313e-05;6.3518e-05
kiefer;1.9584688e-05;3.6676893e-06
amendment;0.0004128184;3.889075e-06
ximage;1.2440128e-06;3.697235e-05
arethe;1.2025432e-05;9.2565215e-06
consumption;1.887215e-05;4.2383264e-05
rumor;5.1322382e-05;8.735945e-05
physicist;7.592628e-05;3.3039455e-06
whoa;4.579246e-06;8.4475605e-06
sabr;2.0844839e-06;1.6759117e-05
orderto;1.2200625e-05;8.328868e-06
itcould;6.0970697e-06;1.0948466e-05
georgian;1.005047e-05;6.3297607e-06
tate;2.8863676e-06;7.802712e-05
nzsubject;1.689342e-06;1.8593932e-05
endless;1.0281296e-05;6.980975e-06
tbrent;1.3622616e-05;1.5621893e-06
exit;1.178671e-05;0.00023089566
pallet;1.6884578e-05;3.223245e-06
acid;0.0001237034;1.4594126e-05
presentation;1.9869638e-05;0.000115935116
picture;0.00012928674;0.00060872687
thepolice;9.140539e-06;1.5671537e-06
recent;0.00021650548;0.00024384409
forany;2.3288474e-06;1.176322e-05
gurion;2.7253316e-05;1.5386387e-06
tounderstand;1.211129e-05;3.4187212e-06
franchise;3.2476826e-06;4.1785726e-05
informative;1.0575701e-05;2.687034e-05
verdict;3.95545e-05;2.1903907e-06
preparation;3.6322217e-05;5.0566373e-06
apparent;0.00010933957;3.7343612e-05
purple;5.4734683e-06;1.2566324e-05
deep;0.00012854741;7.91499e-05
secretary;0.00021456953;3.7424934e-06
pitiful;4.880382e-06;4.2114316e-06
clay;5.27027e-06;1.8223167e-05
hitch;5.457292e-06;1.10444425e-05
cheer;7.107219e-05;0.00018801677
literary;2.011892e-05;3.5608148e-06
easyto;7.120305e-06;3.3367871e-06
misunderstood;1.9328536e-05;7.189532e-06
starbase;1.5961089e-06;1.2435004e-05
yitzhak;1.4075642e-05;1.4768128e-06
myorganization;9.229112e-06;4.999897e-06
cutoff;4.0151094e-06;7.3478554e-06
iran;0.00020233585;2.6126916e-06
manitoba;3.4222653e-06;2.1233589e-05
laurel;3.942008e-06;1.6388334e-05
nickel;5.6802846e-06;1.1680708e-05
manhattan;1.6549853e-05;1.7814486e-05
greed;2.0626427e-05;2.6183848e-06
radio;0.00019642562;0.00053171604
contamination;1.4715878e-05;2.2247316e-06
alteration;1.1195233e-05;6.300554e-06
wordprocessor;1.6739222e-06;1.1758474e-05
eeap;1.6454052e-05;8.422286e-06
snail;1.1065381e-05;7.7770936e-05
worry;0.00018579916;7.76545e-05
consumer;3.1541145e-05;9.5984295e-05
sporty;1.1511163e-06;3.677449e-05
fine;0.00015088853;0.00070482556
port;1.0260488e-05;0.000795071
alung;1.2833035e-06;2.7538053e-05
cryptophone;1.7732523e-06;1.6066451e-05
camden;4.936667e-06;1.16726505e-05
peasant;9.77643e-06;1.465896e-06
gille;1.2277058e-06;2.098218e-05
whenthey;9.709086e-06;3.1203779e-06
rather;0.0010210715;0.0005312758
bicycle;1.1501118e-05;5.9725594e-06
metro;1.4938741e-05;1.558319e-05
dykstra;1.8853323e-06;2.915808e-05
ether;2.4275898e-05;2.0065805e-05
wheni;8.810059e-06;2.9763984e-05
thequestion;1.5319249e-05;3.3707088e-06
exercise;0.00014961697;6.5523775e-05
airline;8.869103e-06;2.039246e-05
brilliant;1.1444157e-05;1.5124395e-05
specification;3.3120484e-06;0.00020909138
template;1.5388603e-06;4.4827106e-05
elliot;8.782285e-06;5.614463e-06
throughthe;1.856472e-05;1.0595801e-05
seriously;0.00023475233;6.455183e-05
accuracy;8.970838e-05;8.80112e-05
refusal;2.630643e-05;1.8382599e-06
willbe;3.6594283e-05;6.184801e-05
bauer;6.501234e-06;4.8387978e-05
ctstateu;5.1860216e-06;7.0691813e-06
kansa;2.0550597e-06;3.455441e-05
hammer;4.2908985e-05;1.5427624e-05
taurus;2.8279878e-06;0.00011425265
organized;3.7362795e-05;4.3374494e-06
radar;2.130824e-05;0.00033112796
webster;2.0518391e-05;1.4159676e-05
destructive;2.9386656e-05;2.406642e-06
legality;3.580837e-05;2.8812249e-06
immortal;6.9909984e-06;5.292949e-06
reza;1.0690245e-05;4.6052205e-06
glendenne;9.468869e-06;3.7741652e-06
mormon;0.0002490804;2.3153301e-05
ableto;1.9332434e-05;3.1008436e-05
questionsin;5.972309e-06;2.1845653e-05
prostitute;3.7677462e-05;2.38585e-06
component;2.8283775e-05;0.00032756428
metzger;6.979284e-05;4.007004e-06
moscow;7.7197146e-05;1.3201938e-05
virgin;5.3293188e-05;8.50239e-06
movie;6.248897e-05;0.00015583848
geoqu;1.9975807e-06;3.4399694e-05
itshould;6.036537e-06;4.7764574e-06
suspend;2.3833574e-05;7.321698e-06
bulge;5.7187153e-06;7.958808e-06
termination;2.0011864e-06;1.828234e-05
whohave;2.0287674e-05;7.5363328e-06
genie;7.205467e-06;3.509666e-05
basemen;1.2249527e-06;1.50627e-05
eggert;1.6895401e-05;4.2151887e-06
unheard;1.2254177e-05;1.6168327e-06
recommend;8.516405e-05;0.00040864336
decision;0.00055285316;3.380144e-05
alternate;1.2668713e-05;2.9569837e-05
predict;0.00012113324;7.9279154e-05
jmeritt;8.693678e-06;2.3652667e-06
normally;8.152621e-05;0.00017980792
fever;5.4731394e-05;6.11114e-06
boyhood;7.4075656e-06;1.6953264e-06
pogo;2.4318917e-05;7.4653435e-06
mantis;2.0786694e-05;3.4567413e-06
differently;6.815623e-05;1.424355e-05
myth;8.6016706e-05;4.9839705e-06
conscious;3.5078e-05;4.0986056e-06
rural;1.4143311e-05;2.0758107e-06
thee;8.2117804e-05;2.7779684e-05
descend;3.7912738e-05;8.034141e-06
steep;6.8098147e-06;1.5552436e-05
program;0.0003743845;0.004105293
civic;3.6100403e-06;6.397912e-05
prayer;0.00018527305;1.4899771e-05
cryptanalysis;3.2695774e-05;8.297781e-06
fuck;8.67427e-05;2.9736673e-06
togive;8.823853e-06;1.1921652e-05
playing;8.027198e-06;4.8307174e-05
involvement;7.317758e-05;2.5405523e-06
sheng;1.2427818e-06;1.2947256e-05
newark;9.081913e-06;8.999755e-06
hercule;2.8506627e-06;3.3382148e-05
assoc;6.5096806e-06;1.2743629e-05
viii;1.4927298e-05;7.3772053e-06
attribute;7.9614154e-05;0.00015735235
tocome;5.403621e-06;6.9983626e-06
approximation;4.35433e-06;1.5338597e-05
shut;0.00012198449;7.489607e-05
unrelated;1.2374534e-05;6.278158e-06
deductible;1.4601859e-05;9.927209e-06
liturgy;3.847441e-05;7.282113e-06
mserv;1.4607786e-05;2.2352992e-06
bskendig;4.879519e-05;1.695215e-05
governmentit;1.13525975e-05;1.6426903e-06
rake;5.6193967e-06;8.954116e-06
windowsin;1.2616258e-06;3.0593754e-05
selection;2.7984108e-05;0.00015832101
imagemagick;1.5884117e-06;3.979687e-05
bath;3.2907774e-05;9.705438e-06
kaldi;7.384726e-05;5.1020133e-06
utilize;4.2857744e-05;2.6950156e-05
goodwill;1.2673279e-05;1.5927469e-06
casually;8.541168e-06;3.172122e-06
jchen;6.367805e-06;1.0344477e-05
muslim;0.0010981864;5.0070644e-06
guday;4.600638e-05;1.820628e-06
support;0.0009288992;0.001640089
hypocritical;1.6987859e-05;2.6301675e-06
fearful;7.67986e-06;1.6243392e-06
vgalogo;1.0814159e-06;3.688879e-05
longa;1.7451613e-06;1.5510104e-05
blaze;1.372643e-05;1.8546963e-05
conrad;2.5150102e-06;2.8244182e-05
trail;3.551871e-05;1.7096883e-05
tighten;1.7174858e-05;6.0167827e-06
install;5.6962904e-06;0.00031099105
theoretically;1.0804217e-05;1.43480165e-05
pamphlet;1.8252107e-05;2.3166951e-06
deem;3.135674e-05;2.2835857e-06
shirt;2.937867e-05;1.37396055e-05
upwards;2.1878457e-06;1.1666502e-05
testimonial;1.0625359e-05;2.5772044e-06
relationship;0.00026402416;1.2743592e-05
interview;0.00012127038;8.854246e-05
worthless;3.360475e-05;1.5741707e-05
characteristic;4.5245128e-05;8.5771215e-05
heinlein;7.3801357e-06;2.6490766e-06
some;0.00502024;0.004464315
imperative;1.6190214e-05;3.433925e-06
induce;2.1098176e-05;1.5848536e-05
mimic;5.439859e-06;4.0421496e-06
daylight;7.790793e-06;1.7048373e-05
reusable;1.8875633e-05;4.4548574e-06
printing;6.2183735e-06;7.245807e-05
technique;9.416949e-05;0.00023852914
simms;2.7804558e-06;0.00033852115
dogmatic;1.2305535e-05;1.7028011e-06
audi;1.8197619e-06;5.2968826e-05
warning;6.945352e-05;0.00015988918
verily;1.36844465e-05;2.1078909e-06
checksum;1.8765106e-06;1.5721707e-05
acceptance;5.5748664e-05;4.731429e-05
thechurch;1.938359e-05;2.6051937e-06
windows;1.2735658e-06;2.4626637e-05
indictment;1.7740058e-05;1.4900758e-06
greedy;9.1026195e-06;6.3124985e-06
misc;5.581942e-05;0.00040670708
choice;0.00036638774;0.00028447338
timeout;1.5297591e-06;1.4521648e-05
hispanic;3.4115346e-05;8.722736e-06
civilized;3.9925526e-05;2.2705542e-06
thetruth;6.5705235e-06;1.6126411e-06
qualified;3.128568e-05;1.2031724e-05
computational;2.7890126e-06;4.3930355e-05
hound;1.4009298e-05;4.2686356e-06
realistic;2.6089057e-05;4.6673264e-05
blank;2.019048e-05;0.0001019048
chun;1.238872e-06;1.7215758e-05
ifthey;2.893535e-05;5.6983035e-06
steve;0.0004813819;0.00063489756
aaronarc;6.7577835e-06;1.7655694e-06
recognise;1.7884031e-05;2.5828735e-05
lincoln;2.9164976e-05;3.1089894e-05
boomer;6.585774e-05;4.069224e-06
expos;1.7725253e-06;6.794593e-05
ralph;1.0984972e-05;9.135694e-05
organic;7.035264e-06;1.9665944e-05
hasbeen;2.429883e-05;1.6391201e-05
ausubject;7.268372e-06;1.6121574e-05
totry;1.0026642e-05;1.7338988e-06
xtwindow;1.2444125e-06;1.9449439e-05
hast;1.7684417e-05;5.886511e-06
adhere;2.1130563e-05;7.797628e-06
ahme;3.9821127e-05;1.8206871e-06
lifting;1.14113645e-05;7.2842977e-06
radial;1.9910742e-06;2.3810731e-05
tyrant;2.4604524e-05;2.4216506e-06
theproblem;1.5117473e-05;2.4300474e-05
cbnewsd;7.991802e-06;2.7932474e-06
matthews;6.0581087e-06;1.0597913e-05
python;5.819954e-06;3.0934962e-06
timein;5.4217294e-06;2.7060743e-05
veracity;8.752309e-06;4.0087043e-06
undo;7.945392e-06;1.2077744e-05
lastly;9.210296e-06;1.780422e-05
thus;0.00039832018;0.00029009048
controversy;1.6848064e-05;4.7877884e-06
chem;1.9779427e-05;4.7053865e-05
scene;6.9268535e-05;7.18556e-05
knowing;4.8410634e-06;1.2263262e-05
obey;9.461667e-05;5.3145363e-06
consultation;3.4282562e-05;1.9401937e-06
retribution;1.1656576e-05;1.774846e-06
mankato;4.950927e-06;2.8927665e-05
winnipeg;1.3643764e-05;0.00010333223
ross;1.9971303e-05;0.000113616414
wrigley;1.3555602e-06;2.2517816e-05
scrap;1.876499e-05;8.021443e-06
holland;0.00013632637;1.29972295e-05
distinctly;1.1910089e-05;3.8212534e-06
complication;1.2506337e-05;3.0831804e-06
commie;1.3264749e-05;1.9808547e-06
opportunity;0.00022479468;3.0757623e-05
howard;7.7920224e-05;5.9479782e-05
howl;1.6266235e-05;1.4393717e-06
liar;0.0001139181;5.0951185e-06
nutshell;4.389651e-06;1.9012305e-05
screw;0.00015102292;0.00016600905
self;0.0006460501;0.00014018825
confidence;4.6526628e-05;1.4485526e-05
influence;0.00013544426;9.44984e-06
trash;6.992455e-05;3.2488908e-05
disabled;2.9873038e-06;1.7021484e-05
feldman;1.5916931e-06;2.68717e-05
plan;0.000717327;0.00028258527
cmkrnl;1.4438866e-06;2.6779831e-05
something;0.0015559179;0.0013220941
restore;4.565175e-05;0.000104831226
rapidly;3.3654942e-05;3.0108757e-05
game;4.595102e-05;0.0018488732
fill;0.00014846672;0.00024111394
marcus;4.971644e-06;3.8466795e-05
dwyer;8.44897e-05;7.865024e-06
prudent;8.523568e-06;3.005971e-06
thiswa;1.4619137e-05;6.376048e-06
mentality;2.0550999e-05;2.430665e-06
possiblity;4.780021e-06;6.928931e-06
typical;0.00010626843;0.00011894579
windowsi;1.3393638e-06;1.21991125e-05
description;6.964381e-05;0.00022938232
foresight;6.3626726e-06;5.2025125e-06
carry;0.0007422602;0.0001111129
insecure;1.35474675e-05;3.192658e-06
romulus;2.7068074e-05;3.8746e-06
sentra;1.4266608e-06;3.963678e-05
mangoe;2.7966365e-05;6.240152e-06
acad;5.9867903e-06;3.6144585e-05
preview;1.8377076e-06;4.6985213e-05
underwood;2.180214e-06;8.991056e-06
often;0.000468073;0.00046412926
quickdraw;1.4311889e-06;4.7525187e-05
wide;7.574847e-05;0.00023131387
decade;0.0001311388;9.1773245e-06
mature;1.1808403e-05;5.510345e-06
problemwith;3.1124575e-06;8.13993e-06
crypto;0.00032472072;7.026833e-06
subsystem;2.803891e-06;3.2433265e-05
glorious;1.5033819e-05;1.8885157e-06
government;0.0023851832;1.0444484e-05
morning;0.00027806853;3.083658e-05
andre;2.9673852e-06;0.0002643247
presbyterian;2.6926893e-05;2.5870138e-06
female;8.5735475e-05;1.8972249e-05
witch;1.8142957e-05;7.745377e-06
statement;0.00083837734;4.9746894e-05
remark;7.536006e-05;0.0002147413
holder;1.3517269e-05;7.660618e-05
beep;1.8248749e-06;8.987254e-05
idealist;4.9772866e-06;5.9876584e-06
ucbvax;1.2916886e-06;2.320752e-05
loudly;7.528815e-06;1.9526557e-05
pressure;0.0002361166;5.9519934e-05
insight;4.3600896e-05;1.6630132e-05
solution;0.00024908377;0.0004685804
pack;4.338097e-05;0.00010703973
inferior;1.5857917e-05;5.904376e-05
performer;1.5012728e-06;1.6896005e-05
harris;4.404452e-05;7.7200464e-05
aviation;2.7866183e-05;1.3411719e-05
scientific;0.00022181541;0.00017231937
sunroof;1.5107491e-06;4.343907e-05
thegame;1.3996524e-06;2.1460028e-05
graduate;8.759612e-05;3.300329e-05
whichis;1.1275461e-05;2.8809845e-05
sail;0.00011871709;8.468568e-06
ithaca;2.908515e-06;2.0204638e-05
cybernet;1.151549e-05;6.528581e-06
satisfaction;2.6689828e-05;6.815948e-06
entitle;8.3032675e-05;2.055933e-05
unnecessary;2.4586452e-05;2.7342583e-05
heel;1.7852939e-05;7.5551616e-06
uknet;5.0746444e-06;7.1822546e-06
cheapen;6.7021924e-06;1.662956e-06
participate;0.00019188008;2.0127356e-05
slowly;3.3497527e-05;4.38667e-05
modeling;2.5942488e-06;3.685911e-05
bulletin;8.094343e-06;9.7076925e-05
apparatus;1.2841931e-05;6.60659e-06
sometimes;0.0002753133;0.00032328468
froma;8.119141e-06;2.6730102e-05
livesey;0.0002629868;8.885091e-06
sincethe;8.337952e-06;9.329192e-06
surprising;5.8329064e-05;7.461635e-06
orlean;1.4434565e-05;1.8019588e-05
portland;2.8027469e-05;1.639347e-05
weaken;1.5603415e-05;2.8845047e-06
panix;9.831186e-05;4.667389e-05
process;0.00037811347;0.0005419397
invention;1.5946065e-05;3.7303196e-06
wagner;5.957084e-06;5.508903e-05
mitch;5.8595706e-06;5.32562e-05
healing;1.5780171e-05;1.77874e-06
maximum;1.52256835e-05;0.00018372381
junk;3.751949e-05;8.6280845e-05
wholeheartedly;1.0265504e-05;3.481518e-06
ofhis;2.3261186e-05;2.147353e-06
reword;1.2248545e-05;1.5085047e-06
conventional;6.6775436e-05;2.0671156e-05
exceedingly;2.2936126e-06;2.0028896e-05
intellect;0.000101182566;2.3187795e-06
equation;1.455042e-05;0.0001226166
oddjob;1.0594108e-06;2.2198423e-05
followup;7.6507764e-05;4.697054e-05
realm;2.6362071e-05;3.0013389e-06
bench;2.5858556e-06;5.97854e-05
write;0.0011164256;0.0023117561
gardner;3.0140704e-05;1.8408335e-05
smash;3.4839573e-05;3.1501913e-06
accelerate;9.998983e-06;7.967876e-05
pyramid;7.6770375e-05;4.9158345e-05
happiness;3.9425322e-05;9.506859e-06
surya;7.72701e-06;4.0300324e-06
anyone;0.00091203663;0.002996466
hewlett;2.155893e-06;6.7609326e-05
follow;0.0010079469;0.001248242
harmless;9.391882e-06;7.6165124e-06
genetic;7.5342774e-05;3.1370797e-05
pointer;4.505118e-06;0.00032421728
party;0.00047313276;8.712474e-05
spock;4.31864e-06;1.5705351e-05
gasoline;1.2131474e-05;3.6599136e-05
attraction;1.912312e-05;1.4823491e-05
connector;2.3764064e-06;0.0002333621
environ;6.6019666e-06;2.7786823e-06
lenin;1.5369727e-05;1.7574303e-06
starvation;1.5048126e-05;1.862284e-06
skidmore;2.2332792e-06;2.4931489e-05
consistently;2.647825e-05;3.0041167e-05
righteousness;3.436022e-05;4.802593e-06
recruit;2.5372692e-05;2.2534023e-06
sola;3.058306e-05;3.7588975e-06
cycle;5.659027e-05;0.00020231758
atonement;1.5664815e-05;4.299068e-06
surgical;2.7775151e-05;2.008563e-06
stream;2.5101626e-05;0.00020134689
intended;6.001144e-06;4.3480954e-06
layman;9.390153e-06;4.4844483e-06
uunet;0.00018279177;0.0004142333
dissident;1.9286012e-05;1.7751591e-06
outthere;8.921006e-06;1.3661237e-05
fisher;4.1373314e-05;2.6048336e-05
irritate;1.3070187e-05;1.1780817e-05
bigotsin;1.2228797e-06;1.19480865e-05
venture;7.896774e-05;8.105965e-06
increasingly;4.024784e-05;2.7237647e-06
resident;0.00012045524;3.289733e-05
agency;0.00052256574;8.225846e-06
duplex;1.1756865e-06;1.5566562e-05
paranoia;6.506627e-05;3.017418e-06
spiritual;0.0001466999;7.882425e-06
popular;0.00014590452;0.00013200466
preferable;6.1994074e-06;2.1233802e-05
rocky;1.4540951e-05;8.414843e-06
adverse;8.914215e-06;4.4376548e-06
rescue;6.278867e-05;8.26343e-06
isreali;7.751144e-06;1.4184164e-06
contradictory;5.3779215e-05;5.3549425e-06
keepthe;4.5013753e-06;4.696138e-06
thecomputer;2.1818803e-06;3.0140789e-05
underground;3.8470134e-05;8.853625e-06
clinic;8.091684e-05;5.018743e-06
canal;3.0750845e-05;9.436907e-06
israelite;6.390354e-05;5.1357974e-06
mediocre;3.445117e-06;3.1856292e-05
ofseparate;1.385847e-06;1.1406387e-05
scheme;0.00012952425;0.00018149239
jordan;5.445761e-05;2.6528855e-05
offset;6.7524716e-06;9.9542565e-05
mariner;3.7684105e-05;8.691834e-05
sounless;9.298171e-06;4.8581387e-06
magnetic;4.3189695e-05;6.111781e-05
inside;0.0002822034;0.00030986493
ingest;1.3240306e-05;1.7972151e-06
homework;8.769989e-06;5.504198e-06
grad;1.3047931e-05;4.4959957e-05
airport;3.6506863e-05;2.0164782e-05
expressly;9.9187255e-06;1.978502e-06
northeastern;1.1395824e-05;4.5343986e-05
donate;1.6258635e-05;2.4502056e-05
informatik;4.67407e-05;0.00016775941
embarrassed;1.80715e-05;2.6252521e-06
scholarly;3.25216e-05;3.2343055e-06
practical;8.092059e-05;4.6263787e-05
recompile;1.2203492e-06;2.2023783e-05
timeto;1.39718195e-05;6.850199e-06
flourish;1.8169327e-05;2.8372456e-06
ware;2.6418886e-06;4.2526794e-05
clesun;2.0761672e-05;2.8042145e-06
negligence;8.689935e-06;1.4993927e-06
myunderstande;9.731264e-06;4.4828043e-06
taking;1.108008e-05;8.189316e-06
orother;1.0420352e-05;1.7997673e-06
cultivate;1.2810824e-05;1.6209966e-06
lead;0.00059684186;0.00051325053
guzman;1.3738708e-06;1.7531274e-05
hughe;3.0048057e-05;0.0001549163
heterosexual;8.466942e-05;3.4340692e-06
herb;8.134587e-06;1.5112528e-05
marry;0.00016830768;5.2496407e-06
identical;3.888838e-05;0.00012693099
american;0.0010595984;2.3099015e-05
federalist;3.2209555e-05;1.96772e-06
addiction;1.4588935e-05;1.931255e-06
jesse;7.172887e-06;5.1644416e-05
tony;2.3688186e-05;0.00027499528
somethingthat;1.3522362e-05;2.795978e-06
kermit;8.4393105e-06;2.5296995e-05
milage;1.3304981e-06;2.060591e-05
speaker;3.2060358e-05;0.00015395823
chicago;5.7091605e-05;0.00021973312
nightline;1.44248215e-05;2.8799172e-06
identifiable;1.3905481e-05;1.9312772e-06
goodbye;7.776441e-06;8.57989e-06
intoa;1.2631471e-05;1.1466428e-05
purchase;0.00013543134;0.00033841067
greenbelt;2.2171214e-06;1.9860781e-05
oblige;3.039382e-05;5.5857945e-06
tail;3.8347716e-05;4.4279677e-05
levin;1.44662745e-05;1.1556928e-05
yearwood;1.3573054e-05;2.0873167e-06
luriem;1.3795991e-06;4.576201e-05
rutledge;3.1087715e-05;1.933961e-06
normal;0.00019300473;0.0003957576
namely;5.9988437e-05;1.938543e-05
carleton;7.2700845e-05;8.811803e-05
thepresident;8.380977e-06;1.3938741e-06
ethan;2.6946916e-06;4.2314347e-05
dietary;4.5013043e-05;2.0413086e-06
objection;0.00010267972;4.290037e-06
interaction;2.108121e-05;4.0492545e-05
peak;1.1913123e-05;0.0001247984
theearth;1.2225292e-05;2.4687965e-06
cohen;1.2991139e-05;4.1650615e-05
jesus;0.0012276707;0.00010980128
guvax;4.435057e-06;2.7824308e-05
cruz;1.2881575e-05;1.1971965e-05
pain;0.00033317076;3.6704783e-05
vast;9.2297945e-05;1.8487099e-05
parish;2.2643599e-05;4.618023e-06
strength;9.2022055e-05;3.5774614e-05
prentice;4.32307e-06;2.812819e-05
rifle;0.000112925016;3.020369e-06
annihilate;1.2843792e-05;1.5524688e-06
yeltsin;4.9939143e-05;2.4220685e-06
luddington;1.2077155e-06;1.3885968e-05
jebright;1.2828234e-05;4.395728e-06
protection;0.00019961812;0.00018404437
baptize;6.084181e-05;1.5269694e-05
riordan;2.0522648e-06;2.203022e-05
freshman;2.0142168e-05;6.4607657e-06
allegiance;1.0918108e-05;1.5752166e-06
uhunix;1.981719e-05;2.3095215e-06
compliment;6.05732e-06;9.173602e-06
wage;5.113114e-05;3.3475874e-06
yang;4.156976e-06;7.827169e-05
court;0.00068552676;8.530236e-06
dissolve;1.874172e-05;4.011573e-06
notebook;6.0765906e-06;0.000108745684
distort;3.6013218e-05;1.1348035e-05
uoknor;2.7972405e-06;0.00018340761
international;0.00031813452;0.0002504001
dryden;4.2053216e-05;5.4628013e-06
kidnap;8.562332e-06;1.6798633e-06
carter;5.997757e-05;8.7768756e-05
patient;0.00048488358;6.7239657e-06
hobokenite;1.3307543e-06;1.48959625e-05
devotion;1.3970313e-05;2.4098572e-06
show;0.0017082599;0.0006866105
misery;1.6920403e-05;2.5122679e-06
leghorn;2.9731807e-06;1.553739e-05
equip;4.167672e-05;4.259659e-05
winding;1.9104107e-06;2.2149998e-05
entertainment;2.0753783e-05;2.1176147e-05
evolution;7.5512966e-05;9.976938e-06
kuhub;1.3177108e-05;1.0566749e-05
campaign;0.0001278629;3.128247e-06
treaty;5.979812e-05;1.5692385e-06
wasthe;1.9372901e-05;6.8053805e-06
enjoy;0.00012153001;0.0001555063
bferrell;1.4633762e-06;2.5413641e-05
occupy;0.00025626487;2.848274e-06
knox;3.4828547e-05;1.3657127e-05
vault;9.773036e-06;8.512784e-06
conversation;0.00024330016;8.389466e-06
zaphod;3.1898032e-06;2.2116645e-05
rusty;3.4692248e-06;4.0014133e-05
blade;2.3406974e-06;5.3542914e-05
affirm;2.9551613e-05;2.434595e-06
noisy;3.3086073e-06;8.2816696e-05
wainwright;2.5560877e-05;1.7900753e-06
nada;1.7731694e-06;4.384591e-05
atall;6.195613e-06;3.0773626e-06
serve;0.000562947;5.4007283e-05
contain;0.00022309776;0.0008979895
ripken;1.2676561e-06;2.913755e-05
package;0.00013823208;0.0012175948
principle;0.00029155877;1.2386931e-05
csuohio;1.286221e-05;2.8840757e-06
supper;9.694231e-06;1.4841136e-06
rocket;0.0003207145;6.829638e-06
editorial;6.0471015e-05;6.652275e-06
james;1.6357893e-05;9.6265585e-06
usask;8.203753e-06;1.2375631e-05
theyget;5.2224536e-06;5.096027e-06
sharon;3.7324764e-05;4.7246854e-06
seemingly;1.8061068e-05;1.11936115e-05
unplug;1.2672065e-06;3.1228235e-05
similarity;2.1765787e-05;9.881272e-06
enormous;4.0767398e-05;6.8198688e-06
balcony;5.8063164e-05;3.4464315e-06
beginning;3.9002305e-05;1.6772756e-05
buildup;6.010351e-06;3.648443e-06
scoring;2.9881355e-06;8.00979e-05
comment;0.000409858;0.0006254591
exclusion;1.2010795e-05;1.1805172e-05
locale;1.2947892e-06;3.6945774e-05
keyseach;9.775582e-06;3.9034534e-05
shading;1.380098e-06;3.2267064e-05
task;9.061738e-05;0.00014571815
intrusive;6.9321864e-06;2.9665223e-06
selfish;5.1243373e-05;2.751679e-06
faction;1.5436284e-05;1.6441669e-06
escrow;0.0004961918;3.961477e-06
blazer;1.6173755e-06;2.7464446e-05
noproblem;2.619138e-06;1.2549444e-05
graduation;2.5539946e-06;6.3870607e-06
stampfli;4.0293903e-06;1.027767e-05
ludwig;1.1339672e-05;2.2929706e-05
utarlg;1.8476787e-05;2.0626012e-06
saying;4.4881064e-05;3.0991052e-06
programin;1.01773785e-05;6.1213564e-06
christmas;8.497486e-06;9.037991e-06
