;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
cobra;5.4094003e-06;1.8100487e-05;1.949231e-06;1.1631755e-06;1.4100344e-06;3.164884e-05;1.2489996e-06;1.2006738e-06;2.1201013e-06;3.5036373e-05;1.2637488e-06;1.4110659e-06;1.2770936e-06;1.7495087e-06;2.8195911e-06;1.6229533e-06;2.2577122e-05;8.941836e-07;1.2407729e-06;0.000111584726;4.172483e-06
search;1.3095575e-05;9.9283934e-05;0.00014620551;0.0011442559;3.9200266e-05;5.4632997e-06;4.689463e-06;1.0448427e-05;0.0016920494;0.0005929097;0.0006967317;4.9303158e-06;4.984184e-06;0.00022697583;1.2859983e-05;7.595517e-05;0.00035559692;8.763427e-05;0.00024395628;7.319367e-05;2.3154212e-06
clarity;1.7906553e-06;1.0269176e-06;1.7559541e-06;1.1057215e-05;1.5737603e-05;3.3384556e-06;6.92235e-07;1.1360024e-06;1.1719728e-06;1.5204157e-06;1.3853858e-06;7.233164e-07;6.090317e-07;2.3551506e-06;2.709886e-06;1.4025091e-05;1.6384099e-06;3.145957e-05;2.0303858e-05;5.369563e-06;1.4535832e-06
impeach;1.9108677e-06;8.291113e-07;1.0718906e-06;0.00013696203;4.3840646e-06;8.8119765e-07;3.1668537e-07;3.55187e-07;8.226599e-07;1.1604998e-06;2.2417067e-05;3.4709072e-07;2.8906155e-07;1.4082763e-06;1.9246672e-06;1.0720357e-06;1.15718e-06;9.779311e-07;1.1691151e-06;1.163193e-06;1.1254648e-06
elderly;1.6493616e-06;1.0121273e-06;2.853067e-06;2.8291581e-06;4.848434e-05;1.0039379e-06;1.8320977e-06;3.58142e-06;2.057922e-06;0.00010100715;1.3465809e-06;1.7374227e-06;1.699635e-06;0.00014676641;6.3960724e-05;2.6291767e-05;1.4174212e-06;1.7455e-06;1.8601338e-06;5.5158425e-06;2.4500357e-06
toshiba;1.5634529e-06;1.1179524e-06;9.4984074e-07;7.565637e-07;8.323489e-07;0.00046712905;3.6070537e-07;2.5848908e-07;1.079292e-06;8.015452e-07;1.1058274e-06;4.0919443e-07;3.221484e-07;9.0682676e-07;1.1009292e-06;5.0478627e-07;2.947597e-06;6.559498e-07;8.978093e-07;1.1847545e-06;1.0471294e-06
tumor;1.5093117e-06;7.835627e-07;3.004804e-06;1.0110231e-06;7.917893e-07;7.8347244e-07;3.887288e-07;7.733252e-07;1.1747267e-06;9.3049346e-07;6.1659307e-07;3.9479386e-07;3.5172596e-07;0.00030035162;1.7669083e-06;1.0057205e-06;1.6419513e-06;1.240063e-06;1.0843878e-06;6.4983305e-07;8.071012e-07
richardson;0.00010175557;0.00040364583;2.2981071e-06;1.7288065e-06;1.6679276e-06;2.0182513e-06;1.1419623e-06;1.8517876e-06;4.527988e-06;1.0911361e-06;1.3438239e-06;1.2828508e-06;1.1535059e-06;2.4176281e-06;1.9286194e-06;1.3877486e-06;7.584685e-06;1.01860205e-05;1.7922234e-06;7.793343e-05;6.159548e-05
heritage;2.1848261e-06;1.1062542e-06;1.7528705e-06;5.771045e-06;3.6237485e-05;2.8221325e-06;1.0846998e-06;1.291402e-06;3.3204944e-06;0.0001581109;1.3733165e-06;1.1077897e-06;9.830637e-07;2.2422441e-06;6.651865e-05;3.0281976e-06;2.1728724e-06;4.2731655e-05;2.5489253e-06;5.4985476e-06;5.3201356e-06
slow;2.6585997e-06;0.00088670145;0.00018633285;3.8564256e-05;5.680613e-05;0.0018051809;6.0112976e-05;0.00057045446;5.9917516e-06;2.0900973e-06;2.3828188e-05;5.718991e-05;6.0741135e-05;0.00020433479;0.00015059907;9.7260345e-06;6.234858e-06;3.0466663e-06;4.8719753e-06;0.00045898688;0.00025476364
becausehe;2.336669e-06;8.9139775e-07;1.2521397e-06;5.5603065e-05;1.6909637e-06;1.1068232e-06;9.105012e-07;8.5172684e-07;8.3508513e-07;1.1345372e-06;1.097293e-06;1.0282959e-06;8.210124e-07;3.2329679e-06;3.527236e-06;1.4188912e-06;1.7089376e-06;1.4630323e-06;1.5311472e-05;1.3054256e-06;6.224848e-05
mechanism;7.395247e-06;0.00015365214;0.0003943408;6.197666e-06;0.0001670204;0.00022998458;2.5632355e-06;2.818741e-05;0.00021519899;5.9488e-06;0.00034301073;2.4972667e-06;2.3037767e-06;0.00013024625;3.5281141e-06;2.1549957e-05;9.486763e-06;3.0406113e-06;0.0002248813;1.735622e-05;2.7415765e-06
thegovernment;1.7211747e-06;9.56799e-07;1.7856794e-06;0.000150667;0.00012791531;9.861371e-07;6.3713924e-07;9.997336e-07;1.3157168e-06;2.9800021e-05;0.00039827052;6.672654e-07;5.679096e-07;1.4894958e-06;9.131878e-06;2.07901e-06;1.0076695e-06;1.512728e-06;1.755716e-06;1.2669075e-06;1.519555e-06
flux;1.8178708e-06;1.102998e-06;0.00012719708;4.0544996e-06;2.3846796e-06;1.6207612e-06;2.1716203e-07;5.2966084e-07;2.1879514e-06;1.1823608e-06;9.1184455e-07;2.3397321e-07;1.9325098e-07;8.577091e-06;1.2888424e-06;1.4095326e-06;1.4143723e-06;4.956339e-06;1.4311381e-06;1.51677e-06;1.0408153e-06
ofthis;1.7064715e-06;2.3134035e-05;8.586127e-06;2.0697202e-05;8.4227526e-05;1.6160769e-06;2.255028e-06;7.897981e-06;2.9008932e-06;5.6153065e-05;3.1065487e-05;2.1344024e-06;2.0003881e-06;7.963631e-06;2.920525e-05;2.912338e-05;1.7165148e-06;2.3803443e-05;9.262607e-05;5.2658092e-06;1.895969e-06
mindlink;7.2659377e-06;1.2351013e-06;1.6216583e-05;1.3473951e-06;1.389876e-06;2.4184787e-06;1.0355835e-06;5.049776e-07;2.2913202e-06;1.4693419e-06;1.0120438e-06;1.2641284e-06;9.978488e-07;2.2694887e-06;1.6549111e-06;1.7312549e-06;0.00022638796;2.9322831e-05;1.9134059e-06;1.6932802e-06;3.707132e-05
think;0.0009864453;1.08289705e-05;0.0005430267;0.003223474;0.0010808465;0.00025898422;0.022266382;0.005452825;1.1323026e-05;0.0003274304;0.0010224059;0.02375335;0.020656714;0.0007669016;0.0080369925;0.009800878;1.8881765e-05;0.0029079549;0.0077984734;0.00167948;0.0041380883
believer;1.7897079e-05;9.987962e-07;1.6313624e-06;1.6473653e-06;1.8694018e-06;1.0280788e-06;7.0703277e-07;7.442203e-07;1.3585234e-06;2.6944062e-06;1.3106916e-06;7.304007e-07;5.9613944e-07;2.4833587e-06;3.8534167e-06;1.2385234e-06;1.4687507e-06;0.0007303514;0.00070811925;1.4078798e-06;2.4040937e-06
suspension;2.1740514e-06;9.300654e-07;1.4960431e-06;1.9433824e-06;6.993723e-06;1.0768217e-06;6.544393e-07;8.9928113e-07;1.2739978e-06;9.079024e-07;1.0712723e-06;7.2151346e-07;6.4809694e-07;9.870349e-07;2.0430982e-06;1.1069343e-06;2.2515187e-06;8.136915e-07;8.3582694e-07;0.0003818702;4.7896506e-06
illicit;1.4483492e-06;1.0295221e-06;1.4060955e-06;1.5112837e-06;9.589061e-06;1.0360523e-06;3.311275e-07;7.0476085e-07;3.803308e-06;3.452185e-06;5.4281627e-05;3.473689e-07;2.9052575e-07;1.5186259e-06;1.6175175e-06;1.0627784e-06;1.4468627e-06;1.4211279e-06;9.82972e-06;1.1166142e-06;1.2152256e-06
upthe;1.7482577e-06;1.3154985e-06;1.7090663e-06;1.5131296e-06;1.2587098e-05;1.8318866e-05;1.6429162e-06;2.5182462e-06;1.3324288e-06;1.2077304e-06;6.084195e-06;1.6628022e-06;1.5347266e-06;3.828904e-06;1.4998396e-05;1.4710902e-06;2.386363e-06;1.0075923e-05;2.532012e-06;4.280171e-05;1.5085109e-06
rise;0.0010418936;2.572155e-06;0.00013282034;6.2636605e-06;0.00026330503;3.4646928e-05;4.3602337e-05;1.847792e-05;8.853804e-06;0.00027248662;1.6747534e-05;4.4556775e-05;3.9041868e-05;0.00053625205;0.0001286919;0.0003690988;6.0109734e-05;0.0012303443;2.4085859e-05;9.214027e-05;0.0005505215
economical;1.9234246e-06;1.1976414e-06;2.0701268e-06;1.5970818e-06;2.9441348e-05;2.9010194e-05;8.216497e-07;1.1668313e-06;1.6735465e-06;5.5545403e-05;1.3059216e-06;8.8402265e-07;7.709675e-07;1.502033e-06;4.435543e-06;1.8874083e-06;2.6355121e-06;1.2579358e-06;1.7261142e-06;3.4361863e-05;1.3119311e-06
geometric;9.025905e-05;5.1142774e-06;3.5935782e-06;8.8348486e-07;1.771699e-06;1.3309253e-06;1.550793e-07;2.9505154e-07;0.0002201486;1.1999431e-06;1.2706953e-06;1.7245209e-07;1.469433e-07;2.4054e-06;1.0415071e-06;8.0941567e-07;4.8819093e-06;9.3087124e-07;9.913545e-07;4.920046e-06;1.3902712e-06
benchmark;2.2103357e-06;1.5545638e-05;1.7053296e-06;7.5080277e-07;1.2047834e-06;0.00034407346;4.453093e-07;7.1110713e-07;3.575792e-05;9.567383e-07;1.2943126e-06;5.085121e-07;4.332315e-07;1.519337e-06;1.2553847e-06;7.7542813e-07;1.7350767e-05;7.5065145e-07;9.663278e-07;1.3045351e-05;1.2404553e-06
freedom;6.156371e-05;1.6549941e-06;6.858922e-05;0.0005651888;0.0014570751;1.5410805e-06;1.42486415e-05;1.0816597e-05;2.387506e-05;0.0004637216;0.00059440173;1.3262516e-05;1.19444185e-05;1.0285243e-05;0.0022394932;4.357547e-05;1.9372023e-06;9.4069455e-06;0.00036302983;2.1066642e-06;4.838988e-06
foreskin;0.00010056092;8.738323e-07;1.9022368e-06;5.766495e-06;1.190737e-06;8.852255e-07;4.904381e-07;4.4618378e-07;1.3438286e-06;9.900801e-07;7.266033e-07;5.2440237e-07;4.498515e-07;9.0201356e-05;2.630327e-06;9.742145e-07;1.8425723e-06;1.2999158e-06;1.2923091e-06;1.0358181e-06;1.1642137e-06
enthusiastic;2.5477107e-06;1.1803922e-06;4.749154e-06;5.4257143e-06;5.3033786e-05;1.2319335e-06;1.6204435e-06;3.755161e-06;8.365618e-06;1.0954549e-05;1.6517971e-06;1.6781083e-06;1.4270643e-06;2.1981508e-05;1.0773103e-05;6.6898547e-06;1.8892922e-06;3.0135845e-06;2.2580603e-05;1.6185508e-06;3.6741967e-05
howmuch;4.8475863e-06;1.1797282e-06;3.994769e-05;4.192067e-06;1.7668176e-06;2.1347823e-06;7.668176e-07;7.9268625e-07;1.5812983e-06;1.1485273e-06;1.2516324e-06;8.680608e-07;7.378841e-07;2.2583781e-06;1.4990266e-06;1.8658178e-06;9.115608e-06;1.5616017e-06;1.4292981e-06;3.5259283e-05;1.3484394e-05
dire;4.086802e-06;9.735306e-07;1.5779108e-06;2.69628e-06;1.8490186e-06;1.307141e-06;9.122117e-07;8.9279104e-07;1.2700673e-06;2.6921756e-05;1.2331762e-06;1.004918e-06;8.469085e-07;1.9602278e-06;2.6635412e-06;3.5676876e-06;3.2719063e-06;3.0890271e-06;1.0017038e-05;1.4100936e-05;2.125366e-05
senseless;2.4714403e-05;1.109272e-05;1.4291116e-06;2.7651513e-05;2.3106056e-06;1.3673113e-06;1.1570731e-06;6.0964635e-07;1.4879054e-06;2.3555813e-05;1.1181703e-06;1.2287727e-06;1.1218601e-06;2.4002097e-06;6.181224e-05;4.6798836e-05;4.2744327e-06;1.2201427e-06;1.3891466e-06;1.5751214e-06;1.7694822e-06
binhex;1.9358222e-06;9.614036e-05;1.931732e-06;6.979862e-07;1.2959296e-06;4.9535804e-05;1.6686427e-07;6.237009e-07;7.249328e-05;1.0655145e-06;1.2564029e-06;1.8711467e-07;1.6018564e-07;1.7733958e-06;9.63697e-07;8.029115e-07;4.2834677e-06;7.748306e-07;1.0346205e-06;1.3108111e-06;1.1623787e-06
julie;2.4119538e-06;9.4687664e-07;2.8169019e-05;1.9806748e-05;0.00012146769;1.11495e-06;1.5553424e-06;5.1991265e-06;1.6456564e-06;1.4202234e-06;1.2703124e-06;1.5317166e-06;1.3927506e-06;0.00018918369;1.3014247e-05;4.0490204e-06;1.6196461e-06;1.25947345e-05;2.4084916e-06;1.2530053e-06;1.2690814e-06
enforce;3.101662e-06;1.441811e-06;2.4173285e-06;0.0001645682;0.00044804803;1.4169316e-06;1.8513477e-06;4.753025e-06;5.8212618e-06;0.00013174978;2.9088545e-05;1.914874e-06;1.5747022e-06;3.6830165e-06;1.4393833e-05;7.999205e-06;1.3009458e-06;1.0536571e-05;7.310494e-05;1.7948712e-06;9.345651e-05
gospel;2.2904405e-06;9.57292e-07;2.1512164e-06;1.5465473e-06;1.5696339e-06;1.0242701e-06;4.0176053e-07;6.587864e-07;1.314049e-06;1.5455463e-06;1.1529555e-06;4.0974737e-07;3.3832544e-07;1.2457256e-05;2.554489e-06;1.4184853e-06;1.0629478e-06;0.0012405529;8.248971e-05;9.963712e-07;1.133481e-06
believable;1.91844e-06;9.038762e-07;2.3679318e-06;1.8760229e-05;7.1575228e-06;1.2725274e-06;8.407937e-07;1.3898564e-06;1.0730009e-06;1.1327361e-06;1.1061313e-06;8.8002713e-07;7.6842036e-07;1.0889391e-05;2.4641483e-06;1.5839989e-06;1.6803665e-06;8.146617e-06;6.27932e-05;3.5506473e-05;1.1516183e-06
objectivity;3.3013528e-06;9.182827e-07;2.731153e-06;1.861245e-06;2.783259e-05;1.1323039e-06;1.4470767e-06;1.5347921e-06;1.4148574e-06;5.8928213e-06;1.3539078e-06;1.4919797e-06;1.2503839e-06;2.01396e-06;4.9503607e-05;1.5148448e-06;1.5694557e-06;1.985088e-06;0.00012013777;1.1070194e-06;1.1919517e-05
jrogoff;1.9201862e-06;6.894648e-07;9.101659e-07;9.333569e-07;9.72799e-07;8.5844505e-07;2.9269313e-07;3.179758e-07;8.732384e-07;8.207488e-07;8.789812e-07;3.3661888e-07;2.6270803e-07;1.1076406e-06;1.0834236e-06;8.496391e-07;1.3108667e-06;6.7333605e-07;7.4770435e-07;1.0545367e-06;0.000112908136
ribbon;6.7831675e-06;1.2892771e-06;3.0429997e-06;1.2212677e-06;2.9856321e-06;0.00014726896;9.394225e-07;5.481344e-07;2.1265203e-06;9.527866e-07;2.0934765e-06;1.1047027e-06;8.963403e-07;8.724903e-06;1.7248427e-06;1.0741716e-06;7.098142e-05;7.8163714e-07;1.3234197e-06;2.4002895e-06;2.7330507e-06
hamdan;1.2474542e-06;6.8229264e-07;9.709701e-07;9.230242e-07;1.1872401e-06;7.4598717e-07;1.6737204e-07;2.2179138e-07;9.578079e-07;8.3588944e-05;7.670362e-07;1.8232872e-07;1.5188158e-07;1.1339606e-06;1.2737407e-06;1.2016001e-06;1.0695431e-06;9.121738e-07;9.4927634e-07;8.7845467e-07;8.124065e-07
guerrilla;1.1815763e-06;7.493054e-07;9.304136e-07;9.680418e-07;1.4670178e-06;8.415771e-07;2.0865853e-07;2.7074213e-07;1.1328373e-06;9.35225e-05;2.3072913e-05;2.2202263e-07;1.8644927e-07;1.3054058e-06;1.3432012e-06;1.3763046e-06;1.0446516e-06;9.0975516e-07;9.4000546e-07;8.9199904e-07;1.0109607e-06
pregnency;0.00042837652;8.024848e-07;1.0399895e-06;1.2612131e-06;1.2290507e-06;9.082547e-07;3.7419855e-07;2.1427127e-07;1.0778726e-06;8.8746987e-07;7.150457e-07;4.1290434e-07;3.363511e-07;2.197674e-06;1.3149935e-06;6.330997e-07;1.863245e-06;1.0632525e-06;4.3506698e-06;1.0299227e-06;1.1875663e-06
parasite;5.431711e-06;8.548804e-07;1.7269444e-06;3.8393893e-05;3.0698182e-05;8.993587e-07;7.1057485e-07;1.1084284e-06;1.1013058e-06;1.3266728e-06;1.1520663e-06;7.750563e-07;6.231677e-07;1.2326512e-05;3.3946858e-06;1.7077172e-06;1.3340646e-06;1.6188069e-06;2.0290869e-05;1.0997147e-06;1.532493e-05
starter;3.9726065e-06;6.0127135e-05;3.6374188e-06;7.0578164e-05;3.7353946e-06;1.682672e-06;1.1404702e-06;3.3723286e-06;5.531116e-05;1.2060443e-06;1.5064833e-06;1.314611e-06;1.1203933e-06;4.268613e-06;2.2134814e-06;2.3868088e-06;3.4315979e-06;1.4938072e-06;1.0084431e-05;0.0001829902;0.0009320316
relocate;2.18781e-06;9.618805e-07;1.4066038e-06;1.2055831e-06;1.5481253e-06;1.5512858e-06;4.150098e-07;4.6793608e-07;6.037948e-06;5.257361e-06;1.2031539e-06;4.6946596e-07;3.737386e-07;1.8066215e-06;1.7490751e-06;1.3591984e-05;1.965119e-06;9.1049907e-07;1.0283788e-06;1.3680038e-06;6.501769e-05
adolfo;1.2707776e-06;7.810187e-07;1.1104107e-06;1.009702e-06;1.4370099e-06;9.1678135e-07;3.3195178e-07;4.7524202e-07;9.903263e-07;7.01761e-05;8.572631e-07;3.522978e-07;2.885649e-07;1.3832205e-06;1.6248318e-06;1.1866557e-06;1.1980806e-06;1.603979e-06;0.00011137906;8.061775e-07;8.94993e-07
annoy;5.3272774e-06;4.2819098e-05;1.2195895e-05;8.866319e-06;2.0728834e-05;9.658953e-05;5.296964e-06;8.170439e-06;2.5075083e-06;1.750627e-06;1.5542953e-06;5.624404e-06;5.0661897e-06;2.7474935e-06;3.5508907e-05;2.0196978e-06;6.226943e-06;1.42261e-06;3.3571872e-05;4.4628778e-05;1.3762683e-05
couple;0.00019908215;3.1836673e-05;0.00026812055;1.44105e-05;0.0001364173;0.00070582295;0.002688542;0.0011803408;0.00023500127;2.4686067e-05;0.0001277406;0.002832686;0.002725953;0.0006530663;0.00027859517;0.00079152687;0.00072031864;0.00038626543;0.0002100724;0.0005953362;0.00091801106
wonderful;2.9616498e-05;6.0928414e-05;6.982306e-05;6.0014325e-05;2.4333105e-05;4.7432013e-06;0.00032546843;5.2032185e-05;4.3114183e-06;6.96452e-06;5.8431226e-05;0.00035436123;0.00034548793;2.3791874e-05;0.00014227966;2.9422845e-05;0.00035225152;0.00013074501;0.00010075112;6.165418e-05;6.525694e-06
aiaa;1.7847054e-06;9.851246e-07;0.00021774483;9.963316e-07;1.5559343e-06;9.92858e-07;1.4552023e-07;3.2555926e-07;2.0753982e-06;1.1333358e-06;8.5179323e-07;1.5818591e-07;1.2985508e-07;2.1637466e-06;8.2142935e-07;9.843541e-07;1.2236532e-06;8.206288e-07;8.733558e-07;1.5267226e-06;1.049689e-06
awake;2.4806907e-06;1.1071577e-06;1.9610056e-06;2.2357766e-05;1.9005598e-06;1.5366161e-06;1.3607633e-06;8.1270485e-07;1.4601318e-06;1.4231893e-05;1.1888363e-06;1.5446695e-06;1.3310673e-06;1.3793963e-05;3.998739e-06;4.0301664e-05;2.7786811e-05;4.6119826e-06;1.7588465e-06;5.271404e-06;1.02077765e-05
charlie;0.0003183887;3.306592e-06;2.4954132e-05;1.8683497e-06;2.7566566e-06;1.2791465e-05;5.454829e-06;3.0140466e-06;9.620671e-06;1.7463999e-06;4.193445e-06;6.4065084e-06;5.1248817e-06;3.214563e-06;2.457746e-06;2.0622685e-06;2.9421612e-05;4.8831016e-06;0.00017115711;6.771038e-05;0.00022383139
caller;3.2201349e-06;1.9428442e-06;2.2332194e-06;3.489322e-06;2.3669322e-06;3.5035162e-06;7.628635e-07;5.900443e-07;9.254277e-05;4.09204e-06;2.7197026e-05;9.1892343e-07;7.5552083e-07;4.0721134e-06;1.9542642e-06;1.5623835e-05;0.00018214653;1.0253968e-06;1.2652052e-06;1.7001702e-06;2.561441e-05
thekey;1.3919077e-06;2.2184552e-06;1.2363462e-06;1.1207131e-06;1.3549736e-06;2.1552398e-05;5.607307e-07;7.0462244e-07;1.1868251e-06;9.33999e-07;9.406524e-05;6.0325425e-07;5.2291193e-07;1.1919275e-06;1.5171611e-06;8.892193e-07;2.3026641e-06;7.7716027e-07;9.673531e-07;2.7850194e-05;1.3903257e-06
commect;1.1366261e-06;7.4838056e-07;7.4804905e-07;9.1301223e-07;1.1281942e-06;8.84833e-07;2.2433345e-07;3.0427873e-07;9.679243e-07;8.750861e-07;0.00020031896;2.3930323e-07;1.9852666e-07;1.0698664e-06;1.033891e-06;6.3342287e-07;1.0683464e-06;7.374332e-07;8.324231e-07;9.219234e-07;1.1909767e-06
patently;1.5101122e-06;8.690627e-07;2.2452998e-06;1.616612e-06;1.396823e-06;1.0188804e-06;1.258917e-06;1.546955e-06;1.1831648e-06;1.3729355e-06;4.4596186e-06;1.1902282e-06;1.0967035e-06;0.00016144829;2.474162e-05;6.971553e-06;1.3265932e-06;2.7013199e-05;3.6942183e-05;1.3063819e-06;1.1382537e-06
bsuvc;9.613932e-05;9.182214e-07;1.1513578e-06;1.1760463e-06;1.424934e-06;8.9240154e-07;5.0520003e-07;3.408901e-07;4.148679e-06;9.772864e-07;1.0659608e-06;5.81144e-07;4.5555026e-07;1.6422313e-06;3.5773942e-06;1.0286705e-06;2.01851e-06;7.502808e-07;8.552336e-07;1.2263641e-06;0.0002069125
sudan;2.4120527e-06;8.058439e-07;1.2452197e-06;9.808998e-07;1.3040761e-06;8.601077e-07;2.2768653e-07;2.8849908e-07;1.2250247e-06;0.00013533527;7.682866e-07;2.4154056e-07;2.0193436e-07;1.3012295e-06;2.1264098e-06;1.5115733e-06;1.1393635e-06;1.6157337e-05;2.6698908e-06;1.0192022e-06;8.787828e-07
toyota;2.3912216e-06;1.2192424e-06;1.8754458e-06;1.090773e-06;1.4005352e-06;1.3804976e-06;7.9385046e-07;7.843894e-07;9.655972e-07;9.052913e-07;1.168761e-06;8.645933e-07;8.2722124e-07;1.5419745e-06;3.886622e-06;1.0250559e-06;3.176925e-06;9.91758e-07;8.1454255e-07;0.0011857703;1.415479e-06
biological;3.591152e-06;2.7636463e-06;7.4535485e-05;9.8259545e-05;3.4810532e-06;1.5651444e-06;6.6238107e-07;2.0733698e-06;0.00020405477;2.2141123e-06;1.6003339e-06;6.631931e-07;5.898649e-07;0.00044318938;4.377317e-06;0.00012893071;3.329973e-06;1.96013e-05;0.000110052795;1.8355579e-06;2.2383779e-06
meanwhile;2.6210714e-06;7.2498574e-06;6.779772e-05;7.1443765e-06;9.494166e-06;2.4890842e-06;2.2712538e-06;2.7090807e-06;3.0806605e-06;0.00018738702;5.5950524e-05;2.2833265e-06;2.020807e-06;7.4472273e-06;8.416019e-05;6.0787403e-05;1.5439392e-06;1.8405763e-06;1.8417916e-06;1.9760407e-06;0.0001392057
email;0.0003829828;0.0010992727;9.861289e-06;1.6347699e-06;4.1051508e-06;0.0006035991;1.9376014e-06;7.1457276e-07;0.0033668685;2.944029e-06;4.4142075e-06;2.6192351e-06;2.3151238e-06;7.04687e-06;2.4088438e-06;3.2882597e-06;0.01444249;2.3964194e-06;5.0098283e-06;9.025886e-05;5.8317587e-06
philip;4.457821e-05;1.0354472e-05;1.986327e-06;1.5090238e-06;2.4185765e-06;0.00013970783;6.698966e-06;1.7538376e-06;2.707665e-05;5.1458696e-06;9.5039904e-05;8.475258e-06;6.933515e-06;6.8596014e-06;4.554286e-06;1.9071231e-06;0.0011295265;1.7588917e-06;2.1272913e-06;8.272659e-06;0.000120300974
dedicated;2.7701383e-06;1.5332739e-06;2.0219055e-05;1.7161545e-06;8.6980785e-05;1.3248151e-06;6.667051e-07;1.9390527e-06;6.557522e-05;2.1230783e-06;6.80924e-05;6.515472e-07;6.055457e-07;2.5701866e-06;2.495825e-05;1.97332e-06;2.5863515e-06;4.3157546e-05;2.1369171e-06;3.060137e-05;1.7052993e-06
mosaic;0.0002192059;1.015767e-05;2.0442887e-06;9.566844e-07;1.6677161e-06;1.0851451e-06;2.3667053e-07;3.548444e-07;5.729137e-05;3.2852256e-06;9.728238e-07;2.568392e-07;2.1416837e-07;1.8620439e-06;1.3771001e-06;3.6970157e-06;2.7694996e-06;3.9380404e-05;1.6790026e-06;1.1882454e-06;1.4124073e-06
negative;3.7287557e-06;2.7239935e-06;6.531193e-05;3.5019334e-06;0.0001078265;2.556938e-05;7.5979086e-05;0.00023326115;6.1930264e-06;1.8947692e-05;2.6191954e-06;7.7056284e-05;7.56285e-05;0.00053296506;5.611693e-05;6.977553e-06;0.00033748665;0.00010764068;0.00017769117;5.110838e-05;3.3266602e-05
calm;2.1342596e-06;1.2352521e-06;7.9041265e-06;4.0728322e-05;3.1164736e-06;1.976333e-06;2.3516907e-06;9.457293e-07;1.7211449e-06;8.8852175e-06;1.422616e-06;2.462107e-06;2.2289523e-06;1.393798e-05;0.00018654783;0.0009302827;4.450649e-06;2.1182318e-06;7.0997744e-06;1.8194714e-06;2.1146948e-06
racist;2.074886e-06;1.0691072e-06;1.3645214e-06;2.3298846e-06;1.2090346e-05;9.341297e-07;1.3890345e-06;8.94035e-07;1.7944108e-06;0.00046517668;1.14303e-06;1.3649145e-06;1.2144949e-06;2.2083193e-06;0.0005087418;2.1351007e-06;1.0994183e-06;3.8104945e-06;6.0296134e-05;9.899014e-07;2.106973e-06
misrepresentation;1.9252286e-06;7.6681647e-07;1.0541328e-06;1.8299111e-06;1.9656477e-06;9.0069176e-07;4.0140932e-07;5.4024605e-07;9.0778695e-07;3.9165e-06;9.282201e-07;4.1686533e-07;3.4546022e-07;1.6140255e-06;3.5432336e-06;9.730306e-07;1.2325097e-06;4.045177e-05;4.5887744e-05;9.20143e-07;9.54301e-07
coffin;1.8478898e-06;8.7536876e-07;6.445275e-06;1.7713954e-05;1.8022254e-06;9.545134e-07;2.8714175e-07;4.1705474e-07;1.1815264e-06;7.139167e-05;1.4445973e-06;3.1109394e-07;2.7355324e-07;1.5705153e-06;1.5135582e-06;1.9622346e-06;1.1466493e-06;9.648342e-07;9.735994e-07;3.2166354e-05;1.0891654e-06
burn;4.188085e-06;2.1877281e-06;0.00036238515;0.0033419747;7.951757e-06;4.321152e-06;2.1223236e-06;2.629871e-06;3.7213038e-06;0.00048651933;3.4970644e-06;2.1768153e-06;1.9486097e-06;0.00017094411;1.8445195e-05;0.0013394603;1.3728452e-06;0.00040181112;6.5050986e-06;7.3693416e-05;1.2234633e-05
thepopulation;1.6044123e-06;8.630895e-07;1.3061593e-06;1.9336433e-06;2.8191787e-05;9.819797e-07;5.2146356e-07;1.0743338e-06;1.2916807e-06;1.6208103e-05;1.608503e-05;5.4550077e-07;4.4905767e-07;1.4742528e-06;2.5866768e-06;1.5833857e-06;1.1471066e-06;2.5432967e-06;2.2975173e-05;1.0692112e-06;4.2429174e-06
playersin;1.6382533e-06;6.635066e-07;8.4259074e-07;9.0007023e-07;9.0669727e-07;7.4913044e-07;2.9065922e-07;3.1165882e-07;7.953656e-07;7.9034214e-07;9.0737274e-07;3.35477e-07;2.5850247e-07;1.1137312e-06;9.932143e-07;8.12472e-07;1.1450027e-06;6.3807653e-07;7.439403e-07;9.892417e-07;0.00013890328
rotor;1.996257e-06;1.1253428e-06;1.9318113e-06;1.315731e-06;1.1490677e-06;1.2227172e-06;4.9353713e-07;6.934601e-07;3.2526732e-06;9.279201e-07;2.8449622e-06;5.426366e-07;4.999897e-07;1.5020402e-06;1.2221941e-06;9.3949836e-07;2.1433511e-06;7.9057185e-07;7.7515807e-07;0.00052126026;1.5217231e-06
temperature;3.3674037e-06;1.559527e-06;0.0012930806;3.6558192e-06;3.1209438e-06;1.5864705e-06;6.947555e-07;2.4083092e-06;5.694319e-06;3.1339202e-06;2.0330572e-06;7.24164e-07;7.015262e-07;0.00011983889;1.6161512e-06;2.5849013e-06;2.363481e-06;1.0228115e-06;1.0792705e-06;0.0006689521;2.1335827e-06
recommendation;6.714948e-06;6.770834e-06;8.90988e-06;1.5501695e-06;5.183439e-06;0.00017930246;3.101832e-06;2.640655e-06;5.435568e-05;1.896247e-06;1.7045005e-06;3.5541784e-06;3.3634678e-06;0.0002647716;3.1353402e-06;0.00027996037;0.0006004399;1.1195133e-06;1.821699e-06;0.00011921824;1.9010096e-06
