;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
brinich;8.578163e-07;3.3790366e-07;1.0158859e-06;6.9528437e-07;1.1736345e-06;7.886402e-07;3.2994194e-07;0.0004523087;9.71455e-07;3.188948e-07;7.948549e-07;9.636109e-07;1.1026162e-06;7.8922034e-07;6.5208843e-07;8.5105665e-07;9.325725e-07;1.4197115e-06;3.64062e-07;9.171111e-07;3.2671463e-07;1.1111082e-06;1.1327593e-06
shoulder;1.4761756e-06;5.7869373e-05;2.009326e-06;1.4890716e-06;3.1543707e-06;2.8933468e-06;4.655984e-05;1.5814579e-06;2.6710086e-06;6.470668e-05;3.6830086e-05;2.6580785e-06;2.1271815e-05;4.1245885e-06;5.6710614e-06;0.00015007632;0.00025157377;6.1805076e-05;5.55159e-05;3.395521e-05;5.135756e-05;7.189161e-05;4.278772e-06
sign;0.00012415877;0.0001175825;0.0010696898;5.791343e-06;7.1985182e-06;7.271612e-06;0.00012529905;0.00046959787;0.0005824588;0.000114125716;0.0003405328;0.00038696697;0.00023773928;1.6132517e-05;0.0002611952;0.0009862635;0.00033597965;0.00025594156;0.00011633108;0.00015065882;0.00011783828;1.5605876e-05;0.00017370956
hunt;2.7736294e-06;6.2265476e-06;4.0433224e-06;2.411501e-06;1.9783836e-06;4.6289906e-06;6.044686e-06;3.2745345e-05;4.479757e-06;5.8386936e-06;3.1676705e-06;6.147585e-05;0.0011100584;3.343867e-05;6.9509246e-05;1.4938176e-06;0.0001133146;1.8944304e-06;6.387589e-06;2.3005787e-06;6.0442476e-06;4.4052767e-06;0.00027715697
csuchico;6.264688e-06;7.879599e-07;5.1535917e-06;1.1633277e-06;2.6614865e-05;0.00015346744;7.801169e-07;1.0319854e-06;1.2789936e-06;8.3044773e-07;7.0889924e-05;1.1695262e-06;6.748275e-05;6.649528e-07;7.6569705e-07;1.2040894e-06;1.5434346e-06;1.5073756e-06;8.4814457e-07;1.1761753e-06;8.633393e-07;1.1641561e-06;2.2679182e-05
duke;1.2520071e-05;1.9983477e-06;0.00035282617;4.528055e-06;2.3244702e-06;4.947344e-06;2.5315157e-06;1.6651421e-06;4.43463e-06;1.8871607e-06;2.3254765e-06;7.8297504e-05;0.001789316;1.6130372e-06;9.011032e-07;0.0010437868;1.2244845e-06;2.7099686e-06;2.1131395e-06;3.0927451e-06;2.4048684e-06;1.1857003e-06;3.1602851e-06
darius;8.6038483e-07;5.8660333e-07;1.38523355e-05;9.1814127e-07;6.698504e-07;1.0754882e-06;5.2100427e-07;7.1504877e-07;1.2497997e-06;5.231423e-07;1.339981e-06;1.2733159e-06;1.3344509e-06;1.7875785e-06;0.00031459972;9.069294e-06;7.330363e-05;1.0413819e-06;5.6349285e-07;1.1150788e-06;5.183957e-07;1.049482e-06;1.4010379e-06
fort;3.0790754e-05;1.1588403e-06;6.66301e-05;2.1807977e-05;2.771746e-06;1.3640073e-05;1.2204553e-06;9.661554e-05;1.3873908e-05;1.0577495e-06;5.0505096e-06;1.6815659e-06;2.2985032e-06;1.2833838e-06;9.051659e-07;0.00023539521;1.4048858e-06;4.6081855e-06;1.190597e-06;1.5821239e-06;1.2097894e-06;5.1893135e-06;2.6665416e-06
grin;1.2611982e-06;1.382877e-06;1.8692862e-06;9.925704e-07;1.5800828e-06;1.7475352e-06;1.204479e-06;9.16622e-07;1.2019126e-06;1.3952098e-06;3.176769e-05;1.7659975e-06;3.35956e-06;4.7101254e-05;1.4186215e-06;1.2344246e-06;2.4102694e-06;1.4581673e-06;1.4214509e-06;2.1770851e-05;1.2027134e-06;1.7690824e-06;1.4141759e-06
anda;1.7891656e-05;5.1029256e-06;5.523097e-05;4.565245e-06;9.8242e-05;4.6211303e-06;4.718758e-06;7.5339144e-06;1.0372335e-05;5.0122926e-06;1.9087363e-05;3.030605e-06;0.0001766902;2.8493023e-06;1.1516018e-05;2.7535465e-05;3.4717974e-05;2.745338e-06;5.1084144e-06;2.1389003e-05;4.932682e-06;2.9223913e-05;2.1873273e-06
itis;4.071386e-06;0.0003299967;8.127494e-06;6.768361e-05;3.9924165e-05;1.9355353e-05;0.00031139693;5.4423754e-06;8.652846e-06;0.0003276535;2.8009179e-05;5.7827903e-05;0.0001796033;0.00015969793;0.00017645428;2.9936205e-06;5.6820576e-05;5.395971e-06;0.00034554256;4.1992495e-05;0.00030668257;3.239848e-05;7.332636e-06
tote;9.2842856e-07;3.445922e-07;1.152183e-06;6.2392263e-07;6.724105e-07;8.0529446e-07;2.9133304e-07;8.3522764e-07;1.0632616e-06;3.9194515e-07;9.100954e-05;1.4516326e-06;1.9598797e-06;7.384416e-07;7.784169e-07;1.1480279e-06;1.2269487e-06;1.111468e-06;3.7789292e-07;1.0977891e-06;3.1905438e-07;7.941686e-07;2.6249641e-05
christiansen;1.1662607e-06;5.3045403e-07;1.0651735e-06;1.0068176e-06;8.760307e-07;9.193419e-07;4.5405326e-07;8.2019847e-07;8.6375474e-07;5.2455965e-07;8.408433e-07;9.3268187e-07;1.0665684e-06;1.4261254e-06;4.728628e-05;8.2398793e-07;4.6949367e-06;1.1568609e-06;5.516272e-07;1.1262665e-06;4.7550208e-07;4.946658e-05;1.0225783e-06
memorial;3.1222157e-06;6.207014e-07;0.0007564136;1.0401623e-06;1.0128724e-06;2.0302427e-06;6.478959e-07;9.196683e-07;6.650863e-05;5.741782e-07;1.2161111e-06;2.7246992e-06;1.5815576e-06;1.5918821e-06;3.3419357e-05;6.751207e-05;2.0710618e-06;1.5390495e-06;6.297203e-07;1.4665405e-05;5.91205e-07;1.2896728e-06;5.5479413e-06
voluntarily;1.4765895e-06;1.1845431e-06;1.2915792e-06;9.170439e-07;6.3177004e-07;9.567241e-07;1.0183913e-06;1.0773874e-06;1.1191156e-05;1.2281372e-06;2.6414305e-06;2.0756836e-05;2.0952134e-06;1.5622489e-05;7.871718e-06;2.0468573e-05;2.104207e-05;1.0319345e-06;1.228011e-06;6.157595e-06;1.0190654e-06;1.4631786e-06;1.4452332e-05
commander;6.0035336e-06;1.035567e-06;2.4209146e-06;1.6980465e-06;3.0770098e-05;1.5089469e-06;9.435797e-07;1.714657e-06;0.0002941363;1.2570242e-06;1.5471023e-05;0.00045623645;2.0962848e-06;1.185506e-06;2.5455925e-06;1.4446709e-05;2.1891426e-06;1.5445295e-06;1.2231453e-06;1.1008572e-05;9.2688884e-07;1.755928e-06;2.3299615e-06
daytime;8.246751e-06;4.6050008e-07;6.7013345e-05;1.1374808e-06;3.1332995e-06;6.4392134e-06;4.37545e-07;8.630055e-07;1.3736369e-06;4.7154458e-07;1.7477363e-05;1.0889441e-06;2.0172447e-06;7.425098e-07;7.6762944e-07;1.2384597e-06;9.626207e-07;1.4705838e-06;4.7434432e-07;2.8935885e-05;4.4882924e-07;1.4913742e-06;1.2734121e-06
instant;1.7029887e-06;1.0862776e-05;1.80802e-06;1.5295782e-06;3.5274643e-05;2.8731342e-06;9.422784e-06;4.9818295e-06;3.5902403e-06;1.1985227e-05;4.19273e-05;2.5946108e-06;3.423862e-06;1.9360875e-06;3.7454183e-06;8.979072e-06;3.3397806e-05;6.8147674e-05;1.1284785e-05;5.9993436e-06;1.0344586e-05;5.9824115e-06;7.480634e-05
diack;1.4618468e-06;6.251093e-07;3.0961044e-06;1.097672e-06;8.626441e-05;3.4580578e-06;6.10565e-07;1.2886181e-06;8.891529e-07;6.142445e-07;1.0008123e-06;7.316593e-07;1.9031907e-06;7.530829e-07;7.657467e-07;1.1249806e-06;1.1306513e-06;1.658194e-05;6.755733e-07;1.2354386e-06;6.507623e-07;1.6090114e-06;9.802429e-07
papresco;2.514678e-06;3.3518103e-07;1.940905e-06;3.0223673e-06;7.597764e-07;1.4906518e-06;3.03674e-07;8.521105e-07;1.3122055e-06;3.5074416e-07;1.4525283e-06;1.1411688e-06;1.4101588e-05;9.549567e-07;7.552594e-07;9.631594e-07;9.678049e-07;1.1286719e-06;3.6843002e-07;1.0444721e-06;3.271898e-07;1.0739016e-06;7.3605355e-05
cloak;2.6768992e-06;3.9949728e-07;4.051832e-05;1.0059393e-06;7.0799973e-07;1.4141947e-06;3.736843e-07;9.4792824e-07;4.7531553e-06;4.3744456e-07;1.0984919e-06;9.4510455e-05;1.5638133e-06;1.1223921e-06;8.9117856e-07;9.066617e-07;1.2257032e-06;6.755463e-07;4.4323897e-07;7.052141e-06;3.753107e-07;1.0419208e-06;1.5492229e-06
connor;8.013786e-06;2.4742303e-06;3.641158e-05;2.5373818e-06;0.00018042237;3.4904986e-06;2.5891848e-06;1.2000262e-05;4.7104375e-05;2.2398347e-06;1.116226e-06;2.3187158e-06;2.2836089e-06;7.9006495e-05;3.582897e-06;3.159303e-05;2.8414622e-06;3.342142e-06;2.534097e-06;0.00020538409;2.2930722e-06;5.0107246e-06;2.0786958e-06
spell;2.6736818e-06;4.3994016e-05;0.0004987138;1.5606876e-05;2.8055929e-06;6.464287e-06;4.354559e-05;7.2009476e-05;6.519037e-06;3.928038e-05;1.3175167e-05;7.1534945e-05;6.1861992e-06;7.5746844e-05;3.1180818e-05;0.000144395;0.00022625722;0.00016680069;4.153589e-05;6.3917705e-06;4.3153468e-05;9.330072e-06;6.134046e-05
establish;0.000116651674;5.2371815e-06;2.1931735e-06;5.852925e-06;3.0182247e-05;2.594658e-06;5.031285e-06;0.00072510116;0.00037012246;4.9948662e-06;4.0354357e-06;0.0007101854;5.1950237e-06;0.00035120477;0.00023693501;7.2407915e-05;6.282786e-05;2.954241e-06;5.5270593e-06;0.0003226964;4.6480063e-06;9.79237e-06;0.00043221755
assorted;1.6839382e-06;1.0223697e-06;1.5005876e-06;1.1393189e-06;1.0416182e-05;1.6719285e-06;9.539187e-07;8.093636e-06;2.3448565e-06;1.076072e-06;2.483159e-05;4.157036e-06;2.284613e-06;9.507385e-07;8.337642e-07;1.1988811e-05;1.4754941e-06;1.0070743e-05;1.114189e-06;1.3607593e-06;1.0068875e-06;1.8805331e-06;1.8594807e-06
sour;1.1086305e-06;7.736743e-07;1.7991388e-05;8.9062235e-07;1.318745e-06;1.557293e-06;7.009916e-07;1.0452759e-06;1.4654453e-06;8.3284215e-07;4.3786098e-05;4.7280173e-06;5.6816502e-06;9.553921e-07;1.0753818e-06;2.0692348e-06;1.7734658e-06;1.2537055e-05;8.1641923e-07;4.0812793e-06;7.452109e-07;1.2932396e-06;5.8613473e-06
manifest;5.3875207e-05;1.3547531e-06;1.587449e-06;2.1736922e-05;1.4227738e-06;2.326757e-06;1.0682904e-06;1.08915e-06;3.468221e-06;1.2928821e-06;2.3755524e-06;2.5418787e-05;1.7393021e-06;2.5165375e-05;0.00010660885;9.531283e-07;0.00013143195;4.6878795e-06;1.2945876e-06;8.68089e-05;1.1051749e-06;1.578707e-05;1.5088549e-06
croatian;8.783507e-07;2.7199113e-07;1.024168e-06;8.019971e-07;6.387016e-07;6.728153e-07;2.457199e-07;7.439948e-07;1.6169785e-06;3.117858e-07;1.099085e-06;0.000112144175;1.0917405e-06;8.853435e-07;7.758992e-07;8.421642e-07;1.0142015e-06;5.052761e-07;3.1333593e-07;1.1378582e-06;2.5537548e-07;6.889001e-07;1.0715589e-06
cotera;7.9817164e-07;3.3993572e-07;1.1415956e-06;6.4434596e-07;6.6766535e-07;7.319441e-07;2.8041921e-07;6.7627764e-07;6.835698e-07;3.7855324e-07;0.00016719282;1.1026516e-06;1.3134339e-06;5.9422825e-07;7.487219e-07;1.1421288e-06;1.2522404e-06;1.0420943e-06;3.6491429e-07;1.0538915e-06;3.0359547e-07;6.953416e-07;1.054073e-06
facto;2.7032655e-05;1.0851966e-06;1.2986429e-06;1.3321937e-05;1.2676915e-06;1.3399352e-06;9.642413e-07;0.00014776674;1.215172e-05;1.1050731e-06;1.113681e-05;2.1595308e-05;1.1933825e-05;8.102043e-06;1.3459744e-06;1.1968231e-06;1.8251677e-06;1.5569359e-06;1.1859937e-06;1.6062312e-06;9.951873e-07;6.2789055e-05;2.346672e-05
andersom;9.882825e-07;4.812056e-07;1.213058e-06;7.3134663e-07;9.685343e-07;9.411488e-07;4.7401213e-07;1.5672658e-05;9.201798e-07;4.6185423e-07;1.0750479e-06;8.998894e-07;0.00034690916;8.849105e-07;6.867081e-07;8.651344e-07;8.623595e-07;1.2609822e-06;5.2201966e-07;1.4400539e-06;4.800416e-07;7.1247564e-07;1.5062657e-06
ammo;1.2686556e-06;5.840317e-07;1.297238e-06;7.064861e-07;9.3932226e-07;9.860644e-07;5.2566276e-07;1.0605374e-06;1.3592839e-06;6.448109e-07;4.5205386e-05;1.1920006e-06;0.00019388224;9.024507e-07;7.1397767e-07;1.1024831e-06;1.2543392e-06;1.1564269e-05;6.394443e-07;1.208446e-06;5.797303e-07;8.959769e-07;0.00016596851
utility;0.0012989957;1.1415805e-06;3.9503106e-05;0.00086485985;0.0005506685;2.0981404e-05;1.1107975e-06;2.14472e-06;1.7636248e-05;1.0858022e-06;2.7336132e-06;1.6812548e-06;4.4266566e-05;1.6993157e-06;1.0585621e-06;2.7066394e-06;8.822787e-07;0.0001334527;1.2509184e-06;2.3679659e-06;1.3007844e-06;1.62426e-05;0.00011031846
send;0.0062303403;9.9740304e-05;0.00073458435;0.0015561369;0.0010751513;0.010218229;0.000119368306;0.0013563221;0.00039439672;9.894336e-05;0.0008038326;0.0008046143;2.9288387e-05;8.185025e-06;0.00043101734;0.0006643161;0.00055070716;1.7707434e-05;0.00010267372;0.00085681933;0.0001188485;0.00014352011;0.00015500994
handbook;5.915806e-05;1.1696658e-06;0.0002407842;9.565933e-06;2.4246553e-06;5.4437714e-06;1.1778415e-06;1.0959476e-06;9.070383e-06;1.0248912e-06;1.1876239e-06;1.3747648e-06;1.9743866e-06;9.635886e-06;1.6015885e-06;0.00011350378;1.0433446e-06;7.464246e-05;1.1411194e-06;0.00013730978;1.1501145e-06;1.2452161e-05;2.299233e-06
brass;1.1603919e-06;7.92765e-07;1.5343779e-06;8.374662e-07;1.0685717e-06;1.2176654e-06;7.017066e-07;9.766048e-07;1.1191642e-06;8.3870447e-07;0.00010694371;1.2458341e-06;0.00021602905;8.772448e-07;1.0145221e-06;1.2737783e-06;1.5327677e-06;1.9468225e-05;8.4697893e-07;1.2235364e-06;7.674467e-07;8.9574286e-07;9.025105e-06
gather;2.2793201e-05;1.0648116e-05;2.1668067e-05;5.0311555e-06;2.454238e-05;5.782399e-06;8.716318e-06;2.1518372e-05;0.00023194961;1.0602587e-05;0.00025218795;5.0029772e-05;5.043581e-06;3.388062e-05;0.0002709791;1.9047666e-05;0.00035414073;8.212985e-06;1.0212392e-05;0.00012316636;8.398948e-06;5.2124593e-05;4.026269e-06
bertrand;1.4534629e-06;5.756333e-07;2.3974244e-06;9.049116e-07;7.8138277e-07;1.41704395e-05;5.3963936e-07;7.004539e-07;1.1741766e-06;5.440509e-07;6.450992e-07;9.880891e-07;1.428622e-06;4.7302605e-05;9.990039e-07;8.5194995e-07;2.5274899e-06;1.3267664e-06;5.709992e-07;0.00010104934;5.0643735e-07;1.6080206e-06;1.0982378e-06
stgprao;5.9014885e-05;2.5993847e-07;1.9186384e-06;1.4489685e-06;1.0145982e-06;1.972726e-06;2.358288e-07;7.7640243e-07;2.1805292e-06;2.6645955e-07;9.0312705e-07;1.046246e-06;1.6024852e-06;9.091012e-07;7.2313276e-07;1.1019343e-06;5.679863e-07;1.2068311e-06;2.7448624e-07;3.299323e-05;2.4433209e-07;1.8458161e-06;1.0763757e-06
mainstream;5.2758518e-05;2.9658363e-06;2.030533e-06;2.0738914e-06;1.2692096e-06;3.987088e-06;2.3857033e-06;1.7461593e-06;3.4363267e-05;2.9562407e-06;4.030786e-06;4.8798112e-05;8.404746e-06;8.178101e-05;5.8732e-05;1.4250778e-06;0.00023283508;1.6526021e-06;2.940692e-06;4.0535313e-05;2.4509277e-06;6.055945e-06;9.254221e-06
oneb;9.551889e-07;3.1172397e-07;0.00025250975;7.2623055e-07;6.833995e-07;1.4859127e-06;3.051057e-07;6.624968e-07;1.1462705e-06;3.1191905e-07;1.2634982e-06;7.5214466e-06;1.0917926e-06;1.4969745e-06;7.775444e-07;8.493475e-07;9.987255e-07;8.730521e-07;3.328894e-07;1.1066313e-06;3.084967e-07;7.219067e-07;1.4335898e-06
garfiel;1.099031e-06;5.548216e-07;4.428509e-05;8.8193855e-07;7.759626e-07;1.5082161e-06;5.432736e-07;9.582035e-07;1.6324543e-06;5.916824e-07;2.0946432e-06;6.527378e-05;0.00017303384;1.11209e-06;8.917856e-07;1.0742411e-06;1.2786178e-06;8.084891e-07;6.191385e-07;1.3070179e-06;5.645327e-07;6.5051614e-07;2.7588167e-06
warp;0.00010089561;1.4369803e-06;2.1263736e-06;1.9495678e-06;6.3560665e-06;4.8231623e-06;1.258756e-06;1.1721806e-06;2.9596372e-06;1.3787947e-06;1.6499456e-06;1.0331944e-06;2.4338117e-06;2.4926755e-06;1.671532e-06;1.5504867e-05;3.1283893e-05;0.00010780535;1.3747105e-06;1.3240936e-05;1.3762955e-06;4.1150606e-06;1.276677e-06
noye;5.493502e-07;6.55162e-07;1.1306944e-06;7.48336e-07;6.482081e-07;8.995514e-07;5.071319e-07;6.200158e-07;8.5966883e-07;6.336799e-07;9.663697e-07;9.716344e-07;1.1299402e-06;2.72871e-06;3.078612e-05;8.035849e-07;0.00043772266;9.393999e-07;6.2138633e-07;9.859342e-07;5.5184466e-07;9.751631e-07;9.214082e-07
argv;2.5956112e-06;2.4272433e-07;1.1398733e-06;0.0004676474;1.173489e-06;1.5418634e-06;2.0767921e-07;7.268517e-07;6.8603384e-07;2.4544897e-07;6.480392e-07;1.274453e-06;8.509826e-07;8.881198e-07;7.6778247e-07;9.794164e-07;1.082543e-06;1.0856214e-06;2.5323368e-07;1.1721878e-06;2.1307547e-07;1.5952497e-06;9.1909476e-07
phone;0.0014197482;6.045599e-06;0.002121818;0.00016589368;0.0009582778;0.005724016;7.81392e-06;0.0062678144;0.00040249684;5.867972e-06;0.00027210583;4.548668e-06;4.7237536e-06;8.3854064e-07;1.1072517e-06;2.70251e-06;2.4439937e-06;0.00074776565;6.1946484e-06;8.845366e-06;7.904542e-06;2.5331597e-05;6.640133e-06
hardware;0.00080887374;6.171979e-06;3.1827117e-06;0.0005218449;0.003352232;2.2652926e-05;6.3601465e-06;0.0011440235;5.8254404e-06;6.1574865e-06;3.8361727e-06;2.463975e-06;0.00024259862;2.105732e-06;1.3760653e-06;1.60301e-06;1.4345181e-06;9.643152e-06;6.6429916e-06;0.00017898975;6.857807e-06;0.0014045048;2.2043228e-06
endow;1.0509143e-06;4.844652e-07;1.3562122e-06;8.143611e-07;8.535393e-07;1.4215492e-06;4.5681475e-07;3.832209e-05;1.2174717e-06;4.3385492e-07;8.438912e-07;1.127534e-06;1.4393381e-06;1.633705e-05;6.845171e-06;1.0029524e-06;2.2003342e-06;1.2438359e-06;5.081212e-07;1.1523606e-06;4.5628397e-07;1.2037754e-06;1.1264578e-05
autopsy;1.5329479e-06;4.180818e-07;1.4744096e-06;7.797523e-07;7.472115e-07;8.556396e-07;3.540216e-07;7.6413875e-07;8.345911e-06;4.817841e-07;5.6437828e-05;1.4432275e-06;1.3149754e-06;7.0758074e-07;6.583056e-07;1.6203381e-06;1.2112824e-06;1.3800293e-06;4.4453182e-07;6.130274e-05;3.4961624e-07;1.0373165e-06;1.2774759e-06
ingre;1.0220792e-06;2.067145e-06;4.3824144e-05;1.0312333e-06;1.0234074e-06;2.5199472e-06;1.911078e-06;8.051824e-07;1.5966592e-06;1.8832952e-06;1.8822012e-06;1.2199446e-06;0.0010401569;2.2682286e-06;1.0058392e-05;2.5166535e-06;0.000113568945;3.6376825e-06;1.955968e-06;1.241294e-06;1.9855431e-06;8.6316675e-07;3.3840981e-06
document;0.0013111843;6.2571735e-06;4.8380466e-06;0.0008136501;0.00011968269;7.778828e-06;5.2247087e-06;0.00026957304;0.0005672998;6.5716795e-06;0.00019484946;0.0012156157;7.3336164e-06;4.7606365e-05;0.00020016803;2.0271773e-06;1.8152377e-05;1.9399677e-06;6.991497e-06;2.3386467e-05;5.324419e-06;0.00044080318;0.0002010141
spirituality;1.064063e-06;3.219202e-07;6.340934e-05;7.4720066e-07;7.8954236e-07;1.659047e-06;3.10286e-07;7.7360124e-07;8.916187e-07;2.852846e-07;8.8248464e-07;1.0536045e-06;1.3272722e-06;1.4718012e-06;8.5764346e-05;8.804494e-07;1.8698925e-06;1.1211494e-06;3.2871884e-07;1.1272648e-06;3.1247896e-07;9.236181e-07;1.2335944e-06
neither;1.0699292e-05;0.00013237617;0.0005738877;0.00013593334;2.511788e-05;4.9481937e-06;0.00013434475;7.455326e-05;5.338778e-05;0.000112444686;0.00022025076;0.00015183535;0.0006878621;0.00061936316;0.00070858945;0.0002455355;0.00012884576;0.00013009568;0.00012999037;4.1546136e-05;0.00012481066;1.9625631e-05;0.000384221
youshould;1.5790015e-06;2.5802328e-06;1.7859049e-06;2.3857167e-06;6.0530915e-06;1.9826828e-06;2.2135155e-06;1.4615387e-06;1.5780713e-06;2.4516253e-06;1.3032306e-06;1.1036375e-06;2.499646e-06;4.442264e-05;6.463601e-06;1.2267881e-06;1.1881702e-05;1.1852438e-05;2.6301407e-06;1.4265966e-06;2.331721e-06;7.641445e-05;9.881601e-06
invent;9.198424e-06;6.53917e-06;0.00039303213;1.1818431e-05;3.7178527e-06;1.5668053e-05;7.341843e-06;0.00035721684;5.2548e-06;5.1985367e-06;2.4272206e-06;3.9702085e-05;0.00042570685;6.595793e-05;0.000103253435;1.3535115e-06;4.3628734e-06;7.244852e-05;6.611624e-06;4.3512764e-06;7.124921e-06;3.2376625e-05;5.3930384e-05
robotic;0.000111961366;5.2609766e-07;4.032728e-06;2.0623222e-06;7.367283e-05;3.4186112e-05;5.24609e-07;1.2078624e-06;2.8256627e-06;5.612016e-07;1.5540672e-06;2.4451956e-05;1.8151836e-06;8.9738626e-07;8.7662187e-07;1.0343732e-06;7.635078e-07;1.22232e-06;5.827917e-07;4.688921e-05;5.517731e-07;2.618764e-06;1.2542066e-06
nuscc;1.6365818e-06;8.3637065e-07;0.00013261958;1.0309019e-06;1.6682603e-06;0.00013964064;8.8813647e-07;1.0257518e-06;1.2383081e-06;7.7177884e-07;1.1353849e-06;9.090221e-07;2.2599095e-06;1.2982977e-06;1.0273899e-06;1.0895598e-06;3.2045461e-06;2.6879514e-05;8.271118e-07;2.6427479e-06;8.8781195e-07;1.4943084e-06;2.176544e-06
canget;4.140931e-06;1.1570115e-06;1.940668e-06;4.491965e-06;3.2863077e-06;2.991771e-05;1.1450234e-06;2.4038527e-05;1.4694715e-06;1.0746998e-06;1.1105029e-06;7.847179e-07;1.5194295e-06;1.1305491e-06;8.620432e-07;9.406438e-06;1.3755977e-06;7.8780926e-05;1.1824396e-06;1.4304725e-06;1.1901375e-06;8.047137e-05;1.4297068e-06
critically;8.929062e-07;7.4500946e-07;1.358181e-06;7.9631167e-07;6.873913e-07;1.0049357e-06;6.123371e-07;8.7381227e-07;1.2468686e-06;7.6497497e-07;3.3521803e-05;1.3926838e-06;1.688904e-05;2.2631314e-06;2.678958e-05;1.1609901e-06;3.1474883e-05;1.2107461e-06;7.5489726e-07;1.173867e-06;6.644714e-07;1.0016395e-06;1.1364366e-05
confirmation;4.580403e-06;7.3463593e-07;3.1159005e-05;9.1970214e-05;1.4109963e-06;3.368207e-05;6.8344957e-07;9.652601e-07;3.996989e-05;6.74098e-07;7.70736e-06;2.0414998e-06;1.5418725e-06;3.035208e-06;8.065067e-05;1.2014374e-06;3.2834193e-06;1.6147816e-06;7.538836e-07;1.6140733e-06;6.64536e-07;2.53219e-06;1.6768421e-06
thanthe;2.5719805e-06;2.9572725e-06;2.9535404e-06;8.76214e-06;6.9374655e-05;5.8773303e-06;2.8470035e-06;3.362775e-06;2.0671255e-06;2.6019632e-06;3.4654917e-05;1.3834057e-06;8.768882e-05;8.916945e-05;8.314056e-06;2.868256e-05;3.7140112e-06;5.309121e-05;3.0237823e-06;1.4417413e-06;3.0074104e-06;3.3416525e-06;3.7780617e-05
pbmplus;0.00034300584;1.5645583e-07;1.3261723e-06;0.00016589805;1.3087832e-06;2.9988194e-06;1.2901566e-07;8.2513014e-07;1.7026493e-06;1.5570532e-07;7.811479e-07;9.638911e-07;6.945074e-07;8.773594e-07;6.8082176e-07;8.237593e-07;4.1654437e-07;8.197734e-07;1.6758041e-07;1.4769395e-06;1.4644797e-07;4.6297805e-06;9.494282e-07
grind;1.8058045e-06;2.7641786e-06;1.6710437e-06;1.2630368e-06;1.5799275e-06;1.3697149e-06;2.487474e-06;3.956389e-05;8.273148e-05;2.7627264e-06;2.4554408e-06;6.1801446e-05;1.0352097e-05;2.8153092e-06;3.172304e-05;1.1553119e-06;5.710213e-05;0.00027016064;2.8387985e-06;2.6063677e-05;2.4099286e-06;2.414468e-06;3.8587377e-06
dgbt;1.1894924e-06;8.4091664e-07;1.576087e-06;1.0174807e-06;8.982988e-07;1.3346714e-05;6.869626e-07;9.056424e-07;1.0989933e-06;8.254504e-07;9.650674e-07;1.0436281e-06;1.5965865e-06;3.9127317e-06;1.5709688e-06;9.1200366e-07;0.00035931717;1.0753051e-06;7.9555235e-07;1.0614647e-06;7.508014e-07;1.3079161e-06;1.063516e-06
urgent;2.5093166e-06;1.3348439e-06;9.509459e-06;1.0500913e-06;2.3214263e-06;6.137252e-05;1.2671945e-06;1.2664253e-06;2.4566318e-06;1.4992416e-06;4.2425225e-05;1.3868031e-05;1.9962688e-05;1.4813978e-06;1.1379232e-06;1.5489356e-06;8.209218e-06;1.3138753e-06;1.4337487e-06;1.6855247e-06;1.3742035e-06;1.232791e-06;0.00013896287
estimate;1.6430884e-05;2.9204232e-06;2.9214227e-06;2.0953264e-06;0.0001285895;3.2868252e-06;3.0300357e-06;0.00023710089;0.00017655148;3.4177867e-06;9.800631e-06;0.00028487734;3.2109865e-06;2.8491909e-06;1.5297366e-06;9.0635396e-05;1.980496e-06;3.567092e-05;3.37662e-06;0.00054002955;2.855811e-06;1.7560713e-05;0.00024706667
yeast;6.0606485e-06;3.110128e-07;1.8058747e-06;1.3488146e-06;9.831581e-07;1.1260296e-06;2.8379696e-07;7.1284956e-07;2.368579e-06;3.5309682e-07;1.2941842e-06;1.7175878e-06;1.4038e-06;1.4307244e-06;3.0675924e-06;1.1741166e-06;8.6104546e-07;1.884119e-06;3.389795e-07;0.0016660165;2.7004322e-07;3.1484203e-06;1.381576e-06
merge;3.6965455e-05;8.323555e-07;2.0997354e-06;8.765036e-05;2.0340663e-06;2.1283804e-06;7.635834e-07;1.7778284e-05;4.486951e-05;8.009693e-07;1.250487e-06;1.7583325e-06;1.786626e-06;1.5138088e-06;2.8155998e-06;3.981136e-06;1.4609363e-06;6.041469e-05;8.604754e-07;6.129218e-05;7.430614e-07;5.0265526e-06;6.8079275e-06
fcrary;1.2939726e-06;4.528918e-07;1.4974983e-06;6.566837e-07;7.0684473e-07;1.0233548e-06;4.1774496e-07;8.178349e-07;1.7484323e-06;5.010527e-07;2.0517307e-06;1.1765537e-06;6.5410175e-05;1.0504403e-06;7.9793966e-07;1.0442361e-06;1.018612e-06;1.2429679e-06;4.9059275e-07;4.87049e-05;4.2610034e-07;9.821086e-07;0.0002221215
experience;0.00026463112;0.0019685938;1.2497643e-05;2.6653597e-05;0.001129503;0.0006927487;0.0018028107;4.088652e-06;0.0005087425;0.0018756338;8.45764e-06;6.323128e-05;1.852826e-05;0.00071897445;0.00028926195;4.299342e-06;0.001625185;0.0009528135;0.0019245716;0.0003585648;0.0018631031;0.00041280044;1.3401662e-05
