;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
producer;1.4671963e-06;4.9174414e-05;3.7526223e-07;1.9108686e-06;2.383837e-06;2.4076921e-06;1.3578793e-06;1.5560028e-06;2.514244e-05;1.142363e-06;2.030862e-06;1.6358472e-05;1.0248295e-06;1.3865887e-06;1.3683116e-06;3.5174975e-07;8.1134607e-07;3.7205297e-07;1.28152715e-05;1.2551224e-06
algorithmin;6.8588815e-07;1.1521468e-06;2.8607178e-07;1.2805654e-06;9.4707167e-07;2.0495256e-06;7.193283e-07;1.4139248e-06;9.5042305e-05;1.7055346e-06;9.3846614e-07;9.588055e-07;1.0075095e-06;1.4123343e-06;1.0717541e-06;2.8451547e-07;6.849932e-07;2.8837675e-07;8.568698e-07;1.0295036e-06
workspace;9.961699e-07;1.4759598e-06;1.938864e-07;2.0737593e-06;1.8739594e-06;1.5361574e-06;5.4098393e-07;5.883462e-06;1.5309353e-06;2.2772701e-06;1.6662774e-06;9.325244e-07;1.785224e-06;0.00030851414;1.4077185e-06;1.8525907e-07;1.0075837e-06;1.8844838e-07;1.0265791e-06;1.39318e-06
loan;1.8995246e-06;0.00032012185;5.183639e-07;0.00013479921;1.9476045e-06;4.1965595e-06;2.1628937e-06;4.9638284e-06;9.159256e-06;2.2302163e-06;3.781889e-06;6.0145976e-06;2.6549224e-06;1.2315028e-06;1.7331145e-06;5.159294e-07;1.532159e-06;5.0893004e-07;1.5783774e-06;3.6714296e-06
append;1.2482062e-06;1.8827096e-06;6.298362e-07;2.475646e-05;4.62723e-06;4.382913e-06;9.800625e-07;8.7382505e-06;4.2068335e-05;2.6964653e-06;1.795069e-06;1.243625e-06;2.0562386e-06;5.5080785e-05;1.0490419e-05;6.5949814e-07;1.1296149e-06;6.3162014e-07;1.149577e-06;2.327659e-06
multitasking;5.5748217e-07;9.908796e-07;3.936891e-07;1.2061988e-06;8.761019e-07;0.00021162632;5.318491e-07;1.8791436e-06;7.111496e-07;3.652488e-06;1.1477567e-06;9.3785593e-07;1.2761949e-06;5.735158e-07;1.1278536e-06;3.8927166e-07;6.946777e-07;4.0084868e-07;1.2009116e-06;9.473077e-07
interested;6.3447806e-06;2.7993072e-05;0.0009750551;0.00013053068;4.411632e-05;0.000101934165;0.00036823953;0.0009226123;0.00010580705;0.013402814;0.0002531714;6.198477e-06;0.0004710163;6.444791e-05;0.0006623867;0.0010362898;0.00012760518;0.00097094796;4.250315e-06;0.00017373348
additionally;2.1561866e-06;2.006935e-05;1.2839972e-06;2.6902579e-05;4.748212e-06;9.28276e-05;1.5704593e-06;9.151095e-05;3.7419133e-05;8.101366e-06;1.20131235e-05;3.612209e-05;2.802859e-05;2.1054158e-05;8.701488e-06;1.2860988e-06;1.0289475e-05;1.3513878e-06;2.0085397e-06;3.1305042e-06
instinct;8.433069e-07;4.205158e-06;8.523284e-07;1.5410681e-06;1.6339696e-06;3.961592e-06;3.1104557e-06;9.263138e-07;1.3622316e-06;2.2464394e-06;1.4479078e-06;3.599576e-05;1.2521259e-06;8.214906e-07;9.983238e-07;7.492939e-07;3.324993e-06;8.0562717e-07;1.3006293e-06;9.867648e-05
worse;2.6044738e-06;1.4144326e-05;5.6009953e-06;2.9454353e-05;4.2683305e-06;3.0627675e-06;2.0561338e-05;1.5008209e-06;1.9225015e-05;2.3252744e-06;1.803594e-06;2.7813034e-05;5.8105503e-05;1.569077e-06;1.8516874e-06;5.2083874e-06;1.8062923e-05;5.4294933e-06;6.380521e-06;1.6802418e-05
clutch;2.9877533e-06;2.6593161e-06;2.3889647e-06;2.5832755e-06;2.2553577e-06;4.5118068e-06;8.2514737e-07;2.4390831e-06;1.3282375e-06;2.2025965e-06;2.169448e-06;1.7410538e-06;2.0344837e-06;1.8265116e-06;0.0013629694;2.1660521e-06;1.3104763e-06;2.2624972e-06;0.0016819489;3.831108e-06
theological;9.960806e-07;4.9504356e-06;3.5550536e-07;1.7057157e-06;1.6404587e-06;2.2401318e-06;1.8464287e-06;8.9396764e-07;9.538968e-07;1.1976646e-06;1.7329271e-06;1.2395517e-06;9.743814e-07;9.002223e-07;8.482463e-07;3.0679985e-07;0.00023115703;3.4538908e-07;9.546511e-07;8.651549e-05
walkerintercon;6.630987e-07;1.2210353e-06;2.2961164e-07;1.1495642e-06;9.2889445e-07;1.6155882e-06;6.340305e-07;9.293098e-07;0.00026350535;1.0188282e-06;8.8528327e-07;1.0225576e-06;8.33322e-07;7.3261924e-07;9.905832e-07;2.302216e-07;5.931577e-07;2.3165823e-07;7.761813e-07;9.2423e-07
scream;0.0005525294;1.7259572e-05;5.43903e-06;2.210714e-06;4.5254234e-05;4.896399e-06;1.4997772e-05;9.309544e-07;2.5019938e-06;2.1375188e-06;2.5642332e-06;0.00022257734;3.825685e-06;1.4716096e-06;3.6133006e-05;4.773868e-06;2.8501727e-05;5.117971e-06;3.8268892e-05;3.2772173e-06
accountability;1.0258841e-06;2.1810777e-06;3.4659647e-07;1.5290301e-06;1.4324855e-06;2.3068835e-06;1.4944283e-06;7.047427e-06;1.0478339e-05;1.6651729e-06;1.1752372e-06;2.6990372e-05;1.0517444e-06;9.0579664e-07;9.2128965e-07;3.0555626e-07;1.794156e-05;3.4028344e-07;1.0142641e-06;1.8009172e-06
cocktail;0.00010217857;1.8878626e-06;6.1132215e-07;1.8658611e-06;1.3655648e-06;2.2015479e-06;1.1348385e-06;4.247265e-06;1.0579711e-06;2.6016246e-06;1.4555584e-05;1.6286236e-06;2.0367356e-06;1.3813594e-06;2.1268103e-05;6.114171e-07;1.0123496e-06;6.1471815e-07;1.3029421e-06;5.634128e-07
industry;2.8863947e-06;0.00096088636;2.459492e-06;0.00039348472;3.0843787e-06;1.2641962e-05;2.909978e-06;0.00024114341;0.0012790493;2.8074752e-05;0.00039110557;6.2933004e-06;0.00016566015;5.9455656e-06;5.6745565e-05;2.8536424e-06;1.090073e-06;2.594349e-06;2.2212967e-06;3.0412573e-06
exportable;6.9334203e-07;1.1293441e-06;2.535628e-07;1.1893219e-06;9.2860034e-07;1.7281943e-06;6.772722e-07;1.1733413e-06;0.00013976624;1.1294094e-06;1.0303153e-06;9.78329e-07;9.0621165e-07;7.6052737e-07;1.0074904e-06;2.527735e-07;6.536163e-07;2.563905e-07;8.397886e-07;1.0286782e-06
should;0.002260644;0.0015228136;0.003937928;0.00084716163;0.0015798144;2.6346854e-05;0.010151366;0.0011524942;0.0019779345;0.000106902255;0.0028176338;0.0030214067;0.003356838;0.0035490426;0.0028717911;0.0040208995;0.0019838554;0.003949775;0.001863747;0.0028412119
soon;0.000599787;0.00021738668;0.0008266115;0.00019630413;0.00024024249;4.0658826e-05;0.0002200985;0.00034547911;0.00040018692;0.00023232806;0.0016857962;0.00018742014;0.00038269223;9.200609e-05;6.484952e-05;0.00087356445;7.335059e-05;0.0008611841;0.00031955368;5.73031e-05
illustrator;5.3678025e-07;1.3936802e-06;2.4855012e-07;4.3677437e-06;1.1216869e-06;0.00022619721;3.7004372e-07;6.0689992e-05;9.1294436e-07;6.1048136e-06;1.518525e-06;9.825525e-07;1.3062023e-06;2.7728638e-06;1.3918955e-06;2.480961e-07;8.150127e-07;2.6128907e-07;1.2630029e-06;9.121514e-07
bernhardt;7.0836813e-07;1.2161879e-06;2.338801e-07;1.111743e-06;9.706308e-07;1.3890935e-06;7.118047e-07;8.293879e-07;0.00019481292;9.000299e-07;8.603706e-07;1.0960433e-06;7.7443747e-07;7.035526e-07;9.816922e-07;2.3219394e-07;6.003008e-07;2.3494822e-07;7.8859995e-07;9.192441e-07
holt;2.4506232e-06;3.9712653e-05;1.0355772e-06;7.2929115e-06;1.673674e-06;2.0954523e-05;2.509003e-06;2.7824433e-06;1.4824868e-06;4.2849583e-06;7.6181814e-06;8.006576e-06;1.6064724e-06;1.2741842e-06;1.9262558e-05;9.690168e-07;7.598964e-05;1.0323289e-06;1.7543589e-06;3.205972e-06
ramp;2.3397126e-06;1.0612303e-06;6.4252873e-07;2.0147525e-06;1.053856e-06;1.8059958e-06;9.4178813e-07;1.3652274e-06;1.2501495e-06;2.0841537e-06;1.5913034e-06;1.3644657e-06;1.556604e-06;1.7319488e-05;0.0001201027;6.4254766e-07;1.7025652e-06;6.2796664e-07;1.1303921e-06;1.4812541e-06
unitedstate;1.0411355e-06;8.975663e-05;3.018706e-07;4.3484262e-05;2.4392464e-06;2.161828e-06;1.3169945e-06;1.4485171e-06;1.7210684e-06;1.0328611e-06;1.7376717e-06;1.8352228e-05;1.0081707e-06;8.1702933e-07;8.95925e-07;2.8566143e-07;1.2806588e-06;2.9232837e-07;1.2830819e-06;2.0682313e-05
collapse;1.6600749e-06;0.00023678041;9.732856e-07;9.370953e-05;4.0633317e-05;3.955001e-06;3.9692873e-06;4.436871e-05;0.00021742519;2.0848854e-06;2.9649898e-06;3.7043028e-05;1.6563692e-06;1.645574e-05;1.5208893e-06;9.145831e-07;1.9475733e-06;9.699063e-07;9.584725e-05;5.544632e-05
timely;1.3094193e-06;2.3806376e-06;4.99038e-07;1.9904102e-05;1.2726388e-06;2.3509383e-06;9.0119755e-07;2.6017321e-06;7.693681e-05;1.1763863e-06;1.5634721e-05;1.222235e-06;1.1287068e-06;1.0114379e-06;1.7064549e-06;5.0603825e-07;1.939431e-06;5.1109737e-07;1.5481322e-05;1.440213e-06
lake;5.37969e-06;0.000104748564;1.2848363e-06;5.6851713e-05;0.00015077373;0.000521257;2.7062922e-06;6.466642e-05;1.8804965e-06;9.1977e-06;7.73918e-06;4.092751e-06;1.6558732e-06;2.5677837e-06;3.1462298e-06;1.2019904e-06;0.00034619845;1.3373096e-06;0.00017897184;3.9066513e-06
fora;4.0720915e-06;4.847297e-06;4.0220963e-05;3.0239593e-05;7.4003806e-06;6.99842e-06;3.0063362e-05;7.8385065e-06;3.9656574e-05;6.338326e-05;1.6459557e-05;9.350567e-05;3.376651e-05;1.1468091e-05;2.2584518e-05;3.8042017e-05;5.0389903e-05;3.9296214e-05;7.742769e-05;4.8337854e-05
erode;1.130889e-06;2.7057513e-05;2.3734488e-07;1.0037087e-05;7.708017e-06;2.2737124e-06;1.05869e-06;8.593048e-06;3.460338e-05;1.5051161e-06;1.706936e-06;2.1549909e-06;1.0378765e-06;1.1376784e-06;1.0373226e-06;2.3707067e-07;8.9040805e-07;2.4000684e-07;1.1363184e-06;1.1632908e-06
inline;1.4936095e-06;1.9407048e-06;1.1967383e-06;6.453285e-06;4.0029686e-06;1.6998605e-05;9.574205e-07;2.8938655e-06;1.186063e-06;1.5924174e-05;2.1911578e-06;1.0519548e-06;2.0698672e-06;4.3680307e-06;0.0002205507;1.2335885e-06;2.0400932e-06;1.1743514e-06;1.2674951e-06;4.0710024e-06
singh;9.981146e-07;9.3697105e-07;3.3514016e-07;1.6413583e-06;1.1476048e-06;1.5085012e-06;6.0103673e-07;1.6870466e-06;1.2517731e-06;2.0769533e-06;1.1866775e-06;7.7113344e-07;2.850127e-05;3.9224084e-05;1.1223439e-06;3.272199e-07;7.5679454e-06;3.3578286e-07;9.5215523e-07;1.7681942e-06
kitchen;0.0001767937;2.8358666e-06;1.2207854e-06;1.8733228e-06;1.4560268e-06;4.7845797e-06;1.6756575e-06;6.460363e-07;1.1486949e-06;2.5880931e-06;3.784548e-06;3.3033743e-05;1.2563482e-06;8.404104e-07;4.698488e-05;1.1663765e-06;1.1946653e-06;1.1780057e-06;1.6119351e-06;5.788026e-07
true;0.00038598638;0.00056340045;0.0014107501;0.00035768803;0.0007489957;0.000969555;0.00095282705;1.5629505e-05;0.00055382674;2.2832306e-05;0.000115636445;0.00068909844;0.0006194511;0.0008939224;0.00046299765;0.0014311783;0.0018445023;0.001416893;0.00079663703;0.0032142827
rumour;2.334063e-06;2.8346742e-06;4.881777e-06;2.542258e-06;1.6243455e-05;0.00020728882;1.940335e-06;4.0064165e-06;1.7278193e-05;1.0333897e-05;1.924899e-06;5.0713725e-06;0.00040879368;1.6506421e-05;6.623949e-06;5.091274e-06;1.6966214e-06;5.088172e-06;2.016579e-05;1.9013261e-06
butler;8.569073e-07;1.3799126e-06;5.6550834e-07;2.062051e-06;1.3750013e-06;3.0869098e-06;1.335338e-06;1.4257607e-05;9.2671814e-07;2.6452392e-06;1.7039386e-06;1.1698953e-06;1.850178e-06;1.2462499e-06;1.1935048e-06;4.883585e-07;9.074042e-05;5.7244506e-07;0.00019902863;1.7892555e-05
andwe;1.4026855e-06;1.921057e-06;8.898638e-07;6.98762e-06;1.2360497e-06;3.4692928e-06;1.6349469e-06;2.9665173e-06;3.8819122e-05;1.8273773e-06;1.5626827e-06;1.3693555e-06;1.5188946e-06;2.517086e-06;1.4141531e-06;8.242846e-07;3.6408437e-05;9.067849e-07;0.00011521667;5.0061058e-06
perpendicular;1.3418437e-06;1.3392479e-06;4.327719e-07;7.633665e-05;1.0967318e-06;3.180713e-06;6.628602e-07;2.8242719e-06;1.2823347e-06;1.7522038e-06;1.5601631e-06;9.702769e-07;1.3173199e-06;1.0946727e-06;1.4814609e-05;4.369834e-07;1.8710929e-05;4.3241874e-07;1.1018219e-06;1.832693e-06
stadium;1.0546435e-06;1.0979884e-06;5.7259143e-07;1.1975827e-06;1.2399848e-06;2.8791828e-06;6.8593437e-07;7.398153e-07;1.0822062e-06;1.7683952e-06;1.2652034e-06;1.1460296e-06;1.0140469e-06;5.797612e-07;1.5816104e-06;5.3305456e-07;7.48487e-07;5.7011107e-07;0.00076340814;9.529318e-07
griffith;5.3775375e-07;1.3310289e-06;5.821356e-07;2.3705095e-05;1.076461e-06;0.00011604397;5.621556e-07;2.0067312e-06;9.57297e-07;2.6198447e-06;1.5125514e-06;1.1471493e-06;1.1223192e-06;7.842168e-06;1.3106322e-06;5.7389246e-07;9.989974e-07;5.8523324e-07;8.88345e-06;1.24873195e-05
derby;8.6525546e-07;1.0390123e-06;4.1159464e-07;1.1786258e-06;1.0671655e-06;2.1977844e-06;7.013602e-07;1.1325485e-06;8.751946e-07;1.6506664e-06;1.2810405e-06;9.634875e-07;9.566567e-07;6.3751725e-07;1.1133411e-06;3.8818843e-07;7.377829e-07;4.113364e-07;0.0002775479;1.0361709e-06
catherine;0.00015979011;2.2629367e-06;1.1283249e-06;2.1144003e-06;1.6427427e-06;6.454783e-06;1.56428e-06;3.891961e-06;9.555447e-07;9.466959e-06;3.0507777e-05;1.5754617e-06;7.676985e-06;2.332931e-06;3.6810509e-06;1.1176548e-06;2.194082e-06;1.1386286e-06;1.5085376e-06;9.486294e-07
override;1.6712914e-06;1.32851665e-05;3.2503755e-07;2.1073345e-06;1.6308389e-06;1.5419093e-06;9.699654e-07;2.6294874e-06;1.5446577e-06;2.0848734e-06;1.6709367e-06;1.3343879e-06;1.965547e-06;0.00023555031;5.2911473e-06;3.1710766e-07;2.1023734e-06;3.199766e-07;1.1477684e-06;1.4547155e-06
mailing;1.956677e-06;2.1875417e-06;1.3115576e-06;4.3813316e-06;1.5408905e-06;1.702556e-05;9.1875296e-07;0.0011470156;3.4260547e-06;0.0018575932;2.6337084e-06;1.4280071e-06;3.036105e-06;7.823247e-06;3.6947782e-05;1.2689629e-06;7.984566e-07;1.3591479e-06;0.00016644935;1.02093e-06
nature;0.000105211795;0.0002894967;8.002628e-06;0.00042816266;7.322794e-05;5.638801e-06;4.2309013e-05;1.8897703e-05;7.121059e-05;3.590954e-06;0.0001966785;0.0001585216;8.322836e-05;7.62842e-06;6.6440803e-06;7.68313e-06;0.0012046343;8.021753e-06;2.7521667e-06;0.0017364213
sdcn;7.7897397e-07;8.850386e-07;2.7858945e-07;9.671757e-07;8.7269046e-07;1.9775582e-06;5.0428275e-07;6.1906974e-07;6.77022e-07;1.1065891e-06;9.889903e-07;8.1530993e-07;7.828754e-07;5.096511e-07;8.7944954e-07;2.649228e-07;6.2546246e-07;2.7862052e-07;0.00010817965;8.082323e-07
anchor;1.2758132e-06;3.2997694e-05;3.1874407e-07;4.2151896e-06;2.5798267e-06;1.5985944e-06;1.4715399e-06;4.770113e-06;0.00053481414;1.6813296e-06;1.4960464e-06;1.8490063e-06;4.2144866e-06;2.8468785e-06;1.3405414e-06;3.103719e-07;1.1241829e-05;3.2434392e-07;1.0211696e-06;1.7790551e-06
jhart;9.1392417e-07;1.4200477e-06;4.2146584e-07;1.8688511e-06;9.254998e-07;1.8626384e-06;8.11277e-07;1.0003134e-06;0.0001779131;1.2018065e-06;1.107566e-06;1.1013178e-06;1.0148943e-06;8.034241e-07;1.5396627e-05;4.324447e-07;6.6874196e-07;4.2567976e-07;9.373112e-07;1.0151377e-06
year;0.003960936;0.0045412183;0.002001311;0.004103008;0.0025945657;3.2495016e-05;0.0005782452;0.00023249915;0.00090576214;2.8358185e-05;0.0033376568;0.0014849202;0.00011443573;0.00076789013;0.0026884084;0.0019166081;0.00088460656;0.0018959092;0.013151371;0.0008266782
user;1.9047543e-06;1.7846934e-05;1.0315988e-06;1.6905438e-05;4.6832993e-06;3.0501578e-06;1.3197833e-06;0.008134544;0.001961483;6.082466e-05;0.0003846196;4.482839e-05;0.00086860574;0.0035880706;5.4284424e-06;1.1325152e-06;1.990732e-06;1.1356983e-06;2.889325e-06;2.8688612e-06
open;0.002843927;0.0005379759;0.00028293277;0.00027032688;0.00028789067;4.4125977e-06;0.0013168646;0.00066336704;0.0004641723;2.8011342e-05;0.0001302178;8.128935e-05;0.00027759702;0.0025233256;0.0006308052;0.0002793286;0.00027548076;0.00029587373;0.0002571543;0.000115140385
offer;3.8646427e-05;0.00060424913;0.00013459718;0.000107786975;0.00023067382;0.00027810514;7.617388e-05;0.0019351301;0.00033800182;0.0016399192;0.00024614632;0.00018025137;0.0015970948;0.00043096286;0.00046012437;0.0001435538;0.00042694493;0.00014518872;0.00017311913;0.00017973836
spherical;8.9900203e-07;1.2567303e-06;2.3795228e-07;0.00020707556;9.618803e-07;2.428104e-06;3.4656168e-07;1.3094512e-06;1.09242e-06;1.10103e-06;1.2990799e-06;8.1145936e-07;1.0073663e-06;7.8690823e-07;1.2181337e-06;2.4741064e-07;7.46981e-07;2.3316097e-07;9.4906017e-07;1.1275775e-06
keep;0.0017948109;0.0012822323;0.003229806;0.00092972344;0.0007927673;2.027462e-05;0.003351956;9.460338e-05;0.0016725835;3.1083906e-05;0.000980089;0.0030998255;0.0002854161;0.00044348376;0.001089968;0.0031574161;0.0007483144;0.003080609;0.001305047;0.000427623
thinkthat;6.4832184e-06;3.3963545e-06;2.6372549e-05;2.7319105e-05;2.8870505e-05;1.3747017e-05;5.0681054e-05;1.4148974e-06;5.314866e-06;3.9393244e-06;3.7013648e-05;1.3450595e-05;1.9910258e-06;2.294037e-06;2.1655565e-06;2.4412748e-05;4.2893098e-05;2.5082318e-05;3.3689153e-05;5.5274206e-05
masse;4.016012e-06;8.80775e-06;2.8861079e-05;7.075607e-05;2.0471454e-05;2.3202763e-06;0.0006643142;1.9647932e-06;0.00012422961;2.1118224e-06;2.3451287e-06;1.2254605e-05;1.3642552e-06;9.314192e-06;2.8394775e-06;2.5401732e-05;7.051787e-05;2.6122507e-05;2.1861476e-06;5.084366e-05
paraphrase;3.1201064e-06;3.3639983e-05;1.512511e-05;1.16992e-05;2.9895564e-06;0.0002611952;8.400085e-05;4.6186456e-06;1.3770247e-05;7.118346e-06;3.4270702e-06;4.2894853e-06;1.5817732e-06;1.465499e-06;3.3437875e-06;1.3500546e-05;8.883259e-05;1.4989088e-05;9.520835e-06;3.8604252e-05
gender;3.0906483e-06;0.00012010404;7.776719e-07;2.366165e-06;3.5664546e-06;4.5783643e-05;4.564606e-06;1.3586176e-06;2.1100388e-06;2.362176e-06;2.1391957e-06;3.1431575e-06;1.0483727e-06;9.439991e-07;1.1654191e-06;6.876655e-07;0.000117146184;7.753547e-07;1.7100949e-06;2.6990198e-05
median;1.5001905e-06;5.775325e-06;2.4444782e-07;2.8478782e-06;1.6406277e-06;3.9297843e-06;1.2144391e-06;9.203749e-05;1.0408229e-06;3.7442246e-06;9.2012335e-05;1.4030579e-06;1.3107996e-06;3.247912e-06;3.7775412e-06;2.2106543e-07;0.00025610547;2.534917e-07;1.2639271e-06;2.569025e-06
kurdish;1.3878027e-06;1.5940193e-06;1.6959088e-07;9.893074e-07;0.0004437348;1.9360084e-06;8.36294e-07;9.0303337e-07;9.905987e-07;8.729889e-07;1.2708228e-06;1.1741001e-06;7.414767e-07;9.388393e-07;7.8397306e-07;1.6425493e-07;8.4270465e-07;1.596823e-07;7.899925e-07;1.1164194e-06
incorrectly;7.484614e-07;1.671297e-06;8.7759975e-07;3.734063e-06;1.0702496e-06;2.385495e-06;1.2184403e-06;1.0768782e-05;1.7102418e-06;4.8186503e-06;1.8687656e-06;1.1426268e-06;5.600014e-05;8.65337e-06;2.4079369e-05;8.577648e-07;1.8142044e-05;8.982254e-07;1.2904104e-06;3.491519e-05
rapist;5.1081124e-06;3.3188107e-06;1.5245445e-06;1.6446219e-06;2.847344e-05;2.8865206e-06;9.889798e-06;7.750824e-07;1.5376969e-06;1.2426395e-06;1.8122477e-06;6.011885e-05;1.0023936e-06;1.010099e-06;1.1239024e-06;1.3017691e-06;1.4050706e-05;1.4019603e-06;3.1848815e-06;0.00017784996
althoughi;1.931509e-06;1.6279716e-06;7.3032874e-07;3.6640822e-06;5.6064346e-06;3.194155e-06;1.1388065e-06;2.8415707e-06;1.3727849e-06;3.2013563e-06;5.020525e-06;1.1686208e-06;1.6354858e-05;4.9908363e-06;1.9603562e-05;7.422196e-07;9.685722e-06;7.3450565e-07;1.2105336e-06;2.5581235e-06
dakota;8.210415e-07;2.7114911e-05;8.2025724e-07;3.24821e-06;1.8448342e-06;2.4873387e-05;2.119563e-06;2.5877855e-06;1.6949965e-06;3.0862839e-06;1.4494386e-05;3.5171595e-06;1.782893e-06;1.0876352e-06;3.3579424e-06;7.654034e-07;2.282059e-06;8.1511746e-07;8.250648e-06;0.00012834453
amusing;2.1991539e-06;6.1095243e-06;2.2441711e-06;8.266028e-06;7.740706e-06;3.070746e-06;7.978021e-06;1.6308713e-06;6.0079587e-05;1.4352839e-06;2.0265737e-05;3.22238e-05;1.6179238e-06;1.5592304e-06;1.4955419e-06;1.9817926e-06;3.2569726e-05;2.1624608e-06;1.660126e-05;0.00031513404
making;2.3515329e-06;7.843521e-05;2.607533e-06;6.325161e-06;2.4320296e-05;8.075107e-06;7.861236e-06;1.1035464e-05;4.1397543e-06;5.2516934e-06;2.8415786e-06;1.5957272e-05;4.0258965e-06;1.4885135e-06;7.94079e-06;2.4223284e-06;2.972562e-06;2.5813504e-06;0.000109451714;1.883525e-05
munich;9.284067e-07;1.9417046e-06;2.8557594e-07;1.6193529e-06;6.373519e-05;4.751789e-06;7.321641e-07;5.5060627e-05;1.0135195e-06;1.5152662e-05;1.3950339e-06;1.1365257e-06;1.1821579e-05;1.7561337e-06;1.1178437e-06;2.904052e-07;8.575875e-07;2.9079018e-07;1.913625e-06;1.055062e-06
adultery;1.0538531e-06;8.309879e-07;3.2740664e-07;1.338303e-06;1.4206616e-06;2.8885088e-06;1.0977728e-06;8.2326943e-07;7.0750616e-07;1.3129421e-06;1.2426316e-06;9.318309e-07;1.0334428e-06;7.5925044e-07;8.8830024e-07;2.9346157e-07;9.834019e-05;3.205019e-07;9.372781e-07;6.9129733e-06
contention;1.7875687e-06;6.3770867e-06;1.6208833e-06;2.282158e-06;6.2269064e-06;2.8836453e-06;3.3625724e-06;1.8023408e-06;2.0147221e-05;1.8944756e-06;6.526394e-05;4.849114e-05;2.9583727e-05;3.170563e-06;1.7235315e-06;1.4497085e-06;5.511382e-05;1.6167426e-06;5.0445855e-05;5.79571e-05
wizard;7.898561e-07;1.2375923e-06;4.9846574e-07;1.6748935e-06;1.0603321e-06;3.4730833e-06;5.9999155e-07;2.0998508e-05;1.053764e-06;9.036676e-06;1.3532058e-06;8.9618607e-07;8.702541e-06;1.9630887e-05;1.48084e-06;4.868482e-07;8.692096e-07;5.1500086e-07;0.00010125467;1.0709463e-06
stink;3.080787e-06;9.497085e-06;3.9847287e-06;2.096038e-06;6.040516e-06;4.7176174e-05;4.5768943e-06;2.6445286e-06;9.009772e-06;2.3603418e-05;1.9540764e-06;3.7562263e-06;1.6946005e-05;1.42156705e-05;3.837139e-05;3.9811425e-06;1.46660595e-05;3.9948836e-06;1.6713936e-06;2.3954465e-06
xterm;1.646057e-06;1.9162776e-06;1.7418276e-07;3.762395e-06;3.4224154e-06;5.8318693e-07;4.7442649e-07;7.145139e-06;2.7229478e-06;1.9699635e-06;2.6578657e-06;1.010576e-06;2.354721e-06;0.0031500326;1.6348457e-06;1.6167493e-07;1.3252765e-06;1.7168226e-07;1.3114417e-06;2.0568298e-06
horrible;0.00026205415;6.167133e-06;1.7440841e-05;1.7977794e-06;0.00014361968;4.3045593e-06;0.00016166407;6.889296e-07;6.40627e-06;1.9397773e-06;3.316074e-06;0.00011074076;1.119353e-06;1.9482165e-06;3.9606816e-06;1.4465163e-05;1.1531174e-05;1.564988e-05;0.00010534676;0.000108890315
contemplate;9.329444e-05;3.1785048e-06;3.610027e-06;1.931447e-06;9.659352e-06;3.1136083e-06;7.492307e-06;1.051981e-06;6.8049517e-06;6.5331205e-06;2.1228956e-05;6.2320854e-05;1.1163903e-05;1.368692e-06;3.051742e-06;3.3390122e-06;1.7540802e-05;3.4706263e-06;1.6770667e-06;5.8224286e-06
kingoz;7.410598e-07;8.1031266e-07;2.551945e-07;9.3057446e-07;7.88972e-07;1.8199208e-06;4.834895e-07;5.8005725e-07;6.651148e-07;1.029062e-06;9.783245e-07;7.792217e-07;7.2768324e-07;4.963403e-07;8.1772424e-07;2.422057e-07;5.8506987e-07;2.5417094e-07;8.034799e-05;7.621339e-07
inspiration;3.2278522e-06;9.990607e-06;8.10943e-07;3.531084e-06;5.0570425e-06;3.2002438e-06;1.7287281e-06;1.3010354e-06;1.1370893e-06;2.151709e-06;1.3700028e-05;1.4850411e-06;1.694897e-06;1.0756037e-06;3.5269673e-05;7.81403e-07;2.7782284e-05;8.079162e-07;1.1244747e-05;5.55703e-06
rourke;9.1408543e-07;2.576544e-06;4.5658285e-07;1.9455192e-06;1.3440655e-06;5.014259e-05;7.643005e-07;7.252815e-06;3.4552183e-06;5.0925237e-06;1.5474108e-06;2.2331112e-06;1.572613e-06;4.045661e-05;1.4525762e-06;4.4740335e-07;8.666106e-07;4.6090386e-07;1.2511357e-06;1.2058877e-06
enact;2.4782837e-06;0.00013403871;3.3123345e-07;2.0869786e-06;3.4615907e-05;2.8006455e-06;2.2507486e-06;1.2804103e-06;1.7561779e-05;8.696824e-07;2.2173099e-06;0.000107326865;9.286765e-07;7.757256e-07;9.903829e-07;3.0370737e-07;2.2986176e-06;3.18042e-07;1.3159029e-06;1.6093006e-06
massive;1.0497782e-05;0.00029720238;3.597416e-05;0.00016304928;2.9678975e-05;1.779423e-05;7.669276e-05;8.3743325e-05;9.066526e-06;2.8258459e-05;1.51889435e-05;0.00011172821;6.1781916e-06;2.5329573e-06;0.00010838414;3.4403856e-05;2.0830335e-05;3.496521e-05;8.486075e-06;7.35423e-06
augment;1.1115686e-06;2.0641464e-06;7.671062e-07;3.937162e-06;2.7870276e-06;7.4421814e-06;1.093929e-06;1.8842069e-05;6.9952766e-06;0.00013307163;1.4190472e-06;8.825773e-07;2.2072488e-06;2.1165943e-05;1.5058421e-06;7.750582e-07;1.9828856e-06;7.63969e-07;9.016707e-07;1.5330066e-06
